发送时间,视频内弹幕出现时间,弹幕文本
1676177131,51.40100,天气：干旱
1676166838,50.23700,先找博士在一起!（幻听）
1676130615,30.01900,啊啊啊啊德狗子好可爱
1676117529,73.09700,小兔兔好可爱哇
1676113754,64.46200,不愧是兔兔！
1676109237,20.66900,大哥这里笑死我哈哈哈哈
1676108162,3.65900,↓很吵的龙
1676107101,58.49200,联动回来了
1676106830,73.11900,计划通——年轻人的第一款理财产品
1676106162,36.82100,先找博士在一起
1676104238,30.19200,“缄默”德克萨斯（迫真）
1676104030,64.69900,博士，喵斯快跑好玩吗
1676103904,8.47900,慌张.jpg
1676103896,9.13900,可惜佐料蘸肠
1676103743,29.49200,异德可爱捏
1676103659,22.33100,《未声张的怒火》
1676103622,48.21100,蒂蒂！！！
1676174773,27.84600,小德可爱内
1676162925,64.71000,阿米娅，喵斯快跑好玩吗
1676135202,10.05500,令色陷阱
1676126918,49.40600,戳啦，是骄阳天，蒂蒂是水产被热死了
1676119996,36.95000,丁——真——！
1676114685,73.84900,都静音了多索雷斯怎么还在响？
1676109442,27.92200,（指满嘴啊噗噜派迪奥波兰度的吵闹蕾缪乐）
1676107504,6.53700,那种勃勃生机、万物经发的境界，犹在眼前（无端）
1676104790,31.15500,丹增你怎么了丹增？
1676104755,58.89900,这个阿米娅 是不是从喵斯快跑里面来的？
1676104685,49.22200,蒂蒂——
1676103939,30.27900,能天使：嗯？
1676122658,54.84500,不如献祭一下鲨鲨，可以比蒂蒂多上三四五六七八次
1676119493,39.39000,“已经没事了”
1676119044,5.45900,好帅斯哈斯哈
1676115635,31.17400,德厨路过
1676113691,48.58700,初生都倒了哈哈给哈哈哈哈哈哈哈
1676109621,59.13200,从喵斯逃回来的阿米娅
1676105743,27.68100,德宝好可爱
1676104858,38.84600,大  静  谧
1676104516,65.45900,草
1676104503,27.57200,四只耳朵全都堵上了（
1676103826,5.25500,好早
1676137902,26.98800,未声张的怒火
1676113738,59.16300,兔兔：联动结束我回来……了？这什么动静？！
1676110983,27.52300,小德好可爱www
1676110852,32.15900,翼德可爱滴捏
1676106281,74.54200,此处配个墨镜更有味道
1676104896,74.48600,草
1676104191,4.49900,大哥：《方》.jpg
1676104065,39.40200,谢谢你 蒂蒂
1676103981,65.51600,草，阿米娅联动回来了
1676103980,32.31700,旦——增——
1676103699,12.15200,當場開始砍樹
1676171582,48.31900,大静谧都盖不住的吵
1676131748,25.82200,玛恩纳：看看我的技能名你就懂我的感受了
1676125338,48.34000,蒂蒂怎么阳了，我都好几个月了
1676118491,74.97900,快说谢谢兔兔！！
1676113860,3.71800,给我玩明日方舟！（不是）
1676113583,26.95500,小德你做了好多准备喔哈哈哈哈哈哈哈
1676112042,40.79000,切歌姬
1676108042,21.16100,铁山靠（幻视
1676105264,60.86000,哈斯哈斯
1676104431,3.68600,15分钟！第一次吃这么热乎的！
1676103976,32.37900,银灰百分之八十伤害来源の抽搐
1676103795,66.39200,musedash联动是吧、
1676137950,67.51600,静音灵草
1676130687,23.45100,老玛的表情包()
1676124876,62.00000,啊芜，乖女儿！
1676123787,32.78200,完了，丹增没了，只剩鸟架子了！80%的输出啊！！！！
1676119741,23.27500,玛恩纳一出来绷不住了
1676114928,44.39200,知道为什么大哥要用蒂蒂拐了吧（doge）
1676113667,41.76100,不愧是引发大静谧的伊莎玛拉
1676110696,32.50400,完了，丹僧寄了   不能破隐了（悲）
1676109142,12.23300,大雨滂沱
1676104741,0.00000,慷慨陷阱
1676104516,57.46700,来吧，开启，，，，，
1676104251,3.24000,重装芯片批脸
1676103950,75.14900,兔兔可爱
1676103749,41.36400,《关 音 菩 萨》
1676103670,48.12600,蒂蒂——
1676173653,75.38500,谢谢你兔兔！
1676172759,22.68100,老玛出来蚌埠住了呀
1676130677,22.61100,《未声张的怒火》
1676129214,42.21500,如听仙乐耳暂明
1676123742,21.19700,似乎有一帧铁山靠
1676120732,2.93900,大哥要战斗（）
1676120494,32.83900,丹增：妈妈生的
1676115777,12.64700,在现场，up问观众一局多长时间XD
1676112685,62.50500,从联动回来的阿米娅
1676107805,68.82900,神脑洞
1676103993,75.67100,草
1676103874,34.06500,丹增——你怎么了丹增——
1676103681,3.08000,好烫吹吹
1676129121,75.95500,草
1676127569,47.77500,蒂蒂阳了（悲
1676121138,42.43000,谢谢你，伊莎玛菈
1676118636,22.46200,未声张的怒火
1676113609,34.08100,哈哈哈哈哈哈哈丹增都倒了
1676113164,42.86200,没暖机不科学啊
1676106440,22.36600,哈哈哈这是叔叔的温变马克杯
1676105104,47.65700,太干燥，所以成海嗣干了(确信)
1676104761,2.67900,慷 慨 陷 阱
1676103907,63.76100,梦幻联动
1676103830,69.40400,谢谢你，静音灵
1676124764,43.13100,花朵，树木，天空，微风，云朵，太阳，沙滩，石砾
1676116199,70.52500,这不对吧，静音灵不是静音用的，这会让大哥放不出技能的（
1676110903,16.75400,“亲切的武汉话”
1676109022,22.07900,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1676108675,76.04800,兔兔可爱捏
1676105390,22.26600,很吵的龙.jpg
1676104879,47.19100,蒂蒂怎么倒了？三技能不配奶妈是吧？
1676103917,64.32900,镜音铃（bushi）
1676103779,34.15200,你有没有听到丹增的悲鸣！（
1676103622,0.00000,第一次这么早
1676167477,76.18000,强度的声音
1676134091,1.49000,慷慨奖励
1676132040,23.54900,拳头硬了
1676124426,23.33400,硬了！拳头硬了！
1676115807,23.08300,硬了硬了，拳头硬了
1676114598,55.69900,阿呢，快来给他一发
1676107109,0.75800,最喜欢的一关
1676107044,45.45600,能关，但是只能关一会儿
1676105236,41.89400,二技能音效
1676105142,3.09900,头好大
1676104714,36.20200,丁真！（藏语）
1676103655,72.48600,兔兔可爱捏
