发送时间,视频内弹幕出现时间,弹幕文本
1676197663,129.47900,胡桃hso
1676192578,198.79700,帝君遇刺，封锁全场
1676192416,141.23600,？？
1676192399,125.30100,我同意
1676192388,42.23900,敢问九筒大哥何方神圣
1676185735,17.85900,呵呵，今年年前我们这儿往生堂排队。
1676185571,28.86100,你这坐忘道！
1676185569,116.26700,好！她们离结婚就差见面！现在见面了！可以结婚了！
1676183644,136.23500,舰长，原神好玩吗？
1676181407,42.58500,记住，我是酒桶！
1676180819,177.39700,半沢直樹
1676180474,6.84400,《好运来》
1676180134,4.24700,你个坐忘道，别想骗我，哈哈哈！我没疯我没疯！！
1676178903,29.20200,好你个坐忘道
1676178828,32.43800,式神?
1676177834,129.13900,的确的确
1676176814,33.69900,一定是愚人众干的
1676176761,155.13900,石榴哥加入愚人眾了????
1676176362,44.40900,那我是几饼
1676175758,51.33900,申鹤：我这就找几个人来给你拉业绩
1676175596,76.56400,逆天
1676174981,123.45800,马兆海鸥
1676173781,31.27100,红中坐忘道
1676173698,78.41700,兴奋剂是吧
1676173391,29.19400,哈哈，红中
1676173374,177.24500,哎呦 这不是粥粥吗 
1676173294,119.67100,让钟离去卖艺吧doge
1676172841,164.27100,给女士哭丧：详见2021年的空耳狂魔
1676172328,9.58700,你这可不兴光顾啊
1676172304,191.46400,半 粥 直 树
1676171740,65.89400,清心汁（恼）
1676171700,58.43900,申鹤：我来帮你创造业绩（提枪）
1676171610,170.00700,粥粥：你给我翻译翻译什么叫惊喜
1676171455,185.40700,这是粥粥吗？
1676171273,78.28200,？
1676171273,107.70700,心脏弱真君
1676171236,39.57200,什么姜文梗啊（乐
1676171235,64.82000,好魁梧的申鹤
1676171235,27.01700,坏了，我是坐忘道
1676171143,3.50200,  《殡  至  如  归》
1676171137,86.35500,龙涎香
1676171002,151.90800,突现两位up主
1676170942,95.40300,战斗视角(
1676170917,4.05500,我是第一个
1676196090,32.65900,红中大佬好耍啊！！！！！！！
1676195005,5.43000,是马兆鸥诶
1676193643,44.83900,哇，爷好涩！（嘴脸）
1676192314,79.72300,我对劲
1676192284,61.24700,这个鸽终于更新了
1676184362,78.51800,甘刻，赢！
1676183799,32.69900,好你个坐忘道，让我看看你有几张脸
1676182217,125.31800,堂主涩的起来嘛（doge）
1676181667,53.41200,这是常识！
1676181528,18.78000,来，骗，来，TX
1676180826,143.95600,臣附议
1676178778,27.71400,面具不错
1676178495,5.27900,想想你为什么进来
1676177184,136.93500,细嗦和谐前图片
1676177145,66.15200,放肆，哪只仙鸟
1676175967,119.03700,可以抓几个丘丘人解决赤字难题
1676175365,178.21300,艾尔十六和粥粥
1676175237,108.01000,心脏弱真君：诶嘿
1676175138,118.93300,你的名字是？
1676174785,171.85900,半泽直树？
1676173817,42.04400,坐忘道
1676173567,153.75500,王16
1676172622,119.50500,把某个客卿踢出往生堂就可以（dogn）
1676172368,41.44900,好你个坐忘道
1676172365,191.69900,哈哈哈哈哈哈哈半泽直树梗
1676172240,129.70300,臣觉得可以
1676172177,41.74300,在审了 在审了
1676172060,97.68300,你这是vf行为，走，跟我去自首
1676172039,33.13900,《娱 人 众》
1676171969,77.68500,龙虎大补的
1676171489,27.69600,是你吗郎中？
1676171357,186.01800,粥粥植树
1676171300,89.64300,军火展示
1676171269,5.22500,七分钟！太棒了
1676171249,27.91400,坐忘道是吧
1676171161,100.53500,你这是违法行为，走，跟我去自首
1676171143,10.21900,那你觉得是为什么呢？
1676171046,77.90500,冷色调咖啡?！
1676170912,33.05100,来了！！
1676196956,11.13900,《宝至女妇》
1676193614,33.59700,荧麻子（doge）
1676192851,118.30800,这是融入了多少其他作品啊
1676192525,165.99800,爷是须弥人
1676192229,79.78100,哈哈哈哈哈哈哈
1676187939,130.04700,此话在理！
1676187537,34.57900,好耍
1676186242,3.45900,马兆：6
1676183348,178.21900,半泽直树【提瓦特特别版】
1676183129,27.60200,原野郎中（幻视）
1676181217,19.45900,摸摸桃桃！贴贴贴贴
1676181154,31.15500,成分比较复杂
1676180980,67.29800,好宽的肩膀hhhhh
1676180660,101.09500,“你这是违法行为”
1676180386,5.51500,归如至宾
1676180009,199.52500,结局这边，以为钟离在粥粥发誓以后马上又黑走了一笔钱，所以粥粥只能自愿辞职了）
1676179450,186.39900,别问我怎么知道的
1676176699,53.63300,坐忘道
1676176196,157.87400,半泽直树是吧
1676175305,7.46600,15
1676174724,45.50200,《   镀   金   旅   爷   》
1676174700,90.77100,此面向敌
1676174367,97.70100,说冷色调咖啡的拖出去
1676173607,62.99600,这什么双开门矿工鹤
1676173271,136.96500,哟，你脸红啦
1676173253,34.36000,该死的坐忘道
1676172422,27.55000,《中》
1676172059,76.64700,龍 虎 春
1676171744,172.13700,什么半泽直树
1676171427,130.88800,（靠谱）
1676171294,118.73600,堂主啊，那是海鸥么？
1676171284,40.71000,红中是吧
1676171250,7.22700,左麻蛇右马兆
1676171132,145.85900,你是益洲王十六!
1676171125,108.13400,@心脏弱真君
1676171055,27.51000,达达利亚：6
1676171027,33.26100,坐忘道是吧
1676170940,40.64800,让子弹飞申遗
1676170940,77.46000,甘刻，好
1676195887,53.70600,申鹤：既然是旅行者的要求。。。好吧，我给你刷刷业绩
1676193530,35.20100,《让原石飞》
1676192494,146.17900,艾尔十六倾情演出
1676192355,80.23900,由于剧情里申赫一直把人头往地上创，所以很理所应当的是往生堂的帮手
1676192330,80.15000,什么vicineko？（）
1676186237,101.22300,骰子老大 你也来耍了
1676184903,67.36100,申鹤配音是原声嘛，太像了
1676182460,27.50400,该死的坐忘道
1676181763,194.31900,前辈奉还
1676180924,34.82100,阿九筒全身都是反骨嘞
1676180042,118.30000,不存在的记忆增加了
1676179899,131.73900,这都比香菱色（doge）
1676179419,35.03900,老大是带骰子面具的
