,0
998986553,1
998990970,1
998997737,3
998999545,0
999001030,2
999001128,0
999003394,3
999005542,0
999006407,4
999007839,1
999007960,0
999010498,3
999012545,3
999014028,4
999014913,0
999015303,0
999018478,4
999020086,3
999025751,4
999034358,4
999042540,3
999043394,0
999047352,1
999061774,1
999076242,4
999079583,0
999085224,0
999086959,3
999088862,3
999093273,0
999099417,0
999101429,0
999105126,4
999110437,1
999128801,3
999129062,3
999134042,4
999138457,0
999142212,0
999147334,4
999156601,3
999157328,0
999158077,1
999164293,0
999173958,0
999184655,3
999189858,0
999204165,4
999204782,3
999218256,0
999219220,3
999222236,3
999236202,3
999243355,3
999248527,4
999254830,0
999256733,0
999257930,2
999259571,4
999259586,4
999260525,1
999262580,3
999272802,0
999287628,0
999288857,4
999297168,3
999302310,0
999304684,1
999305065,3
999310324,0
999311872,0
999314163,0
999318570,4
999320161,4
999322790,4
999324703,1
999327457,0
999328874,0
999344112,0
999344745,4
999359854,0
999364873,3
999386844,1
999389856,3
999393865,4
999397408,4
999401451,0
999409385,0
999410325,0
999416696,1
999418115,3
999429520,0
999436560,4
999471593,4
999478297,3
999485726,4
999488720,0
999497188,3
999498607,3
999499483,3
999509385,0
999519431,0
999536841,2
999538356,0
999544618,3
999548708,4
999548957,3
999556338,3
999564209,0
999604858,0
999606408,4
999615902,0
999615913,1
999619952,4
999621868,2
999630736,4
999644530,4
999646452,0
999649335,0
999655272,0
999660022,3
999663572,0
999673781,4
999676670,3
999680160,1
999696288,3
999703243,0
999705261,3
999728828,1
999732976,1
999746670,4
999750373,4
999752725,4
999760522,0
999761946,3
999763140,0
999771274,2
999779785,3
999786380,4
999797343,4
999801838,3
999801926,1
999804230,3
999806441,0
999806714,0
999807720,0
999809487,4
999813913,3
999819408,1
999820765,3
999827408,3
999833845,0
999838205,3
999841095,4
999847023,4
999856376,0
999856703,2
999857447,3
999860068,3
999861387,4
999865383,3
999866968,4
999874721,0
999891171,3
999891222,3
999907440,0
999909970,3
999925410,2
999928726,2
999929965,3
999935300,4
999935952,0
999936107,0
999943208,3
999943693,0
999958963,1
999959126,4
999959449,3
999959496,0
999980291,4
