爬取时间,video_aid,标题,up_name,up_id,硬币数,弹幕数,点踩数,收藏数,点赞数,评论数,分享数,播放数
1676532842.0493019,779355716,当你打破规则时 你将凌驾于规则之上,黑旗团队,111095065,9100,1687,0,7747,139305,2110,4104,1809904
1676532843.9556816,864082513,想通了这些，我不再道德绑架自己,我叫孙火旺,586789337,11760,1935,0,2591,57365,1389,2622,637912
1676532845.8672397,394305308,【狂飙番外】平行时空：我只想给京海人完整的一生,逆转的桥,313556,108400,2721,0,66873,151044,3991,43758,1521430
1676532847.726616,991822283,"【剧情手书】""你是最真挚的信徒，却未将信仰托与良人""'||双向救赎 be美学",宛倾然,10579922,6784,137,0,19905,32923,293,1510,260983
1676532849.610654,436686617,流浪地球令人疑惑的三秒镜头，只因刘德华出了两千五百万,老王忆经典,107076367,1179,330,0,2978,59355,627,618,861357
1676532851.5621753,351744979,⚡狂飙，但是全员押韵⚡,不会鬼畜的困受,65436709,30231,719,0,34391,125994,852,24837,1783134
1676532853.4527898,694140609,终于没有以倭代华了，粗布麻衣烟雨江南，实景拍摄无滤镜看着太顺眼了，张若昀太会挑剧本了,在村口等小宇的香菜,494838135,2324,766,0,6701,38776,1102,1757,309673
1676532855.3405333,524261971,情人节这天把女朋友整哭了是什么体验,神经酋长,1095810839,3169,769,0,1910,9928,346,1410,217314
1676532857.234078,481638785,这方法确实不择手段，你敢学，分数就敢回答,睡不醒的平盖尔,3493123483241430,6902,984,0,19271,19152,1083,2372,222607
1676532859.1412227,949165950,最不像地球人的科学大神 尼古拉.特斯拉,不嘚瑟都掉毛,601599567,9043,3838,0,4502,40626,1545,1425,886491
1676532861.0365999,864242861,安警官   我想劫个狱,源赖氏虾饺,1040409084,1392,385,0,4040,19019,218,2960,281418
1676532862.9387252,821626379,好日子2.0，全员阵容。没点才艺，谁跟你飙啊。,奇拉比yeah,397196950,5168,307,0,4148,16951,299,6259,293478
1676532864.8238707,949010874,心动了！工资可是1500呀！！,是莫叔叔吗,9841658,6961,1312,0,3187,59951,3086,7738,898780
1676532866.738011,821636306,让你手抓饭，谁让你把命也抓着了！,世界美食official,1007043700,3828,1551,0,1852,55077,1223,1855,712449
1676532868.6205475,436653857,【原神动画】这玩意比神之眼好用多了,死桔子,23197979,54899,4312,0,39016,108399,1649,20269,1040915
1676532870.516482,224007560,再见了，所有的中二病,斯坦德斯特Sdt,10321803,9860,347,0,9509,20111,778,1133,120698
1676532872.4320443,524095630,叠 甲 圣 经,原无奇变,21067876,22139,1305,0,55165,160365,2928,18988,1397856
1676532876.3353605,991664202,【未定事件簿】NXX不养闲人.....,Stefani董,2067160,11310,566,0,21796,44282,499,3523,173434
1676532883.28753,479112860,中考前没发现我，你就亏大了,AU化学君,700476683,3875,656,0,31908,78314,1279,1019,519009
1676532892.2381554,779122540,鹅鸭傻,小潮院长,5970160,302694,32759,0,174641,588566,11611,30630,6873988
1676532902.1880763,949304518,简单氪10万元全角色满命满精！三天深入体验后点评下崩铁这个游戏。,鬼叔黍,38568774,3952,1818,0,1413,24276,2052,1968,438101
1676532914.2091982,224075840,“你就是我重回巅峰的勇气！”,补云Cut,3493133874628787,4992,210,0,8849,39682,300,292,330826
1676532918.1540222,864257511,来看火影全区第一战力！,火影型男奇拉比,2051066128,1985,333,0,7564,59364,553,2116,740102
1676532925.124406,864222080,【重传|甄嬛传|八泪】多少泪，哭不尽他们的一生,不系明珠,85449106,5749,166,0,6035,16533,243,683,104271
1676532930.015432,991697727,【游戏王】投影决斗台，手机控制,杰多_Jeddo,36270342,6857,204,0,4009,24557,844,4569,515494
1676532939.9454515,949359929,顶 级 拳 师,KM二号,21581801,1838,218,0,2873,13913,178,736,168530
1676532945.8525584,864147260,新活动？！没错！送你两只胡桃或夜兰！！,是樊樊呀-,1747594614,20412,666,0,9963,32000,9812,873,687573
1676532955.7282329,351657042,和小翔哥吃米其林三星主厨做的顶级炸鸡！,渣叔爱酒,273831140,7122,938,0,2022,39996,437,309,467694
1676532959.6347497,651670859,2018年泰国牵动世界的“睡美人洞事件”，直到现在才知道的真相,顾我电影,1119253352,8311,2549,0,7804,53607,1426,1374,710770
1676532969.541673,821773542,抓不住爱情的我 总是眼睁睁看它溜走～,科学超电磁炮F,1939319,4942,254,0,2288,18043,1584,1979,267955
1676532979.4604445,651673397,今天我们就像是过去的好多天一样一次又一次地开箱了玩具....,摸鱼事务所,327757321,29834,9749,0,10297,62309,1187,4602,764216
1676532988.4528902,566827518,美俄亥俄州毒气泄漏事件后 部分居民出现头痛恶心症状,央视新闻,456664753,1828,982,0,2083,43992,2881,4605,526731
1676532998.331985,436806805,父母没有告诉你的10个婚姻真相 | 28岁不想结婚有错吗？,姜Dora在此,16385920,12222,2284,0,12183,27262,1272,6950,487914
1676533007.287043,224316867,【星际争霸2】IEM卡托维兹2023世界总决赛TIME/Oliveira捧杯夺冠,星际老男孩,9717562,55677,1847,0,16745,77678,6111,33113,1668192
1676533018.2250807,694203535,张颂文（上）：从导游到演员，一个残酷的努力故事,丧心病狂周公子,304415852,8338,2449,0,4359,10829,512,1458,172736
1676533025.1354508,821819420,当我想在情人节做个白色恋人,神奇海挪,1916474,6935,2695,0,1940,52309,943,1375,416127
1676533033.0222602,309260242,双彩羁绊打造最强鳄鱼！18999血！打崩对手心态！,香菇滑鸡_,28278455,7911,734,0,814,22464,722,1382,391990
1676533039.9479055,479337115,【HENRY刘宪华】小提琴演奏经典《My Heart Will Go On》,刘宪华Henry,548072170,21912,3329,0,12550,34059,2602,14175,348090
1676533049.8512511,991531795,我，黄山谷，出门一笑大江横，这人间，老子来过了！,东兴苟十三,544291240,17112,2733,0,22979,66409,873,3289,774926
1676533058.747662,436867994,【404】探索山西超大型工业遗迹——太原化肥厂★★★★★ Day1,404Abandoned,50419575,4894,2040,0,3503,11081,841,2094,213858
1676533067.6754472,736633178,小伙第一次尝试黄油战斧，味道真有那么神吗？,哇塞几张,485704862,11073,2044,0,2724,50474,1405,1036,651506
1676533076.5753613,524305978,暴雪国服关停的至暗时刻  CN星际的第一个世界冠军到底有多难？,3DM游戏网官方,137543719,2288,794,0,1585,16204,1569,2036,362606
1676533086.581149,266862992,情人节特辑｜今天也是个浪漫的老兔崽子,拣尽南枝,39597640,4047,208,0,2376,7160,572,688,125655
1676533114.5409968,991783068,5年前的歌，配7年前的电影               你的名字[ 超有感觉 4K ],吴-葡萄,281724950,7465,289,0,10580,43325,529,1095,218397
1676533121.4662461,651589501,我把国货之光白象方便面的logo升级了，没想到官方竟然回应了！,艺派LOGO设计,668067598,3041,1247,0,1978,46284,2221,452,633750
1676533130.3820267,479345576,【扒】对自家孩子重拳出击，对别人家孩子轻声细语《辛普森一家》之善待外人,周扒片,301717426,2039,303,0,1232,17695,179,156,254024
1676533134.288534,609171787,《流浪地球》你好～这里的实景是不是比电影特效还震撼～,中核集团CNNC,585957487,1344,460,0,2245,21080,928,608,248120
1676533141.2108877,266812970,《铁路沿线》：9岁就出来要饭，23年前的中国“丐帮”令人唏嘘！,人间放映厅,525382468,12210,4038,0,23076,130141,3500,4574,1647228
1676533150.1679811,821529167,进厂，跳楼，流水线上的天才诗人【寻找·许立志】,大象放映室,49246269,31942,2635,0,20243,44770,2414,11320,635605
1676533160.007827,436714686,锐评新游 崩坏星穹铁道 没见过乐子这么多的游戏 笑死我了！,东方寒兔,3178205,7551,5325,0,4239,49448,7337,4072,852350
1676533169.9147518,736684934,花70天我做出了双刃战士的“真结局”！？但是.....,日向源,154113956,53802,1823,0,28219,89092,1181,1270,930668
1676533179.9183867,394131259,点名批评一位知名歌曲作者。,特别厉害的祁奕翔,8299159,4911,4163,0,4669,37849,2265,978,801557
1676533189.8414772,864256907,不止氯乙烯！俄亥俄州脱轨列车被曝载有多种有毒化学品,央视新闻,456664753,694,402,0,1059,26353,1271,2000,246034
1676533196.7481909,609180822,如何把一只野生的流浪藏獒拐回家？我用了两年零34天。,隔壁老李的矿山日记,1463519331,48331,2065,0,4643,47290,1529,676,717981
1676533206.6549397,779217070,ChatGPT真的有吹的那么划时代吗？【差评君】,差评君,19319172,6160,2087,0,9092,28819,2489,7125,529797
1676533216.5525084,736654398,大爷，您怎么看？现在年轻人为啥不爱结婚？,孰可司,21587273,3612,6529,0,3216,26422,2381,5542,463516
1676533226.4340482,864026566,娜塔莎2023国际指弹吉他大赛-《Memories》 翻弹 谢嘉荣,陪练琴的三宝妈,519656542,39763,1606,0,19057,62222,2093,13703,767286
1676533244.231686,906475025,这种我的世界，我能玩一整天！,生活就是画画画,3562949,4778,402,0,6799,56836,385,1573,850201
1676533249.1256187,436548168,当我故意在女友面前说前女友的优点时，她直接破防了,卑鄙的老曹,2072577982,15201,4841,0,4674,65998,2550,14691,1289437
1676533259.0191212,906773643,全新监管者·守夜人故事视频爆料——“没关系，秘密会被永远埋葬。”,网易第五人格手游,211005705,13694,3096,0,12029,51842,3797,20050,595169
1676533268.9316022,566784198,骑行黑龙江，北国枪城蹭饭逛博物馆，零下30度在五大连池市户外露营,徐云流浪中国,697166795,54848,26628,0,5504,80398,6043,2674,1048450
1676533278.9746892,309363311,坏了！我帮16岁辍学高中生把游戏做完了！,徐Toso,2175690,4058,1688,0,4284,27206,1291,3751,556630
1676533288.8720348,309074359,全程爆燃！四首连弹，定有你喜欢的燃曲！Lose Control，精卫，cure for me ，Empty Love超燃吉他改编！,弹吉他的娃哈哈,1392851775,30425,709,0,44713,154752,723,4155,850258
1676533299.847613,779331935,夏洛特：马超情人节快乐呀！,尴尬的铁根er,405370021,4419,2069,0,2016,77319,1472,554,949606
1676533311.8094351,821766165,红警田忌赛马团战4v4！不知对面是何等马得抓紧带走支援队友！,红警HBK08,1629347259,3076,1337,0,637,22963,491,188,338742
1676533316.7035313,991726993,人性潜在邪恶度测试！你的内心藏着多少恶魔？,不愧是姐姐大人,396848107,9644,5056,0,6770,42636,4031,3921,324558
1676533329.6494417,481571976,5岁日本小侄女第一见我的中国男友，这结果我没想到…..,kei和marin,16853896,16735,2086,0,3440,37526,689,593,712512
1676533339.5811968,694374235,怎样用彩铅画出阳光刺眼的感觉,叶无趣,28330240,7565,1190,0,2875,15387,1073,1199,237908
1676533351.4789684,821626948,"雷神: "" 都不敢吃？都怕shi是吧！？""",蚀血之暗,210291,11304,1527,0,12315,54644,731,7839,515923
1676533361.3734064,524221981,崩坏星穹铁道逆天行为合集,老沐ocean,23730666,5322,2556,0,4314,61579,2104,1999,728837
1676533370.3614764,991819556,情人节收到花了 好痛苦啊,哈娜hanna,630077416,1110,442,0,1092,16596,740,312,293377
1676533378.2557173,309214989,《恋爱循环》，但是由Dr.Dre和Snoop Dogg作词,iddx,248707232,10015,341,0,12553,21134,991,12132,356601
1676533387.1497304,906870809,我吧，985高材生，爱蹭流量，但一直苦于支教现实,Sensikao,1322418225,44874,1407,0,4478,40259,1133,816,389705
1676533396.0807798,524185421,鹅鸭傻（ 2 ）,小潮院长hh,1288579476,6836,2087,0,9067,75622,529,826,1228411
1676533403.978587,651508377,《原神》角色演示-「黑魔仙小夜」,不会飞の鸽子099,327399257,10923,1069,0,15451,60031,1371,34305,583197
1676533414.8921862,479022350,与死为伍，死后无碑，这个职业不容玷污！,赛雷话金,151482404,22222,3201,0,8647,66010,1337,1595,463829
1676533424.804221,524025662,【星穹铁道】| 真正的转圈圈来喽ヾ(*´▽'*)ﾉ,-猫猫冰-,5608325,19618,478,0,18346,74744,1223,3898,817765
1676533434.7267709,736637965,骑行独闯黑龙江，银装素裹北大仓，夜晚入住铁皮房，起锅烧油炒红肠,徐云流浪中国,697166795,61574,13419,0,6248,90669,5301,2756,1267350
1676533444.6335092,524197602,【22娘×33娘】老二次元现状,其人,20603745,15297,438,0,28727,134332,1258,5290,745691
1676533456.5450258,224184331,可恶！被跳舞机恶魔支配了！【Mystery少女团】,Mystery少女企划,677770326,13191,430,0,23821,46520,571,4637,460414
1676533465.2489312,436626386,现实里的“安欣”：30万人追悼的女警长经历了什么？,朝花夕拾丨明月,390450400,30313,4093,0,13917,55834,2203,4039,710509
1676533477.9422207,481807029,回来忘了撸猫，结果猫先急了,正统欧洲皇室亲王,279771419,5283,979,0,5903,139277,1774,2731,2072168
1676533489.6650398,224292491,逗乐了！！黑衣组织最大战犯竟是老二！柯南最新主线1108朗姆拉稀之战,哀是麦子的球迷,4370617,5011,2318,0,2886,21674,2276,3895,456261
1676533500.4038436,991774718,史上最贵 韩素希化妆师让我成为中性清冷钓系女明星,知名相声演员BBBBB大王,15892313,5102,1437,0,4085,39805,648,950,503503
1676533512.1858373,821741012,拒绝答辩，吃点好的！漫威零差评佳作《马面雷神》,努力的Lorre,7487399,34479,1981,0,17311,145253,1477,1170,1427966
1676533522.8772702,566717530,【MMD】北京根服务器重启成功结算动画,好困困_睡觉觉,178545787,7024,387,0,15995,67059,931,14223,833187
1676533532.5871725,224288720,"斥巨资3000元!买了5张“坏卡”来维修,但是结果却...",ACG外观研究社,404987905,6889,2128,0,1089,16584,648,505,235430
1676533539.2784028,224149899,他穿着裤衩冲进中南海，却指挥了6位副总理，调动了14万解放军,记得英雄,535140683,6539,451,0,5109,34908,476,468,604945
1676533544.9880738,779288184,【原神动画】荧和派蒙⑦【猫和老鼠节选】,AI血色玫瑰,28389168,9362,719,0,8840,44313,366,4141,406217
1676533550.6917448,524181188,真夏龙来B站啦,真夏龙,3493133732022765,19530,922,0,8153,52893,2940,6565,625191
1676533562.432956,436730457,拜火教小猫聚会.Live,喵放送,324341,5583,911,0,12037,39168,1121,10642,657127
1676533573.1452081,609020885,荣获诺奖后他含煤气自杀，唯一遗言留给了司机,千张读书记,18628203,2331,762,0,14146,52649,659,558,843860
1676533581.8496788,351661780,魔音灌耳！网上又出现了哪些阴间歌曲？【阴间宇宙2023】,道野taoie,3221649,8276,9339,0,9043,61265,1704,17368,664287
1676533593.592964,779261424,踢飞那些混蛋吧！海贼王“叛逆少女”燃炸全场~,咻咻满,37754047,43333,1823,0,15697,51644,2194,10162,586939
1676533604.3548334,736580743,阳❤️光❤️开❤️朗大男孩 但是剧场版,啊呜没有猫,13722474,5469,219,0,5573,25442,385,3311,557084
1676533610.0612893,949137949,关于我把人家“景点猫”绑回家这件事,萌宠指南,18373961,2930,1913,0,9927,112434,2346,1623,1583673
1676533620.7558048,779272161,情人节的魔法药水♡Love Potion♡ 可爱加倍！,嘉然今天吃什么,672328094,10780,387,0,4661,20722,1118,2247,125269
1676533633.5583572,266624936,【秒杀拖延的行为心理学】＃你可能错过的良心推荐,王阿华的解忧平行宇宙,314021327,7191,395,0,9974,9537,385,1018,176961
1676533640.2652082,694311711,【STN快报第七季04】在犯罪现场，我一下就知道死的人是谁了,STN工作室,7349,90428,11341,0,21951,104735,2065,3248,1026861
1676533650.9613497,821639655,3D打印悬浮指针时钟 结构巧妙 思路清奇,爆改车间主任,6890024,3817,358,0,20054,32237,836,2914,554277
1676533660.6528463,351663762,再给大家变一次魔术吧,哲哲哲同学,8495180,9888,564,0,16418,64242,418,1612,459330
1676533667.35962,906637989,时隔一年！我通关了史上最“恶心人”的游戏！,东尼ookii,285499073,29686,5482,0,8629,80098,894,1251,707633
1676533679.0851345,566853984,爆肝！千攻满攻速九转德莱文 云顶文森特 弑神三星五费！,赛文SIX6,329101587,5762,682,0,1690,10923,523,3202,209770
1676533683.833765,566744172,一曲串烧带你回到华语乐坛恐怖如斯的那年【2003】,吹拉弹唱慕星银,690545051,31707,2956,0,11995,37892,999,5657,635818
1676533694.5603569,821847751,情人节，我在约会途中摔了个大跤…,S呐_,273139194,57723,2383,0,13642,55648,1805,8450,613911
1676533703.2699285,821625951,【JUMP】为何米哈游经常自嗨？,暴躁的仙人JUMP,651039864,7303,2114,0,8731,94851,4250,2177,1079761
1676533713.9754486,651652195,霸王龙是大只因？兔子头骨真的会复原出异形？古生物复原和解剖学探秘,龙爪洪荒,476622861,5303,1909,0,8307,38094,1383,722,636889
1676533723.6667542,481762881,【方舟论破1】新年的初始、春节特别篇！！（含处刑）,企鹅犬犬,13951855,10387,963,0,8549,15807,478,2259,122257
1676533731.4172823,991754922,今天俺家狗结婚！,查大本事,97747346,10875,946,0,13971,80511,1366,20234,1422868
1676533739.1679907,651677163,我拍了个全B站画质最差劲的视频,力元君,19642758,22303,5147,0,8355,105984,1346,1281,949153
1676533747.9342096,436500953,【祥食记】问题来了，九转大肠到底应不应该保留原本的味道？,大祥哥来了,2920960,7918,3236,0,2406,42844,1051,1011,660015
1676533758.6910548,566673088,现代动物为什么都那么小？生物为什么不能无限增大？,龙女之声,18706318,4192,1581,0,3072,31571,998,230,503644
1676533767.4598577,479260874,300万粉丝了，发个视频吧。真诚感谢各位B站粉丝的厚爱！,帅农鸟哥,1838326986,14214,3105,0,1966,62815,2315,987,901432
1676533775.228895,991689651,耗时11.45天，我们还原了全站最高的方舟号空间站！（附存档）,千石可乐,9116293,26532,1188,0,15641,44565,806,3665,335053
1676533782.9846003,694198613,人尔  女子  弓虽,-芜湖将军-,199920416,1091,240,0,2851,20386,159,936,317405
1676533787.7847924,479365064,情人节再听亿遍！大型表白现场，会有一个人陪你慢慢老去,XSO西安交响乐团,161108953,4649,313,0,4986,11297,1039,6808,254210
1676533796.5576396,906869709,装超跑发动机！地球最强农用车？,极速拍档,25150941,18109,4213,0,4143,64876,1492,1543,611039
1676533807.34558,481500261,⚡电 音 徐 江⚡,小猪P_,2283296,5398,262,0,8989,36439,408,4983,814521
1676533814.092639,864089963,刻进DNA里的名场面是吧？全给你干碎了！,Crazy-face,37439823,3205,512,0,2386,17267,142,413,205019
1676533817.8428922,736804244,XG - LEFT RIGHT (Official Music Video),XGALX_XG,2087881184,14904,1476,0,8473,23482,2315,9424,232437
1676533828.630863,736778132,震经！守门员出红牌将裁判罚下场了~,青柠动画城,323248245,1338,591,0,1390,24953,415,553,463185
1676533833.4779491,394167288,当你把一个技能修炼到极致的时候,黑旗团队,111095065,8135,2071,0,10190,159374,2369,3090,2330655
1676533842.1723142,351850124,味精：你为什么恐惧它？也许，这背后还有一个你值得知道的故事,自说自话的总裁,385805493,2246,2639,0,2107,12766,1234,1122,236889
1676533851.92597,566659835,【小贝】40vs40高塔骑车对撞！逼迫对方摔下去出局,小贝的游戏食堂,6528910,4066,1111,0,8124,81002,410,4161,1300055
1676533858.6515663,864365703,客官不可以【双女声】,咩栗,745493,18141,592,0,16214,35758,1349,2354,313085
1676533868.3669,394115900,∴煮ル果実「命辛辛」with Flower 【Official】ｰ For dear life,煮ル果実,505762671,20471,1625,0,31759,40657,1195,9359,266210
1676533877.0751576,224257041,再次的重逢！初代御三家回归！【目标是宝可梦大师】,依然小智,137952,2554,466,0,1670,12483,322,275,236666
1676533880.781989,479468715,茶园里最讨猫厌的就是小猕猴桃,桔桔的茶园小动物,417567377,1737,902,0,1293,11966,421,581,216898
1676533886.5167499,609314609,《动物迷惑行为大赏141》,龙馍馍,11164088,1867,889,0,1284,27246,178,930,291444
1676533891.2670846,736713275,为什么我劝你别让恋人提供情绪价值？,沈奕斐,349092963,8717,2996,0,12656,27282,2403,8030,632866
1676533901.962805,224258578,【时光音乐会2】情感浓郁到化不开，听希林娜依·高《夏至未至》叙事感满满,酷狗音乐,518888859,6709,2210,0,5907,11326,1649,12047,311479
1676533912.6918242,224211764,如何用面包车，跑赢GTR？,极速拍档-NANA,34728585,91803,4722,0,14538,79666,1601,4049,785616
1676533923.5236704,736603606,他从卖鱼小贩逆袭成黑帮大佬，逍遥法外一路狂飙！,三代鹿人,5870268,19925,3479,0,8623,83707,2795,1794,907740
1676533933.2855866,609056638,入坑DNF半个月血亏4W装备全碎，我想成为巴卡尔红队C#1？,一叮当猫一,450882837,81517,1246,0,9092,97208,4126,5057,996121
1676533944.0548751,524354079,【萌黄一槽】秽土三代风影技能全爆料，砂铁天翼降临！,火影忍者手游情报君,441897078,2340,1156,0,1756,31394,3597,11954,589181
1676533952.8132787,266656509,【戴建业】不真诚没有朋友，不斗争会被欺负。如何与世界相处（下）,戴建业老师,532741557,6847,950,0,7216,18228,556,1551,320623
1676533960.5543497,991514312,专业解读MOSS和ChatGPT精髓! 精妙设定细思极恐！AI吃人？,极客队长GeekLead,478269351,8631,2695,0,14205,40362,1229,7615,484922
1676533970.4048643,609366442,sigma表情是什么梗【梗指南】,梗指南,94510621,208,269,0,782,21341,955,362,330059
1676533981.1614878,736613479,朋友永远都是游戏最高“配置”,原来是小诚,378858625,48411,5178,0,68440,339221,5886,21973,2507478
1676533992.9392817,609299262,华农兄弟：带清华的兄弟姐妹体验乡村生活,华农兄弟,250858633,3872,712,0,923,38445,1112,763,423315
1676534005.7176208,609004887,I Really Want to Stay At Your House 这次给天府广场路人发刀啦 赛博朋克边缘行者,张子鼎,36968434,10935,444,0,10101,48475,1111,2432,385050
1676534014.5368683,479332423,老默，我不想再吃鱼了...,世界美食official,1007043700,3478,972,0,1428,47935,786,1817,531079
1676534023.307055,266823202,笑容没有消失，只是转移到了我的脸上:D【鹅鸭杀】,Asaki大人,194484313,4276,707,0,1382,18888,277,310,304534
1676534027.028267,266857108,42万思域TYPE R 在赛道里是这么个感觉,赛车手谢欣哲,212410423,1269,2426,0,743,2961,659,1232,72340
1676534032.7742133,651650863,华农兄弟：雨过天晴，挖点笋做叫花鸡，味道好极了,华农兄弟,250858633,10084,6437,0,2291,50871,1061,745,647526
1676534042.512161,609056747,"直击心灵的歌声《负重一万斤长大》少年版 | ""为什么挑中我一个”",蝶太,1697694,11618,365,0,11871,23638,400,1139,218943
1676534047.234368,524320130,这就是马超的控枪之术！！！（2）,一只白色QvQ,17478777,5388,246,0,1545,40002,403,248,385850
1676534051.9753106,266781186,香港美食吃透透，平民菜市场vs高档日料店，大家更喜欢哪一个呢？,峰哥亡命天涯,35847683,3285,5327,0,1536,16103,1490,1732,441405
1676534064.7395568,566601679,别磕了！为什么高启强和陈书婷是注定的BE？我们为何会共情扫黑剧中的反派？ 深度剖析《狂飙》的宿命映照。,Claire的编辑室,3461574557698362,11640,2715,0,9965,25030,2130,3745,687849
1676534077.4635928,609132697,专业偷子,杜海皇,178029850,57693,21642,0,32761,196030,4312,4713,1664602
1676534088.1737216,481772457,极致的剑鬼厨为您带来一场叹为观止的表演赛,東葉月,165381,2060,294,0,2268,26521,798,3698,326675
1676534095.9438307,481756485,直女和作男的情人节,力学渣,476046509,4458,733,0,821,14027,611,2342,194027
1676534103.6995816,991764941,“高敏感人千万不要随便找个对象恋爱结婚”,T君T酱,8188433,7768,839,0,8348,14445,1361,2687,227533
1676534112.4441068,736786167,神作完结《中国奇谭》第八话《玉兔》深度解析,天师道的白山正,70744200,2625,1415,0,2418,12158,432,240,190883
1676534116.1943607,436855460,这是不是过年时候的你？,杜海皇,178029850,61418,19845,0,28052,158839,4908,4207,1126711
1676534124.9793193,394313514,夏侯惇必学的“六个技巧”，隔山打牛，被动机制，双回复，卡双大，强制位移，大招卡墙，无影步全面讲解,阿泽干货博主,322640745,3545,464,0,3836,14714,440,1130,318675
1676534130.7986093,436628063,我的世界：会老的世界1，享年200岁开创家族基业！,nor叔,17425003,6035,2355,0,7030,37825,614,536,620333
1676534139.6148574,906844603,情人节，我们撕了结婚证，然后…| 婚姻第四年吵架复盘,可妈可吗,489206287,10082,2738,0,4928,27245,1741,6200,563680
1676534149.3872228,351848457,爱你的心，像夏天一样｜《夏日方程式》——提前入夏！,吴晛Hsien,110718789,15542,2053,0,13347,21629,2131,7219,128453
1676534158.1409934,779351750,看过流浪地球2的人跟DNF玩家看完都沉默了,D丶大熊软糖,11114213,5632,433,0,1345,9155,1046,4593,219306
1676534163.8476572,609341227,【罗翔】转眼就要开学，一部小说让老师直面开学。,罗翔说刑法,517327498,9612,1914,0,4603,63065,1656,2715,448852
1676534174.6562612,736910431,周一简单氪10个648提波战力！今天运气不错，给大家看看全服第一的基础战力！,鬼叔黍,38568774,32037,857,0,2460,32147,802,345,300658
1676534182.363027,864241578,17年怀孕11次！顶级女艺术家，背后有多辛酸？！【透明的她04】,小透明明TM,192090,61613,3186,0,27688,91664,1322,2790,891693
1676534191.0697298,479447226,【low君】配角篇《叔圈101》：老来得粉！盘点那些不输主角的配角叔叔们！！！,low君热剧,34189415,6955,7565,0,3601,37286,1765,1511,458464
1676534200.8606186,481780322,陈翔六点半：情人节给单身人士准备的特别节目,陈翔六点半,19286458,5882,1445,0,1056,21942,674,1649,262157
