发送时间,视频内弹幕出现时间,弹幕文本
1676506825,113.29700,航空业现在很严，不会强行加班，出问题担不起责任，只有飞行员自己可能导致休息时间不够
1676474348,39.61500,晃得我头晕！
1676474233,66.80000,抖裂开了。。
1676471083,17.56100,ZWWW
1676467832,133.94100,CAAC：茶已备好，等君落座（
1676466881,133.56600,CAAC：呵呵
1676466877,125.52700,真给你指派来了还能拒绝吗哈哈哈哈
1676469385,17.71800,来我大地窝堡啦
1676466799,17.83900,不知道（骄傲
1676466885,18.21200,地窝堡
1676467686,18.74300,地窝堡！我最爱的大乌市！！
1676470401,26.55800,海航飞行员过剩 在南航小飞熬6年放机长了
1676475778,14.75900,乌市
1676473533,16.75600,雾鲁木齐(doge)
1676472100,102.10900,有点晃
1676468975,3.45500,嘿嘿猴哥我来了
