发送时间,视频内弹幕出现时间,弹幕文本
1676487292,94.60000,hhhh 这点还是算了
1676437929,198.78800,能进部委的女生一般条件也不会差
1676437826,98.19300,不为不管出轨吧
1676391181,308.28000,机械
1676360949,243.84900,新人不能得罪任何人
1676360777,154.26800,看人家抱负了，看重仕途
1676360755,153.22800,挣得少责任大
1676360735,146.50800,房子真是
1676360614,72.03900,精英啊
1676360591,65.73900,哈哈哈不缺干活的
1676360506,307.04800,反正有自己的标准，我觉得OK
1676360485,299.90800,不看条件不可能吧
1676360476,298.02800,哈哈哈
1676360470,294.58800,光看条件没意思
1676360456,290.10800,这种没感觉
1676360437,283.84800,哈哈哈，人家有底气
1676360428,281.92800,自我感觉良好
1676360421,279.24800,选择余地多
1676360349,212.30800,很麻烦
1676360332,206.00900,逃开哈哈哈
1676360308,199.64900,肯定有自己的目的
1676360298,196.62900,其实人家有好的也不轻易介绍
1676360275,192.16900,感觉介绍的会是坑
1676360254,180.24900,时候未到
1676360238,171.56900,哈哈哈一般都是这原因
1676360211,165.52800,估计要求高了
1676360183,146.16800,周围有朋友辞了
1676360169,141.12800,很多人会有考虑
1676360157,139.66800,天哪，确实…
1676359298,35.99800,告别单身
1676359280,28.99800,感觉优势挺多
1676359256,19.47800,还是很有优势
1676359234,14.43900,找对象好找吗
1676359222,12.83900,好奇现状如何
1676356510,81.22900,哈哈哈相信！
1676356490,66.82000,工作与生活的平衡
1676356478,62.00900,有的是人
1676360626,76.29900,组织筛选
1676360320,200.92900,纯粹好心那种太少了
1676417684,230.81800,那就直接拒绝呗
1676360607,68.43900,呼之即来，挥之即去
1676360340,207.24800,最不喜欢那种爱八卦的
1676375273,77.31300,平衡不了
1676360880,202.78900,稀缺资源
1676360788,157.76800,不可能两全其美啊
1676359289,32.45800,北京爱情故事
1676359266,22.17800,不一样
1676359242,17.67900,是啊
1676358029,126.83300,等待期
1676360899,211.84900,好复杂啊
1676356500,72.00000,双商在线
1676360888,204.54900,也是看你条件
1676360633,78.53900,还是有优势的
1676429860,217.95300,当心当同妻，有很多无法出柜的同性恋
1676360727,145.76800,劝退…
1676358035,128.25300,好事多磨
1676356473,57.94200,毕竟实在忙不过来可以借调
1676356454,48.23400,子女教育也是一方面
1676356439,38.48000,北京户口
