发送时间,视频内弹幕出现时间,弹幕文本
1676466503,160.99600,1000万吧
1676452554,305.32600,谈恋爱才不是如此 不合适赶紧换
1676450643,299.49400,谈恋爱也是如此，不要总是换
1676354191,380.72100,绝了哈哈哈哈哈哈
1676351099,231.88200,建筑在此，也想转时尚
1676339102,238.57900,让你做的事情都是你代替他们的机会
1676338369,240.22200,美宜好棒
1676312064,8.90500,一百万就够了
1676305327,387.94500,完了年龄大也很苦怎么办
1676300817,160.97900,600万
1676300787,285.62400,建筑这样真的会死
1676295372,64.67200,二百万理财
1676295216,145.98100,确实不可能，某些节点上还是会羡慕有钱有规划的人
1676294799,23.91100,？人跟人的参差，我大学刚毕业一毛没有
1676293485,128.41600,完了我就是这样
1676287239,277.45000,可是建筑行业要是这样 能把自己身体搞垮
1676286664,184.61900,我倒是没有欲望，但是感觉也没法躺平，没欲望的话动力也少，就也没有挣到多少钱
1676283655,247.09900,前面说的呢？
1676278702,50.11900,有两百万也不能就不工作了
1676278568,160.98400,一个亿
1676277401,361.65800,年轻时定方向很重要
1676277209,194.77800,只要觉得自己能力有限
1676276992,126.69800,理财UP
1676262948,44.31500,我爸也是，虽然我家没啥钱普通家庭，但是当初我妈几千块钱被它拿走去玩了，我爷家又比较穷。。
1676262076,154.58100,我有欲望，但当赚到了足够的钱，就不想花了，存起来更开心
1676261568,254.69100,美宜说的真好
1676254249,380.74400,比例可以表演系，每次看你都好可爱
1676254215,362.44800,对的
1676254183,338.95300,对的，量力而行，真的很重要
1676253441,216.98900,前面那个建筑人别走！
1676244231,374.83900,大家根据自己的实际情况听取建议
1676221042,317.98000,所以要不是很穷的人，一点美好就可以活下去的，要不就是家里给的足够，不太在乎眼前得失的人活下来了吗
1676221017,7.75900,20亿吧！美金
1676220029,8.61800,1000万
1676217003,364.01500,可是很有可能没来得及花钱人就嘎了 谁知道会在啥时候嘎
1676216961,378.96000,可以可能没来的话就嘎了 哈哈哈 谁知道会在哪一天嘎
