发送时间,视频内弹幕出现时间,弹幕文本
1676005097,11.36100,压力很大
1676005038,15.46700,压力很大
1676219183,9.39900,还能抗住
1676005005,11.17500,压力很大
1676213423,12.98800,压力很大
1676004926,10.04300,压力很大
1676203773,11.22600,压力很大
1676004861,11.56700,压力很大
1676163991,11.76200,还能抗住
1676003982,12.09400,压力很大
1676020745,13.56700,压力很大
1676003979,10.21600,压力很大
1676018933,13.18100,压力很大
1676003975,10.11200,还能抗住
1676005518,14.52100,压力很大
1676003973,11.50900,压力很大
1676005250,13.07700,压力很大
1676003970,12.75300,压力很大
1676005144,11.23400,压力很大
1676003968,12.56400,压力很大
