上传时间,回复数,点赞数,up是否回复,up是否点赞,评论文本
1676811082,1,17,False,False,加油小仙海南林晶晶，诈骗惯犯，2017年就上电视新闻筹了款50万，现在还在说拿不出18万肾源。诈骗很多年了
1676817725,2,6,False,False,还是那句话，放下助人情节，尊重他人命运。如果非要帮助，那就不要后悔，唯一的办法就是长点心吧
1676848407,3,2,True,False,长得跟吴宗宪一模一样
1676787101,1,3,True,False,[星星眼][星星眼][星星眼][星星眼]小五郎又帅了
1676893755,0,2,False,False,透析也能活几十年的，别被她骗了，给她充电的，赶紧取消续费
1676790079,1,2,True,False,老公么么👄
1676817950,0,2,False,False,发型不错啊[doge]
1676814143,1,1,True,False,发型不错
1676884205,0,1,False,False,sword new new[喜欢][喜欢][喜欢]
1676797398,0,1,False,False,加钱！小仙。。。。。哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1676807749,0,1,False,False,说得不专业，人家还是说换肾钱不够。
1676800404,0,1,False,False,不如学所谓的公益UP把别人的苦难变成自己的摇钱树。
