上传时间,回复数,点赞数,up是否回复,up是否点赞,评论文本
1677067258,5,55,False,False,年薪百万不用自己做PPT[doge]
1677070133,0,9,False,True,"我发布了一篇笔记，快来看看吧
你在给年薪多少的人做PPT？

一、年薪五万  00:03 
1.内容分段排。

2.logo取色作矩形块填充。

3.正文再加个白色矩形块以示区分。

...
https://www.bilibili.com/h5/note-app/view?cvid=21987983&pagefrom=comment&richtext=true"
1677067246,1,27,False,False,百万年薪 都是看ppt的…
1677071821,0,3,False,False,让做PPT成为一个赚钱的行业，真是一种悲哀。
1677080850,0,1,False,False,只出5万年薪的老板，凭什么享受30万级别的PPT[打call]。
1677071336,0,1,False,False,年薪百万的应该不亲自做ppt[doge]
1677070872,1,0,True,False,做的这么多ppt 觉得用最简单的形式把事说明白就很厉害了[吃瓜]
1677080596,0,1,False,False,不是晨昊哥哥上的课我不听[喜欢]
1677121849,0,0,False,False,?年薪30+，谁需要自己做ppt？？？？
1677114769,0,0,False,False,贾老板：律师函警告
1677067430,2,1,True,False,买好了，要是直播没有赶上有重播么？
1677066988,1,2,False,False,进度条是不是没做好
1677066923,1,1,True,False,这期视频形式有意思[doge]
1677076550,1,0,True,False,是哪三天具体什么时间段呢？
1677069924,1,0,True,False,这期福利好，聪明的我已经去公众号下载了。[乃琳个性装扮2.0_小狐狸]
1677068283,2,0,True,False,我不管，我要白嫖[脱单doge]
1677069447,0,1,False,False,1块[doge]我先抢一个[吃瓜]
1677074728,0,0,False,False,既然名额有限，那我就让给不需要的朋友吧[tv_doge]
1677078991,0,0,False,False,PPT做好了，年薪百万去哪领？[doge]
1677114324,0,0,False,False,一点点看着雅晨长大，变漂亮
1677068525,0,0,False,False,我就需要做也只够格做30万年薪的那种ppt[doge]百万的还没达到
1677080732,0,0,False,False,已经是旁友圈会员还要买吗？[doge]
1677070301,0,0,False,False,年薪百万还做PPT？[doge]
1677128502,0,0,False,False,我都是在淘宝让人做
1677070584,0,0,False,False,年薪五万，值15块一页
1677070115,1,0,True,False,买了
1677086076,0,0,False,False,最近视频广告太多了
1677073774,0,0,False,False,请教大家，那个色块加透明，底下蒙一层图片在哪里学呀？
1677067591,1,0,True,False,有意思[doge]
1677067040,1,0,True,False,在哪里买呢？
1677066802,1,0,True,False,哎呀 漂亮啊
1677081816,0,0,False,False,@PPT之神陶喆
1677066920,1,0,True,False,早
1677067291,0,0,False,False,马
