发送时间,视频内弹幕出现时间,弹幕文本
1676470628,225.93500,跳楼那段时期我在，其实富士康比其他小厂待遇好多了。只是因为待遇相对好使得线长组长都趾高气昂，一点不好就要开骂。自卑点的人根本待不了
1676470491,218.31800,错 是30万
1676468750,764.90600,哇靠，鸡皮疙瘩都起来了
1676462367,1436.86100,泪目
1676458119,729.22700,快乐成不了诗人
1676456203,218.42300,富士康八连跳
1676434967,1187.22600,头皮发麻
1676433983,1148.32100,说白了一个向往生活的人经济条件却只能支持他的生存所造成的落差让他备受煎熬直至放弃身体解脱自由的灵魂
1676428375,1147.34800,难过
1676418779,728.68100,这种人有才，但是太敏感，脆弱
1676417666,1141.12200,秦皇岛
1676417661,1139.54500,万青
1676389232,680.89500,如果那会儿有自媒体，多好
1676384827,199.73900,想到了初中书上的一句诗:有些人活着却已经死了。是人的心死了呀！
1676381480,1148.81900,秦皇岛
1676380475,404.04800,确实
1676380411,340.26900,好
1676379093,1320.31600,撒向大海，升華了
1676377090,1211.09000,全世界无产者联合起来
1676368089,1172.79900,新生
1676367245,398.86800,？
1676362344,510.65200,血和泪
1676362120,1401.50000,沉默
1676361280,706.11000,没少看a
1676353881,1255.59300,卡夫卡差不多了，也是一直挖自己
1676351417,1157.45600,这个右上角倒挂的背影太不忍直视了
1676350990,767.10900,听着都战栗
1676346385,592.67500,陈凯歌？？？
1676345448,1023.85400,我宁要痛苦，也不要麻木！！！！
1676341964,451.84300,未经他人苦啊，就别乱评论了
1676340880,396.91000,确实啊
1676339612,1445.09300,太棒了
1676339273,1142.48200,对他感到抱歉
1676339201,1081.83000,太苦了
1676339017,1012.24900,是因为他觉得除了工厂无处可去
1676336896,1122.85200,人有时候想死的时候，耳朵边就仿佛有一个人在说，跳下去吧，跳下去吧
1676336723,999.15000,如果活到现在，自媒体发达的时代，可能对他会好一点
1676310456,1106.65400,什么都要来一句凭什么?
1676305643,736.61700,现代杜甫
1676303958,967.89900,我感觉就像肖申克里老布出了监狱无法适应外面生活一样
1676301672,1396.46000,感谢大象
1676300912,575.67600,记住你是诗人，你不是商人你还想改变生活，只是多几分烦恼
1676297424,1016.86900,“死亡，就像是水滴落在水中”
1676296973,288.93800,大象每次都好戳肺管子心窝子
1676294485,1154.00100,都这么敏感可还行，人家感情比你丰富
1676294207,1195.04000,生活啊，何必毁了他所热爱的一切
1676293478,417.16100,我靠。。。
1676291258,1203.06600,目击你完成这一跳
1676289696,442.04900,不管你在做什么工作，如果这工作让你窒息，辞掉吧
1676287841,604.30700,不想干就不干其实是一种很奢侈的自由
1676286560,136.24400,《夜路》写得很美，推荐大家去读！
1676285334,386.36700,回家啊 回家也可以写诗
1676285219,1128.05900,生而为人对不起
1676281721,1114.58100,唉，但你的名字是“立志”啊
1676279302,610.96300,不想干就不干，本身这句话就是错的
1676277111,1145.21900,人活的清醒就会格外痛苦！
1676276639,1445.44600,很多人说宁愿痛苦也不要麻木，可是麻木就是痛苦
1676276403,691.32100,？？？哈哈哈
