上传时间,回复数,点赞数,up是否回复,up是否点赞,评论文本
1676981836,7,26,True,False,年入五万，还冒着会进去的风险，每天胆战心惊[呆]
1676981874,7,21,False,False,报社，电视台这种事业单位比较特殊，和全额拨款的学校博物馆这类不同，报社大部分是差额或者是自收自支的事业单位，也就是你的工资多少是要和单位盈利状况挂钩的。现在传统媒体发展是越来越没落了，未来开工资都是问题。
1676981413,1,16,False,False,我也是媒体的，珠三角沿海这边报社基本没编制了，薪酬也是11万往上，一个人做多个人活，建议能别干这行就别干了[笑哭]
1676983696,0,5,False,False,电视台还有报社这种就算了吧，又累工资又低。
1676984224,6,3,False,False,两个异地岗位，一个是稍落后地区的市直，一个是稍好一点地区的县直，选哪个岗比较好啊？求大家支支招
1676984710,0,6,False,False,我在报社，建议别来了，基本上看效益，当记者采编也要出去拉业务。挣钱
1676985153,1,1,False,False,自媒体都给cctv干成啥样了，更何况是报纸这个前前的新闻形式。
1676984733,0,1,False,False,纸媒是夕阳产业
1676994480,0,0,False,False,通讯报道这种单位不建议去，写材料跑采访能累死你[笑哭]
1676985214,0,0,False,False,安徽的融媒体中心也别来，活多钱少加班多[doge]
1677054928,0,0,False,False,电视台现在如何？
1676987793,2,0,False,False,撒情况，我们本科进来都是十二
1676993944,0,0,False,False,请问市直公务员岗位符合限定专业和应届生身份，乡镇公务员岗位不限专业符合应届生身份，哪个竞争小的呢
1676992637,0,0,False,False,求小心哥讲一下人社局[打call]谢谢～
1676987119,0,0,False,False,新闻中心属于报社那一类的吗
1676984305,0,0,False,False,啊这
1676981607,0,2,False,False,传统媒体已经没有未来了啊
1676981362,0,0,False,False,1
