video_aid,爬取时间,video_cid,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
864096097,1676086037,999860068,1675913618,1675913618,1133,网络游戏,10,25743,1408,4796,0,38681,1062,1395,628044,1,0,38210,2018,0,8632,58176,1418,2138,985258,5,4068,25,-0.04,-0.04,1,！,0,1.9955902777777779,0.23363615935282978,0.0,0.0,0.9599198396793587,5.3086172344689375
693806489,1676086067,993025062,1675503043,1675503043,117,日常,10,3384,1284,2941,0,27654,1356,193,370767,1,0,3601,1367,0,3143,29307,1431,208,392956,6,110265,496,-0.0020161290322580645,-0.0020161290322580645,1,。,0,6.747962962962963,0.10708836873168186,0.0,0.0,2.151821862348178,30.661943319838056
394104516,1676086079,999556338,1675915200,1675891022,889,单机游戏,11,2985,416,3203,0,8366,376,92,68729,1,0,3677,457,0,4730,11071,394,123,97430,6,97197,74,-0.013513513513513514,-0.013513513513513514,1,。,0,1.9777662037037036,0.5659636201316818,0.0,0.0,4.346153846153846,9.512820512820513
393955449,1676086084,997672485,1675772756,1675772756,243,原创音乐,5,20106,616,15186,0,34070,1620,3658,308682,1,0,23003,661,0,18411,39588,1716,4202,373334,6,259243,20,-0.05,-0.05,1,？,0,3.6264814814814814,1.0537121099981908,0.0,0.0,0.9218436873747495,18.03607214428858
393998924,1676086096,994571974,1675590543,1675590543,281,搞笑,4,7178,1339,14340,19,174439,952,959,2639624,1,0,8125,1411,0,16716,196957,1006,1057,2987127,5,140197,63,-0.015873015873015872,-0.015873015873015872,0,？,0,5.735567129629629,0.02819512651126924,0.0,0.0,0.79,46.084
436571744,1676086124,999147334,1675915200,1675859296,62,短片·手书·配音,11,890,69,6020,0,20261,284,625,283234,1,0,1062,83,0,7371,25311,312,725,349860,6,11044,72,-0.013888888888888888,-0.013888888888888888,1,。,0,1.9782870370370371,0.6182142353443902,0.0,0.0,0.8012820512820513,53.84615384615385
524096212,1676086130,1000235639,1675987200,1675929715,680,单机游戏,9,2171,1160,1594,0,13386,244,71,86092,1,0,3716,2107,0,5923,40154,348,149,308496,6,1285640,272,-0.003676470588235294,-0.003676470588235294,1,？,0,1.145023148148148,0.167100428830501,0.0,0.0,0.34408602150537637,4.048387096774194
393919727,1676086137,996190915,1675681828,1675681828,78,人文历史,2,12332,1015,16005,0,79133,1857,1892,669166,1,0,13677,1057,0,19602,86285,1958,2033,742799,6,10830,51,-0.0196078431372549,-0.0196078431372549,0,！,0,4.6795023148148145,0.020705844133728408,0.0,0.0,2.512,60.766
991615702,1676086167,998712985,1675840699,1675840699,297,数码,12,5139,88,10125,0,7184,406,3135,171807,1,0,5403,96,0,10644,7607,421,3323,182783,6,56085,143,-0.006993006993006993,-0.006993006993006993,1,。,0,2.841064814814815,0.6723596488970115,0.0,0.0,1.2180851063829787,6.1063829787234045
224048730,1676086174,1001040370,1676001900,1675974690,266,电子竞技,11,2245,223,274,0,9669,140,31,123276,1,0,2699,304,0,378,14115,191,41,221607,6,474758,696,-0.0014367816091954023,-0.0014367816091954023,1,？,0,0.9753935185185185,0.16595668610055728,0.0,0.0,0.32407407407407407,5.87037037037037
651514935,1676086180,1000766411,1675954077,1675954077,614,单机游戏,11,3196,882,1772,0,28634,787,1366,204915,1,0,3572,955,0,2070,31246,809,1511,241530,6,4013583,5147,-0.00019428793471925395,-0.00019428793471925395,1,。,0,1.5289699074074075,0.6026310145134768,0.0,0.0,0.6895074946466809,6.869379014989294
948888220,1676086193,997066378,1675826100,1675744696,179,日常,8,7258,1599,3364,96,59238,2299,3594,660385,1,0,7481,1639,0,3506,61451,2373,3765,704159,6,1166789,73,-0.0136986301369863,-0.0136986301369863,0,！,0,3.010335648148148,0.016281062553556127,0.0,0.0,1.783567134268537,87.49899799599199
693977782,1676086204,994662080,1675602300,1675597376,209,原创音乐,13,8693,257,20407,0,36293,386,749,226135,1,1,12938,322,0,29831,52891,452,1210,321872,6,26894,60,-0.016666666666666666,-0.016666666666666666,1,？,0,5.600740740740741,7.81450368592491,0.0,0.0,0.35294117647058826,31.540441176470587
