video_aid,爬取时间,video_cid,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
223528878,1675855494,986537315,1675414800,1675144664,689,出行,11,109929,21254,120997,1,534625,5488,16415,5313063,1,0,115710.0,22031.0,0.0,129432.0,557571.0,5714.0,17454.0,5626411.0,6.0,758615.0,477.0,-0.0020964360587002098,-0.0020964360587002098,1,？,0,5.100625,0.193780202063473,0.0,0.0,2.280561122244489,82.24448897795591
223713595,1675857539,989935282,1675331266,1675331267,77,影视剪辑,7,3665,138,9148,0,58931,650,434,730448,1,0,4502.0,150.0,0.0,11797.0,72061.0,693.0,564.0,841732.0,2.0,1026.0,7.0,-0.14285714285714285,-0.14285714285714285,1,。,0,6.091122685185185,0.250467962562995,0.0,0.0,2.2586206896551726,97.03448275862068
223769073,1675859747,991860508,1675438303,1675438303,421,单机游戏,8,2656,1511,12499,93,60770,1427,13218,1028077,1,0,2830.0,1579.0,0.0,13524.0,67823.0,1492.0,14260.0,1120779.0,5.0,7628.0,213.0,-0.004694835680751174,-0.004694835680751174,1,？,0,4.877824074074074,0.5685878897930818,0.0,0.0,1.1923847695390781,45.985971943887776
223769703,1675860263,992621379,1675503000,1675488130,751,财经商业,10,7166,2236,4374,0,36209,648,599,682285,1,0,7464.0,2296.0,0.0,5107.0,39617.0,656.0,615.0,708662.0,6.0,1019296.0,181.0,-0.0055248618784530384,-0.0055248618784530384,1,！,0,4.1349884259259255,0.6551067241294951,0.0,0.0,1.3219814241486068,33.95356037151703
223818704,1675858486,991516278,1675419556,1675419557,732,日常,9,4950,3661,2344,0,28470,1561,334,562213,1,0,5244.0,3948.0,0.0,2673.0,32689.0,1715.0,362.0,606479.0,6.0,344501.0,69.0,-0.014492753623188406,-0.014492753623188406,0,！,0,5.080208333333333,0.2633297482724927,0.0,0.0,2.666,20.556
223885205,1675855955,996628952,1675737000,1675703478,286,搞笑,11,1360,722,2729,0,22992,773,2704,458042,1,0,2392.0,1348.0,0.0,4229.0,32521.0,1031.0,4047.0,694848.0,6.0,1055646.0,204.0,-0.004901960784313725,-0.004901960784313725,1,！,0,1.3767939814814816,0.10183430799010298,0.0,0.0,1.27020202020202,44.484848484848484
223895140,1675858167,997767448,1675777123,1675777123,83,宅舞,12,5428,456,7395,0,23332,443,594,255992,1,0,7015.0,497.0,0.0,9661.0,29885.0,524.0,781.0,330708.0,6.0,1332961.0,206.0,-0.0048543689320388345,-0.0048543689320388345,1,。,0,0.9380092592592593,2.2783187439768713,0.0,0.0,0.4527777777777778,5.991666666666666
223938376,1675857074,997355727,1675758152,1675758152,82,网络游戏,5,2045,290,1000,0,8454,2597,344,146423,1,0,2204.0,304.0,0.0,1096.0,9095.0,2742.0,378.0,157712.0,5.0,141724.0,24.0,-0.041666666666666664,-0.041666666666666664,0,？,0,1.1449305555555556,0.028308800249241227,0.0,0.0,0.7915831663326653,2.0541082164328657
223950444,1675857245,994419775,1675641600,1675585250,321,动物二创,11,3090,1231,1642,0,32070,291,1369,306561,1,0,3237.0,1276.0,0.0,1754.0,33479.0,306.0,1483.0,330088.0,6.0,1635116.0,397.0,-0.0025188916876574307,-0.0025188916876574307,1,。,0,2.4958912037037035,0.4440113204361065,0.0,0.0,0.8987341772151899,10.594936708860759
223951831,1675859148,997297512,1675755745,1675755745,112,喵星人,5,722,624,813,0,10276,823,2337,213895,1,0,790.0,664.0,0.0,914.0,11360.0,902.0,2747.0,249272.0,6.0,298485.0,795.0,-0.0012578616352201257,-0.0012578616352201257,1,。,0,1.1967939814814814,0.3227126838284324,0.0,0.0,0.492,22.25
224004928,1675857848,998054348,1675814100,1675792491,933,单机游戏,11,2693,1150,1430,0,16517,255,109,178758,1,0,3698.0,1356.0,0.0,2335.0,23568.0,281.0,154.0,265766.0,6.0,1292495.0,1813.0,-0.0005515719801434088,-0.0005515719801434088,0,！,0,0.5063425925925926,0.5685878897930818,0.0,0.0,0.8163265306122449,5.557823129251701
266137700,1675860551,990020315,1675334849,1675334849,208,美食侦探,4,3125,289,1386,0,15626,627,302,245032,1,0,3680.0,332.0,0.0,1606.0,18134.0,673.0,358.0,273800.0,2.0,2402.0,30.0,-0.03333333333333333,-0.03333333333333333,0,。,0,6.084513888888889,0.3741564926086834,0.0,0.0,0.7671232876712328,31.427397260273974
266201075,1675859007,989841745,1675327702,1675327702,103,搞笑,13,10078,491,5590,0,35716,470,10994,887591,1,0,11264.0,630.0,0.0,6290.0,39656.0,504.0,12150.0,998863.0,5.0,227.0,19.0,-0.05263157894736842,-0.05263157894736842,0,。,0,6.149363425925926,0.3700272465835276,0.0,0.0,0.5236686390532544,37.5887573964497
266215274,1675855439,989804162,1675335600,1675328133,647,美食侦探,10,18470,4642,8268,78,85423,1638,4085,1243745,1,0,19101.0,4792.0,0.0,8614.0,87989.0,1674.0,4279.0,1286415.0,6.0,4079542.0,493.0,-0.002028397565922921,-0.002028397565922921,1,？,0,6.016655092592592,0.3741564926086834,0.0,0.0,1.0981963927855711,32.61322645290581
266264860,1675857155,991552709,1675422393,1675422080,322,国产原创相关,9,6477,3259,4712,0,76399,1031,4631,863126,1,0,6636.0,3315.0,0.0,4859.0,78210.0,1042.0,4746.0,891659.0,6.0,432731.0,25.0,-0.04,-0.04,1,。,0,5.031967592592593,0.21745475195287997,0.0,0.0,0.728,49.336
266269342,1675856401,991061169,1675400220,1675400220,91,宅舞,9,16266,1070,9846,75,154504,1317,4616,1057957,1,0,17803.0,1123.0,0.0,11121.0,168369.0,1452.0,4992.0,1158246.0,6.0,3858271.0,160.0,-0.00625,-0.00625,1,！,0,5.279872685185185,1.1316095357554043,0.0,0.0,0.518,55.088
266323921,1675857632,993041398,1675584000,1675505168,683,美食制作,12,23460,2860,5148,26,120332,1220,1362,1200350,1,1,24405.0,2938.0,0.0,5727.0,124065.0,1236.0,1407.0,1262816.0,6.0,3649981.0,551.0,-0.0018148820326678765,-0.0018148820326678765,1,。,0,3.167037037037037,0.3741564926086834,0.0,0.0,0.82,46.414
266325265,1675855743,992498095,1675481635,1675481635,144,综合,7,22121,814,23126,42,92043,3169,14440,1073882,1,0,23463.0,845.0,0.0,24632.0,96597.0,3237.0,15375.0,1135476.0,6.0,55298.0,27.0,-0.037037037037037035,-0.037037037037037035,1,！,0,4.329953703703704,0.31683431819207003,0.0,0.0,3.144,82.83
266327225,1675857067,993446681,1675521428,1675521428,490,数码,10,681,1280,962,0,8824,800,327,383952,1,0,791.0,1418.0,0.0,1087.0,10056.0,864.0,370.0,432603.0,5.0,5726.0,20.0,-0.05,-0.05,1,？,0,3.884710648148148,0.21137574509366522,0.0,0.0,1.5857988165680474,11.198224852071005
