video_aid,爬取时间,video_cid,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
864246931,1676174930,1002845409,1676088596,1676088596,188,翻唱,2,1182,562,4285,0,10674,761,1436,104944,2,0,1502,693,0,5661,13230,813,1667,133181,6.0,1532322.0,9523.0,-0.00010500892575868948,-0.00010500892575868948,1,。,0,0.9992361111111111,0.18368371221399135,0.0,0.0,0.242,7.426
394041419,1676174942,1001236410,1676027823,1675995008,780,社科·法律·心理,8,1055,1755,1906,0,8565,856,1949,98817,1,0,1104,1804,0,1956,8822,878,2029,101775,6.0,148718.0,32.0,-0.03125,-0.03125,1,？,0,1.7027662037037037,1.109627069633197,0.0,0.0,2.093425605536332,26.837370242214533
651376543,1676174949,995518833,1675652059,1675652059,215,网络游戏,9,2544,1610,17014,0,43838,659,210,161177,1,0,3026,1967,0,20111,51409,796,271,193508,2.0,2631.0,55.0,-0.01818181818181818,-0.01818181818181818,1,。,0,6.051967592592592,0.0262271999365391,0.0,0.0,2.1940298507462686,37.601990049751244
609218557,1676174956,1002280059,1676039564,1676039564,216,综合,8,8080,561,3640,0,12246,3802,3297,218445,1,0,8561,581,0,3915,13056,4039,3580,239554,6.0,2062.0,126.0,-0.007936507936507936,-0.007936507936507936,1,？,0,1.567037037037037,0.26919931777294925,0.0,0.0,2.8937875751503004,45.705410821643284
609105342,1676174985,1000008625,1675920831,1675920831,137,鬼畜剧场,5,4447,808,6543,0,37648,577,9725,557717,1,0,4713,845,0,6964,39779,606,10238,584680,6.0,149772.0,98.0,-0.01020408163265306,-0.01020408163265306,1,。,0,2.941597222222222,2.0353599159402513,0.0,0.0,0.28354978354978355,52.976190476190474
436677927,1676174997,1003338194,1676111515,1676111515,236,手机游戏,6,2700,2287,1310,0,61190,1272,346,662962,1,0,3565,2565,0,2246,77069,1496,443,976144,6.0,3373397.0,662.0,-0.0015105740181268882,-0.0015105740181268882,0,！,0,0.7347453703703704,0.16572674749352684,0.0,0.0,1.372,10.18
481735474,1676175008,1001688065,1676021400,1676014124,100,人力VOCALOID,10,5122,315,3201,0,13175,353,1866,160622,1,0,5970,348,0,3835,15551,380,2191,191703,6.0,238036.0,198.0,-0.005050505050505051,-0.005050505050505051,1,。,0,1.7778703703703704,2.0353599159402513,0.0,0.0,0.15202702702702703,3.8277027027027026
821626863,1676175016,1002269343,1676111400,1676042647,1276,科学科普,11,7582,982,5996,0,8728,713,1160,68637,1,0,12153,1418,0,10564,14222,957,2039,141311,6.0,247780.0,163.0,-0.006134969325153374,-0.006134969325153374,1,！,0,0.7362962962962963,0.04343971631205674,0.0,0.0,0.17635270541082165,3.9579158316633265
393955449,1676175027,997672485,1675772756,1675772756,243,原创音乐,5,23077,662,18481,0,39724,1717,4210,375164,1,0,24274,696,0,19614,41773,1779,4509,403877,6.0,261540.0,20.0,-0.05,-0.05,1,？,0,4.655914351851852,1.05347710091547,0.0,0.0,0.9879759519038076,21.617234468937877
821379418,1676175056,994535388,1675588728,1675588728,167,日常,4,3421,702,7133,0,39786,1626,1068,605942,1,0,3613,735,0,7556,41716,1728,1146,637301,5.0,108109.0,14.0,-0.07142857142857142,-0.07142857142857142,0,。,0,6.786203703703704,0.003934426229508197,0.0,0.0,1.494,53.374
224239538,1676175066,1001403765,1676003154,1676003154,359,单机游戏,10,1584,783,3246,0,17118,118,135,275022,1,0,1789,847,0,4218,21346,125,153,347444,6.0,355010.0,82.0,-0.012195121951219513,-0.012195121951219513,1,。,0,1.9897222222222222,0.16210712076304443,0.0,0.0,0.3118279569892473,10.881720430107526
481393852,1676175070,997333681,1675760261,1675760261,79,科学科普,2,11705,2496,13490,96,132029,2915,8995,670618,1,0,12060,2543,0,14060,135995,2959,9198,693137,6.0,10184698.0,4168.0,-0.0002399232245681382,-0.0002399232245681382,1,。,0,4.801030092592592,0.170476812540823,0.0,0.0,2.8,197.402
224035552,1676175081,997931944,1675784365,1675784365,345,电子竞技,11,6300,936,6051,76,78684,523,3455,809661,1,0,6438,949,0,6205,80609,527,3551,840090,6.0,1058128.0,185.0,-0.005405405405405406,-0.005405405405405406,1,。,0,4.522175925925926,0.7034102411951552,0.0,0.0,1.6132075471698113,98.80660377358491
524099962,1676175087,1001501599,1675995810,1675992984,496,数码,2,2627,2736,1777,0,26734,3704,3309,551454,1,0,2813,2881,0,1911,28141,3876,3551,602712,6.0,3023147.0,346.0,-0.002890173410404624,-0.002890173410404624,1,！,0,2.074965277777778,0.21105379622708537,0.0,0.0,3.908,36.184
821642862,1676175099,1002488801,1676086200,1676058961,791,影视杂谈,13,1703,2198,1929,0,22004,689,534,368422,1,0,2179,2732,0,2525,28864,885,708,534024,6.0,857819.0,606.0,-0.0016501650165016502,-0.0016501650165016502,1,！,0,1.028923611111111,2.1092423092378443,0.0,0.0,0.9177377892030848,17.640102827763496
351427295,1676175108,997052196,1675772100,1675744047,195,综合,8,1648,229,5852,0,27682,164,829,205042,1,0,1797,246,0,6163,28780,168,902,223593,6.0,275931.0,197.0,-0.005076142131979695,-0.005076142131979695,1,。,0,4.664444444444444,0.15289417518169685,0.0,0.0,0.39814814814814814,10.222222222222221
736379004,1676175129,996491505,1675742400,1675703919,647,影视杂谈,11,13619,1023,12594,0,35140,1365,5313,348897,1,0,14513,1073,0,13780,38363,1420,5664,373502,6.0,905639.0,84.0,-0.011904761904761904,-0.011904761904761904,1,？,1,5.0084375,0.46729232333502796,0.0,0.0,1.8877755511022045,30.06813627254509
566506290,1676175140,999548957,1675915200,1675877589,141,手机游戏,8,28448,397,33111,53,79181,800,5813,422037,1,1,30476,429,0,35588,84579,827,6201,455150,6.0,401785.0,50.0,-0.02,-0.02,1,。,0,3.008564814814815,0.2,0.0,0.0,0.6072144288577155,5.669338677354709
266656448,1676175151,1003369115,1676112578,1676112578,1392,校园学习,9,1344,745,2141,0,7704,380,321,61545,1,0,1900,994,0,2931,9553,432,460,92631,6.0,7787466.0,501.0,-0.001996007984031936,-0.001996007984031936,1,！,0,0.724224537037037,0.22429782412742788,0.0,0.0,0.5714285714285714,4.755102040816326
436600788,1676175158,1000219878,1675941183,1675940800,223,电子竞技,8,5231,834,2924,0,57150,441,353,597667,1,1,5511,882,0,3243,61886,445,372,670489,6.0,945229.0,197.0,-0.005076142131979695,-0.005076142131979695,1,！,1,2.7080439814814814,0.6268656716417911,0.0,0.0,0.45936395759717313,14.45583038869258
651676209,1676175165,1003262910,1676108844,1676108844,250,单机游戏,10,566,423,1073,0,21219,376,389,303882,1,0,1039,717,0,2056,38835,604,1023,675384,6.0,2315072.0,477.0,-0.0020964360587002098,-0.0020964360587002098,1,！,0,0.7676041666666666,9.44201981868016,0.0,0.0,0.8888888888888888,29.084444444444443
906596004,1676175171,999043394,1675846800,1675825881,699,美食侦探,5,13157,6951,5505,49,77133,2498,7106,1357294,1,0,13645,7200,0,5985,80087,2579,7430,1449596,6.0,4000013.0,545.0,-0.001834862385321101,-0.001834862385321101,1,。,0,3.800590277777778,0.6660858964264852,0.0,0.0,2.548,44.988
949232133,1676175181,1003223104,1676108055,1676108055,163,翻唱,13,5437,188,1632,0,6946,450,376,97618,1,0,7858,259,0,2554,10503,593,634,165995,6.0,95371.0,35.0,-0.02857142857142857,-0.02857142857142857,1,。,0,0.7769212962962962,0.39321194992224173,0.0,0.0,0.13740458015267176,0.6106870229007634
651639259,1676175189,1001957037,1676027587,1676027587,536,科学科普,11,1589,1377,1461,0,12124,511,83,145633,1,0,1713,1508,0,1587,13241,557,94,177632,6.0,663449.0,153.0,-0.006535947712418301,-0.006535947712418301,1,？,0,1.7083564814814816,0.3400243198934557,0.0,0.0,2.3012048192771086,16.56024096385542
224035033,1676175195,1000324974,1675937605,1675937605,405,小剧场,11,14745,1448,2715,0,34376,702,2820,445767,1,0,15195,1497,0,2984,35821,711,2990,474449,6.0,2182912.0,1845.0,-0.0005420054200542005,-0.0005420054200542005,1,。,0,2.749884259259259,0.10134073170239608,0.0,0.0,0.5516528925619835,9.59297520661157
736499776,1676175221,994879969,1675604192,1675604192,129,MAD·AMV,8,8355,274,15635,0,39835,263,506,235198,1,0,8948,287,0,16591,42576,269,549,252221,5.0,8169.0,25.0,-0.04,-0.04,1,！,0,6.609131944444444,0.5857674535740226,0.0,0.0,0.6176470588235294,7.329411764705882
481537085,1676175227,999014913,1675853665,1675853666,630,搞笑,4,1403,675,5736,0,32514,345,4437,566717,1,0,1553,715,0,6273,35131,365,4811,605274,5.0,28535.0,34.0,-0.029411764705882353,-0.029411764705882353,0,。,0,3.7217824074074075,0.10134073170239608,0.0,0.0,1.1340782122905029,22.502793296089386
906628503,1676175250,1002923847,1676102313,1676102313,798,手机游戏,3,917,2134,1201,0,22131,1446,1606,393638,1,0,1254,2668,0,1638,30866,1890,2262,589237,6.0,213807.0,51.0,-0.0196078431372549,-0.0196078431372549,0,！,0,0.8441782407407408,0.10676343333360218,0.0,0.0,1.94,26.768
436599332,1676175263,1000715674,1676023200,1675867213,124,国产原创相关,11,7111,150,7231,0,30077,213,612,149817,1,0,11542,206,0,10543,43181,313,1117,236403,6.0,192267.0,354.0,-0.002824858757062147,-0.002824858757062147,1,。,0,1.759988425925926,0.3426570809392777,0.0,0.0,0.6206896551724138,5.544827586206897
694051312,1676175268,998814622,1675858077,1675858077,884,手机游戏,12,22589,5263,10181,87,68195,1841,4464,678355,1,0,25237,5802,0,11476,77769,1976,4884,761368,6.0,266701.0,356.0,-0.0028089887640449437,-0.0028089887640449437,1,？,0,3.6711921296296297,0.5948600115395093,0.0,0.0,0.9739478957915831,21.062124248496993
906459899,1676175280,997329797,1675757061,1675757061,165,搞笑,8,5818,341,13099,49,81811,602,3842,827024,1,0,5992,352,0,13467,83146,611,4032,858081,6.0,1769279.0,245.0,-0.004081632653061225,-0.004081632653061225,1,。,0,4.840497685185185,0.023122935452191767,0.0,0.0,1.1506849315068493,46.52739726027397
821687522,1676175288,1003206609,1676105625,1676105626,385,田园美食,8,1515,1356,812,0,29928,318,261,246768,1,0,2010,1580,0,1101,38946,370,389,390112,6.0,3923541.0,335.0,-0.0029850746268656717,-0.0029850746268656717,1,。,0,0.8062847222222222,0.3731611076252134,0.0,0.0,0.4336283185840708,16.646017699115045
566571166,1676175295,1000221745,1675929006,1675929007,92,翻唱,11,2436,291,2075,0,10030,599,4354,110364,1,0,3211,321,0,2732,13208,723,5634,141636,6.0,1674.0,316.0,-0.0031645569620253164,-0.0031645569620253164,0,。,0,2.8505671296296295,0.18368371221399135,0.0,0.0,0.5306122448979592,12.625
864082513,1676175323,1000503673,1675942088,1675942088,253,搞笑,10,10253,1707,2126,0,48315,1285,2196,512054,1,0,10816,1811,0,2272,51606,1328,2335,554048,6.0,2088714.0,249.0,-0.004016064257028112,-0.004016064257028112,1,。,0,2.699479166666667,0.10134073170239608,0.0,0.0,1.004,22.72
309231741,1676175353,1001344810,1676086200,1676003192,1589,影视杂谈,11,3614,654,2121,0,7229,469,281,92919,1,0,4366,739,0,2349,8445,529,331,109699,6.0,336798.0,68.0,-0.014705882352941176,-0.014705882352941176,1,？,0,1.0318634259259258,0.12696529219816077,0.0,0.0,0.31805157593123207,3.667621776504298
481609787,1676175362,998448289,1675828018,1675828019,178,喵星人,10,4555,1284,2431,0,30089,531,1134,535133,1,0,4861,1355,0,2573,31466,543,1201,566844,6.0,134211.0,238.0,-0.004201680672268907,-0.004201680672268907,0,！,0,4.020185185185185,0.31966126689274316,0.0,0.0,0.5284090909090909,72.34375
651457653,1676175387,997542011,1675767304,1675767304,246,社科·法律·心理,5,2520,1341,11809,0,90594,2323,5171,1092222,1,0,2844,1459,0,12950,97697,2537,5691,1203883,6.0,324128.0,480.0,-0.0020833333333333333,-0.0020833333333333333,1,？,0,4.72318287037037,0.032178149573733605,0.0,0.0,2.282565130260521,82.4629258517034
864239405,1676175399,1002321578,1676044419,1676044419,83,搞笑,10,86,128,1775,0,21080,236,249,329829,1,0,134,200,0,2622,26579,418,355,451874,6.0,41091.0,120.0,-0.008333333333333333,-0.008333333333333333,1,。,0,1.5159722222222223,0.26243405519396357,0.0,0.0,3.257142857142857,96.25714285714285
821678749,1676175403,1002322721,1676001594,1676001594,806,数码,10,17697,2993,7098,0,28113,1802,3848,465237,1,0,19228,3197,0,8522,30647,1905,4448,541160,6.0,2348039.0,1079.0,-0.0009267840593141798,-0.0009267840593141798,1,？,0,2.0116782407407405,0.21105379622708537,0.0,0.0,1.96,10.946
991660250,1676175434,1002650980,1676106000,1676080899,949,人文历史,11,2205,773,1636,0,11338,502,250,92065,1,0,2844,935,0,2093,14769,599,385,140596,6.0,695356.0,200.0,-0.005,-0.005,1,？,0,0.8036342592592592,0.47706422018348627,0.0,0.0,0.44542772861356933,22.20353982300885
266669471,1676175443,1001504712,1676025000,1676009221,492,美食侦探,10,4190,1293,1606,0,11151,363,1491,168847,1,0,5015,1507,0,2075,13712,493,1994,232310,6.0,537456.0,225.0,-0.0044444444444444444,-0.0044444444444444444,1,！,0,1.741238425925926,0.37420189541335697,0.0,0.0,0.7061611374407583,2.772511848341232
736633178,1676175450,1001658711,1676015847,1676015848,320,美食侦探,11,8511,1676,2079,0,40371,1097,808,478528,1,0,9622,1846,0,2422,45077,1266,905,557300,6.0,1693332.0,256.0,-0.00390625,-0.00390625,1,？,0,1.8472569444444444,0.6401083504576873,0.0,0.0,1.9463917525773196,11.876288659793815
