video_aid,爬取时间,video_cid,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
224002920,1676030243,998850824,1675853400,1675846290,100,人力VOCALOID,9,2274,380,3817,0,14595,234,1919,169947,1,0,2835.0,432.0,0.0,5285.0,19080.0,275.0,2413.0,221960.0,6,327152,265,-0.0037735849056603774,-0.0037735849056603774,1,。,0,2.0467939814814815,2.042829201704385,0.0,0.0,0.32222222222222224,17.77777777777778
224035552,1676030496,997931944,1675784365,1675784365,345,电子竞技,11,5640,887,5304,78,67629,504,3081,680388,1,0,6167.0,929.0,0.0,5900.0,76447.0,519.0,3393.0,781971.0,6,1054184,184,-0.005434782608695652,-0.005434782608695652,1,。,0,2.848738425925926,0.704935809983559,0.0,0.0,5.133333333333334,316.55
224065605,1676030422,1000297085,1675931632,1675931633,156,鬼畜剧场,9,5210,455,3733,0,12259,524,3838,160505,1,0,8474.0,723.0,0.0,6836.0,21596.0,755.0,6772.0,292964.0,6,5439,43,-0.023255813953488372,-0.023255813953488372,1,。,0,1.1434027777777778,0.15722520373683163,0.0,0.0,0.4681372549019608,7.91421568627451
224080638,1676029224,998756938,1675850400,1675843537,441,搞笑,9,42252,3510,3931,87,43302,1272,2872,563629,1,0,44618.0,3746.0,0.0,4199.0,45704.0,1347.0,3108.0,610155.0,6,285137,121,-0.008264462809917356,-0.008264462809917356,1,。,0,2.069722222222222,0.20410787121693746,0.0,0.0,1.1342685370741483,16.2625250501002
266325265,1676028866,992498095,1675481635,1675481635,144,综合,7,24443,869,25672,42,99613,3297,15951,1176157,1,0,25371.0,903.0,0.0,26953.0,103642.0,3362.0,16553.0,1223004.0,6,55726,27,-0.037037037037037035,-0.037037037037037035,1,！,0,6.33369212962963,0.3150648674837158,0.0,0.0,3.272,90.966
266339822,1676029993,994191001,1675573397,1675573397,81,搞笑,5,7377,2047,9884,0,128404,4090,5647,1899035,1,0,7846.0,2199.0,0.0,11760.0,154872.0,4225.0,6071.0,2135507.0,2,266912,4,-0.25,-0.25,1,。,0,5.284675925925926,0.49633217793737816,0.0,0.0,3.334,150.156
266473435,1676028930,996223311,1675738800,1675684631,1770,人文历史,8,150367,26158,46576,1,246575,6247,11071,2527075,1,0,159589.0,27143.0,0.0,50303.0,265969.0,6466.0,11943.0,2757169.0,6,5769153,126,-0.007936507936507936,-0.007936507936507936,1,？,0,3.357986111111111,0.40057330214741194,0.0,0.0,7.264,269.854
266475343,1676028906,994562348,1675589977,1675589977,129,人力VOCALOID,9,15959,1127,23809,0,80042,954,17833,801260,1,1,20431.0,1345.0,0.0,31947.0,102225.0,1089.0,22054.0,996231.0,6,32949,106,-0.009433962264150943,-0.009433962264150943,1,。,0,5.080196759259259,2.042829201704385,0.0,0.0,0.4849699398797595,27.106212424849698
266518745,1676028818,998131465,1675850400,1675803206,576,数码,11,4460,1483,2187,0,24040,1300,1520,413437,1,0,4723.0,1575.0,0.0,2368.0,25742.0,1360.0,1643.0,462497.0,6,2025013,177,-0.005649717514124294,-0.005649717514124294,1,。,0,2.065023148148148,0.2111834174054448,0.0,0.0,1.376,14.448
266598714,1676030138,998440156,1675828552,1675828553,298,手机游戏,4,2222,1336,1093,0,39110,1560,974,378778,1,0,2454.0,1425.0,0.0,1225.0,43480.0,1607.0,1052.0,422299.0,6,851720,372,-0.002688172043010753,-0.002688172043010753,1,。,0,2.3331712962962965,0.10721796656240735,0.0,0.0,1.1743486973947896,20.549098196392787
