video_aid,爬取时间,video_cid,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
266472162,1676182001,996400960,1675690915,1675690916,74,单机游戏,2,2049,238,14391,0,27467,423,144,635799,1,0,2124.0,241.0,0.0,15531.0,28689.0,425.0,151.0,695883.0,6,384928,132,-0.007575757575757576,-0.007575757575757576,1,。,0,5.683865740740741,0.03046582314271577,0.0,0.0,0.19407894736842105,5.384868421052632
266510759,1676179998,997865069,1675827000,1675783537,102,单机游戏,8,1454,413,13976,0,37481,856,2796,778982,1,0,1545.0,423.0,0.0,14703.0,39412.0,892.0,2923.0,828301.0,6,30012,1126,-0.0008880994671403197,-0.0008880994671403197,1,！,0,4.085625,0.3122166080851606,0.0,0.0,0.644,12.38
266520674,1676178320,999935952,1675933202,1675918240,450,短片·手书·配音,10,1581,422,2367,0,15161,146,907,151910,1,0,1722.0,461.0,0.0,2620.0,16881.0,156.0,977.0,168978.0,6,155236,218,-0.0045871559633027525,-0.0045871559633027525,1,？,0,2.837013888888889,0.32667015638290914,0.0,0.0,0.3465346534653465,33.722772277227726
266544599,1676181076,1000498453,1676019600,1675942311,857,搞笑,10,21322,7730,6033,0,62972,1765,2205,444022,1,0,22610.0,8041.0,0.0,6341.0,67034.0,1810.0,2369.0,487783.0,6,1550309,171,-0.005847953216374269,-0.005847953216374269,1,！,1,1.8689351851851852,1.268065268065268,0.0,0.0,0.8877755511022044,91.6993987975952
266571741,1676180175,1000355319,1675934302,1675934302,253,动漫杂谈,10,1536,834,2791,0,19722,638,163,229637,1,0,1628.0,869.0,0.0,3352.0,20934.0,656.0,178.0,264658.0,6,553334,188,-0.005319148936170213,-0.005319148936170213,1,。,0,2.8457523148148147,1.4676258992805755,0.0,0.0,0.7795275590551181,29.501312335958005
266595579,1676179540,1001245194,1675996302,1675996302,122,电子竞技,10,1470,607,3369,0,68683,536,742,661055,1,0,1628.0,658.0,0.0,4157.0,76492.0,565.0,814.0,774746.0,6,1016210,1217,-0.0008216926869350862,-0.0008216926869350862,1,。,0,2.120810185185185,0.16571696326154453,0.0,0.0,1.0229885057471264,19.770114942528735
266598714,1676178326,998440156,1675828552,1675828553,298,手机游戏,4,2590,1465,1313,0,45798,1635,1099,446773,1,0,2683.0,1500.0,0.0,1374.0,47539.0,1653.0,1153.0,470998.0,6,854600,372,-0.002688172043010753,-0.002688172043010753,1,。,0,4.048310185185185,0.10674964877928927,0.0,0.0,1.2244488977955912,23.150300601202403
266601572,1676179302,1001145926,1676000100,1675992930,321,手机游戏,11,5598,800,10932,0,37696,200,3667,241073,1,0,6583.0,866.0,0.0,12469.0,41276.0,221.0,4373.0,270633.0,6,227872,174,-0.005747126436781609,-0.005747126436781609,1,。,0,2.074097222222222,0.10674964877928927,0.0,0.0,0.33098591549295775,7.866197183098592
266616433,1676181124,998657901,1675838444,1675838445,638,鬼畜剧场,9,11706,1436,10114,0,38701,646,2779,384017,1,0,12380.0,1671.0,0.0,10892.0,41063.0,670.0,2976.0,410406.0,6,273427,60,-0.016666666666666666,-0.016666666666666666,0,。,0,3.966203703703704,0.16571696326154453,0.0,0.0,0.33665835411471323,12.199501246882793
266632583,1676180563,1003436019,1676109000,1676095814,405,搞笑,7,4023,881,1484,0,28046,578,550,183437,1,0,5125.0,1212.0,0.0,2038.0,38507.0,668.0,699.0,265637.0,6,3400616,330,-0.0030303030303030303,-0.0030303030303030303,1,？,0,0.828275462962963,0.10133432704357828,0.0,0.0,0.21656050955414013,15.802547770700636
266651878,1676178174,1001797931,1676021225,1676021225,369,美食制作,12,1085,939,4905,0,27737,430,722,538339,1,0,1332.0,1163.0,0.0,7132.0,32709.0,481.0,897.0,726450.0,6,2438451,1118,-0.0008944543828264759,-0.0008944543828264759,0,？,0,1.8165393518518518,0.37314966153767354,0.0,0.0,0.5,18.688356164383563
266669471,1676180538,1001504712,1676025000,1676009221,492,美食侦探,10,4297,1316,1658,0,11475,377,1547,175545,1,0,5064.0,1516.0,0.0,2102.0,13873.0,503.0,2013.0,236272.0,6,537480,225,-0.0044444444444444444,-0.0044444444444444444,1,！,0,1.8002083333333334,0.37416209477542905,0.0,0.0,0.7031963470319634,2.680365296803653
266742064,1676181728,1001667768,1676026800,1676020290,779,出行,11,9425,1407,6090,0,21438,485,3370,252398,1,0,11885.0,1910.0,0.0,7972.0,27649.0,582.0,4368.0,451917.0,6,196679,16,-0.0625,-0.0625,1,！,0,1.7931481481481482,0.3014124845952781,0.0,0.0,0.525679758308157,21.057401812688823
266742588,1676178852,1003342481,1676110393,1676032866,344,网络游戏,5,17415,523,15392,0,62087,1095,5727,470032,1,0,28637.0,746.0,0.0,23354.0,83888.0,1626.0,9530.0,673750.0,6,150206,144,-0.006944444444444444,-0.006944444444444444,1,？,0,0.792349537037037,0.7397986942328618,0.0,0.0,0.646,31.44
308772712,1676178836,994044378,1675572670,1675572670,1047,单机游戏,9,62676,7679,29525,4,216378,3840,2502,1756038,1,0,63646.0,7748.0,0.0,29934.0,219764.0,3862.0,2540.0,1806869.0,6,18309689,458,-0.002183406113537118,-0.002183406113537118,1,。,0,7.0158101851851855,1.0034031243922992,0.0,0.0,1.508,74.99
308857320,1676178894,994160434,1675573532,1675573532,439,网络游戏,10,4366,1677,2203,0,32399,906,117,387027,1,0,4651.0,1717.0,0.0,2383.0,34440.0,933.0,121.0,413371.0,4,18936,68,-0.014705882352941176,-0.014705882352941176,0,。,0,7.00650462962963,0.10674964877928927,0.0,0.0,1.081447963800905,5.5656108597285066
308976466,1676179366,996936947,1675738800,1675737775,308,手机游戏,2,28398,9724,14161,14,119392,10184,37693,1581848,1,0,28769.0,9883.0,0.0,14352.0,121130.0,10288.0,37937.0,1633143.0,6,5208823,257,-0.0038910505836575876,-0.0038910505836575876,1,。,0,5.0991435185185185,0.1140914431756036,0.0,0.0,8.548,296.956
309044913,1676179014,998479891,1675831468,1675831469,486,搞笑,10,4840,1514,4765,0,47778,719,245,340500,1,0,5011.0,1537.0,0.0,4867.0,49454.0,733.0,259.0,358197.0,6,2195097,419,-0.002386634844868735,-0.002386634844868735,1,。,0,4.0225231481481485,0.37314966153767354,0.0,0.0,0.5692640692640693,14.428571428571429
309200177,1676178662,1002086201,1676033592,1676033593,146,小剧场,6,5917,1342,2095,0,60831,1467,2718,346066,1,0,6840.0,1479.0,0.0,2506.0,74262.0,1605.0,3234.0,422959.0,6,1125898,151,-0.006622516556291391,-0.006622516556291391,0,！,0,1.6790509259259259,0.05906666212818929,0.0,0.0,0.67,77.43
309237810,1676179470,1002298252,1676043353,1676043353,309,电子竞技,11,4481,654,2213,0,46228,371,1759,551439,1,0,5098.0,734.0,0.0,2742.0,57700.0,391.0,2125.0,691599.0,6,1058298,185,-0.005405405405405406,-0.005405405405405406,1,。,0,1.5754282407407407,3.5191693290734825,0.0,0.0,0.7477876106194691,42.256637168141594
351471033,1676179770,994617859,1675612800,1675592684,81,音MAD,11,9956,316,15927,0,30907,757,4728,213171,1,0,10659.0,332.0,0.0,16707.0,32227.0,796.0,4997.0,233880.0,6,5282,18,-0.05555555555555555,-0.05555555555555555,1,。,0,6.5621527777777775,2.0350245821215025,0.0,0.0,0.6247464503042597,8.29817444219067
351541024,1676180282,999259571,1675864586,1675864586,87,搞笑,2,3191,945,21732,91,90898,962,765,1520035,1,0,3557.0,965.0,0.0,25872.0,97349.0,981.0,818.0,1705087.0,6,3051151,193,-0.0051813471502590676,-0.0051813471502590676,0,？,0,3.653888888888889,0.0,0.0,0.0,0.314,24.444
351549864,1676178596,998064171,1675796161,1675796161,190,短片·手书·配音,4,11363,127,16146,0,30277,617,1678,196926,1,0,12001.0,131.0,0.0,16934.0,31492.0,630.0,1738.0,207440.0,6,3018,5,-0.2,-0.2,1,。,0,4.4263310185185185,0.617031467627985,0.0,0.0,0.4549763033175355,14.962085308056873
351551893,1676179951,1001950641,1676023200,1675947330,339,手机游戏,9,847,371,1093,0,16452,833,430,157536,1,0,897.0,407.0,0.0,1199.0,17949.0,908.0,480.0,176575.0,6,839953,71,-0.014084507042253521,-0.014084507042253521,1,！,0,1.8142476851851852,0.7397986942328618,0.0,0.0,0.598,14.944
351633973,1676180853,1001857393,1676024125,1676024125,534,美食侦探,11,8230,2405,1841,0,34933,862,988,520178,1,0,9067.0,2552.0,0.0,2010.0,38218.0,897.0,1111.0,605341.0,6,1009235,239,-0.0041841004184100415,-0.0041841004184100415,0,！,0,1.8139814814814814,0.37314966153767354,0.0,0.0,0.404,12.458
351663552,1676179597,1003410471,1676115965,1676115965,1178,影视杂谈,11,10942,1517,4634,0,17338,594,1461,178276,1,0,16193.0,2022.0,0.0,6431.0,25278.0,764.0,2125.0,275505.0,6,627408,67,-0.014925373134328358,-0.014925373134328358,1,。,0,0.7364814814814815,0.4092844546188527,0.0,0.0,0.766016713091922,19.022284122562674
351697990,1676181619,1001785136,1676019950,1676019950,116,搞笑,6,3554,300,1175,0,19409,362,924,188488,1,0,3730.0,310.0,0.0,1247.0,20766.0,372.0,1024.0,207755.0,6,1806034,578,-0.0017301038062283738,-0.0017301038062283738,0,。,0,1.8711689814814816,0.8123449131513648,0.0,0.0,0.5555555555555556,10.617283950617283
351702067,1676178608,1002707638,1676089831,1676082392,225,篮球,8,1958,641,783,0,6889,446,1783,171071,1,0,2292.0,758.0,0.0,888.0,7840.0,520.0,2079.0,212980.0,6,1111064,4814,-0.0002077274615704196,-0.0002077274615704196,1,？,0,1.0275115740740741,0.21868908252003272,0.0,0.0,0.7582417582417582,11.073260073260073
351726362,1676179128,1001706497,1676018763,1676018763,704,特摄,11,2086,1731,7843,0,44590,572,481,529776,1,0,3306.0,2331.0,0.0,11968.0,74037.0,736.0,830.0,887734.0,6,31064,34,-0.029411764705882353,-0.029411764705882353,1,。,0,1.856076388888889,0.9096041599213026,0.0,0.0,1.10989010989011,20.003663003663004
393925268,1676180712,995945223,1675677900,1675675007,594,搞笑,11,25495,10301,8895,18,147172,1822,2954,1470636,1,0,25908.0,10425.0,0.0,9071.0,149818.0,1846.0,3004.0,1504187.0,6,4344932,283,-0.0035335689045936395,-0.0035335689045936395,1,。,0,5.819583333333333,0.40325726214703733,0.0,0.0,0.6472945891783567,65.08216432865731
393928583,1676178968,997141865,1675850400,1675748915,143,搞笑,7,1110,395,13873,0,42557,522,132,1027434,1,0,1159.0,416.0,0.0,14965.0,45583.0,531.0,148.0,1113514.0,6,845953,453,-0.002207505518763797,-0.002207505518763797,1,？,0,3.8028703703703703,0.029453015427769985,0.0,0.0,1.6073059360730593,8.872146118721462
393930625,1676178749,997139221,1675750365,1675750365,131,单机游戏,11,6082,582,77873,55,68841,197,99,2521145,1,0,6614.0,601.0,0.0,86204.0,73262.0,207.0,113.0,2791038.0,6,79528,224,-0.004464285714285714,-0.004464285714285714,1,。,0,4.958148148148148,0.5649926473864801,0.0,0.0,0.7142857142857143,4.2100840336134455
394002103,1676179162,999538356,1675933200,1675919202,107,搞笑,11,3605,606,6003,0,39147,494,4710,333679,1,0,3967.0,647.0,0.0,6864.0,44644.0,530.0,5268.0,377687.0,6,2337677,172,-0.005813953488372093,-0.005813953488372093,1,！,0,2.8467824074074075,0.10122824262141074,0.0,0.0,0.335978835978836,30.28306878306878
394012126,1676180705,1000449146,1675938370,1675938371,62,电子竞技,10,431,383,1943,0,58364,365,263,536697,1,0,461.0,391.0,0.0,2158.0,62069.0,375.0,279.0,576715.0,6,1016210,1217,-0.0008216926869350862,-0.0008216926869350862,1,。,0,2.804803240740741,0.16571696326154453,0.0,0.0,1.1754385964912282,54.70175438596491
394022043,1676179661,998435580,1675827788,1675827789,330,影视剪辑,7,5890,195,4637,0,9451,323,1407,105458,1,0,7391.0,233.0,0.0,5861.0,11876.0,387.0,1761.0,134002.0,4,221,7,-0.14285714285714285,-0.14285714285714285,1,。,1,4.072604166666666,0.6739800093054598,0.0,0.0,0.6484018264840182,9.625570776255708
394037269,1676179582,1000686695,1676021400,1675951586,1097,乐评盘点,12,5210,1085,2112,0,10387,578,503,120945,1,0,5837.0,1222.0,0.0,2328.0,11515.0,636.0,557.0,145309.0,6,1121998,108,-0.009259259259259259,-0.009259259259259259,1,。,0,1.8308101851851852,0.10152774739298476,0.0,0.0,0.41037735849056606,3.1320754716981134
394042058,1676181629,998663153,1675855800,1675842139,640,科学科普,11,4279,467,3047,0,15864,303,461,183469,1,0,4580.0,500.0,0.0,3598.0,18655.0,313.0,527.0,212712.0,6,788737,55,-0.01818181818181818,-0.01818181818181818,1,？,0,3.7711689814814813,4.026506369655107,0.0,0.0,1.1208053691275168,9.167785234899329
394068643,1676180655,998649363,1675846800,1675838417,202,人文历史,5,1554,216,4115,0,21378,264,285,193117,1,0,1749.0,232.0,0.0,4955.0,25360.0,273.0,336.0,237053.0,6,398012,128,-0.0078125,-0.0078125,1,！,0,3.8640625,0.0,0.0,0.0,0.632258064516129,14.070967741935483
394081630,1676178940,999076242,1675856742,1675856743,247,手工,7,8315,222,2606,0,17069,242,681,335788,1,0,9967.0,258.0,0.0,3302.0,21136.0,272.0,816.0,388184.0,6,156529,67,-0.014925373134328358,-0.014925373134328358,0,。,0,3.7291435185185184,0.338580009727947,0.0,0.0,0.21782178217821782,2.9158415841584158
394138417,1676179640,1002777287,1676106000,1676092120,359,美食侦探,8,5010,708,1507,0,20216,659,1369,221226,1,0,6986.0,887.0,0.0,2213.0,27067.0,956.0,2317.0,361941.0,6,1257688,337,-0.002967359050445104,-0.002967359050445104,0,。,0,0.8523148148148149,0.39232053422370616,0.0,0.0,0.7506361323155216,3.628498727735369
394154108,1676178255,1002395279,1676051202,1676051202,512,电子竞技,5,384,1100,621,0,14210,311,305,279929,1,0,499.0,1286.0,0.0,981.0,22528.0,347.0,379.0,424236.0,6,342066,742,-0.0013477088948787063,-0.0013477088948787063,1,。,0,1.4705208333333333,0.16571696326154453,0.0,0.0,0.5528846153846154,12.009615384615385
394159452,1676180231,1001770785,1676025000,1676018160,118,动物二创,6,828,167,824,0,21935,200,728,210198,1,0,957.0,187.0,0.0,1135.0,26540.0,235.0,878.0,261938.0,6,844809,263,-0.0038022813688212928,-0.0038022813688212928,1,！,0,1.7966550925925926,1.5749425673782709,0.0,0.0,0.6666666666666666,8.658119658119658
394175696,1676180905,1003166780,1676103525,1676103525,78,短片·手书·配音,10,2529,125,3423,0,17811,197,585,93621,1,0,2966.0,155.0,0.0,4699.0,23737.0,221.0,790.0,125331.0,6,289664,212,-0.0047169811320754715,-0.0047169811320754715,1,。,0,0.8956018518518518,0.18434400360685302,0.0,0.0,0.6484375,49.8828125
394184310,1676179223,1002673644,1676081083,1676081083,393,单机游戏,10,1937,200,2489,0,2850,508,552,71727,1,0,2233.0,220.0,0.0,3002.0,3255.0,613.0,659.0,93116.0,6,58108,104,-0.009615384615384616,-0.009615384615384616,1,。,0,1.1358796296296296,0.3122166080851606,0.0,0.0,1.3515981735159817,1.0547945205479452
394210272,1676178771,1003152860,1676105167,1676105167,708,单机游戏,9,3725,452,1794,0,14359,326,128,88009,1,0,5348.0,614.0,0.0,2971.0,25686.0,434.0,217.0,152967.0,6,216527,482,-0.002074688796680498,-0.002074688796680498,1,！,0,0.8518981481481481,0.5649926473864801,0.0,0.0,0.24719101123595505,5.314606741573034
394214969,1676178455,1001662767,1676026800,1676017258,804,数码,6,2135,3667,1945,0,10191,1143,986,255277,1,0,2334.0,3843.0,0.0,2017.0,11177.0,1216.0,1049.0,283786.0,6,754340,532,-0.0018796992481203006,-0.0018796992481203006,1,！,0,1.7552662037037037,0.7161948844429178,0.0,0.0,2.7155172413793105,15.632183908045977
394219451,1676181333,1001510935,1676008698,1676008698,218,美食侦探,7,719,744,1357,0,19809,1105,1700,411384,1,0,795.0,797.0,0.0,1528.0,21912.0,1184.0,1888.0,465690.0,6,566007,787,-0.0012706480304955528,-0.0012706480304955528,0,。,0,1.9980902777777778,0.37314966153767354,0.0,0.0,1.202,17.988
394239783,1676182012,1001428973,1676077200,1676004743,168,喵星人,13,9004,881,1310,0,30614,1221,434,293128,1,0,9740.0,939.0,0.0,1476.0,33969.0,1253.0,478.0,357911.0,6,636041,897,-0.0011148272017837235,-0.0011148272017837235,0,。,0,1.213101851851852,0.319603721519074,0.0,0.0,1.234,61.128
436382012,1676180913,997665685,1675772921,1675772922,144,鬼畜剧场,11,17444,1636,20429,59,73293,1048,22166,875566,1,0,18696.0,1761.0,0.0,22032.0,78074.0,1092.0,23745.0,937078.0,6,302758,371,-0.0026954177897574125,-0.0026954177897574125,1,。,0,4.72212962962963,2.0350245821215025,0.0,0.0,0.364,61.002
436525958,1676179480,1000300108,1675931590,1675931590,182,国产原创相关,6,446,188,2060,0,18236,62,91,300571,1,0,536.0,194.0,0.0,4031.0,19939.0,73.0,103.0,368357.0,6,103208,82,-0.012195121951219513,-0.012195121951219513,0,。,0,2.8690972222222224,0.2156003850006875,0.0,0.0,1.7916666666666667,70.04166666666667
436554955,1676179840,998882573,1675847741,1675847741,77,日常,5,2813,129,8238,0,46113,271,736,351487,1,0,3022.0,138.0,0.0,8905.0,48967.0,291.0,795.0,371157.0,6,73980,49,-0.02040816326530612,-0.02040816326530612,1,。,0,3.8437384259259257,0.08899709204030568,0.0,0.0,0.6342857142857142,65.14285714285714
436598099,1676180145,1000650836,1675948731,1675948731,122,手机游戏,9,447,321,853,0,32627,320,326,358185,1,0,495.0,343.0,0.0,971.0,35950.0,333.0,362.0,404412.0,6,829869,218,-0.0045871559633027525,-0.0045871559633027525,1,？,0,2.678402777777778,0.1609820526765597,0.0,0.0,0.69,51.27
436625882,1676180887,1002855437,1676089482,1676089482,246,环球,4,672,254,456,0,24559,266,217,160735,1,0,776.0,307.0,0.0,561.0,26999.0,314.0,249.0,192944.0,6,14338842,5530,-0.00018083182640144665,-0.00018083182640144665,1,！,0,1.0579282407407407,0.13151341321535026,0.0,0.0,0.2422907488986784,23.229074889867842
436628063,1676181573,1002241912,1676077200,1676048681,803,单机游戏,8,4893,1969,4699,0,26148,537,369,391509,1,0,5444.0,2158.0,0.0,5835.0,31407.0,576.0,438.0,513564.0,6,766376,6308,-0.0001585288522511097,-0.0001585288522511097,1,！,0,1.2080208333333333,0.1665865676868419,0.0,0.0,0.5205479452054794,12.2986301369863
436636076,1676178782,1002275065,1676042842,1676042842,200,电子竞技,2,355,159,142,0,13476,169,50,245471,1,0,458.0,201.0,0.0,209.0,19655.0,182.0,61.0,385562.0,6,361955,196,-0.00510204081632653,-0.00510204081632653,0,。,0,1.5733796296296296,0.368406938282669,0.0,0.0,0.35714285714285715,5.634920634920635
436665556,1676178692,1004200487,1676103499,1676103499,685,美食侦探,4,4417,1356,956,0,10576,1113,521,172073,1,0,5443.0,2368.0,0.0,1227.0,13902.0,1407.0,743.0,270311.0,6,684468,190,-0.005263157894736842,-0.005263157894736842,1,。,0,0.8702893518518519,0.6660825129783711,0.0,0.0,1.5309734513274336,12.621681415929203
436671879,1676180613,1001810070,1676022895,1676022895,710,手机游戏,5,2115,1012,755,0,18762,614,228,161199,1,0,2303.0,1103.0,0.0,840.0,20389.0,662.0,259.0,190137.0,6,854600,372,-0.002688172043010753,-0.002688172043010753,1,！,0,1.8254398148148148,0.10674964877928927,0.0,0.0,0.7534626038781164,15.473684210526315
436715073,1676178247,1002454379,1676079900,1676074844,263,影视剪辑,8,5562,187,6804,0,11010,382,1615,147597,1,0,15686.0,514.0,0.0,19677.0,30931.0,902.0,4810.0,391458.0,6,34534,33,-0.030303030303030304,-0.030303030303030304,1,。,0,1.138275462962963,3.761548137397194,0.0,0.0,0.6367521367521367,4.9914529914529915
436727015,1676179414,1002646218,1676088000,1676073855,200,翻唱,5,10069,423,5988,0,21518,877,1201,90442,1,0,11814.0,464.0,0.0,7180.0,25240.0,948.0,1461.0,115439.0,6,3343568,290,-0.0034482758620689655,-0.0034482758620689655,1,。,0,1.0580324074074074,0.510576923076923,0.0,0.0,0.576,12.75
436741804,1676180835,1003090226,1676113200,1676102906,780,出行,9,2142,602,542,0,4845,406,274,63062,1,0,2681.0,715.0,0.0,656.0,6025.0,450.0,358.0,86642.0,6,225555,186,-0.005376344086021506,-0.005376344086021506,0,？,0,0.7828125,0.37314966153767354,0.0,0.0,0.5692883895131086,8.0
436745090,1676180132,1003479409,1676118201,1676118201,655,网络游戏,11,2938,1040,1236,0,17679,1240,403,298620,1,0,3733.0,1262.0,0.0,1415.0,21846.0,1514.0,536.0,391440.0,6,741076,36,-0.027777777777777776,-0.027777777777777776,1,？,0,0.7167939814814814,0.10133432704357828,0.0,0.0,2.0476190476190474,19.24025974025974
436746587,1676178142,1001346655,1676023800,1676002082,165,MAD·AMV,12,4294,214,5116,0,12608,330,446,75630,1,0,7465.0,369.0,0.0,10150.0,23066.0,460.0,837.0,166079.0,6,650965,140,-0.007142857142857143,-0.007142857142857143,1,。,0,1.7863657407407407,0.8215293909311555,0.0,0.0,0.3125,3.0875
478935509,1676178400,995511024,1675651435,1675651435,1109,桌游棋牌,12,19670,3979,28298,37,132161,1669,5681,1402213,1,0,21476.0,4242.0,0.0,31321.0,143686.0,1797.0,6253.0,1520177.0,2,73781,14,-0.07142857142857142,-0.07142857142857142,1,？,0,6.099131944444444,0.11167020261370895,0.0,0.0,1.388,45.934
479000056,1676181818,1002024740,1675978664,1675978664,782,单机游戏,13,11469,2512,4187,0,20123,1534,4190,270626,1,0,11857.0,2660.0,0.0,4402.0,21291.0,1586.0,4339.0,288592.0,6,245838,123,-0.008130081300813009,-0.008130081300813009,1,。,0,2.3513194444444445,2.444230151076824,0.0,0.0,1.442,12.366
479044485,1676180577,998663524,1675846800,1675838950,475,人文历史,10,2732,558,5445,0,11838,963,882,196310,1,0,3045.0,608.0,0.0,6142.0,13336.0,1066.0,966.0,218728.0,2,15114,1,-1.0,-1.0,1,。,0,3.863159722222222,0.2527322404371585,0.0,0.0,0.804,17.832
479064344,1676179741,999779785,1675909287,1675909287,597,手机游戏,10,3081,963,1919,0,24384,1950,678,416869,1,0,3333.0,1104.0,0.0,1984.0,25360.0,2144.0,772.0,471686.0,6,5092092,794,-0.0012594458438287153,-0.0012594458438287153,1,。,0,3.1302546296296296,0.1609820526765597,0.0,0.0,1.6152304609218437,16.76753507014028
479086259,1676181762,998757427,1675848600,1675841419,98,人力VOCALOID,8,2113,422,5100,0,9499,382,924,97413,1,1,2449.0,448.0,0.0,5958.0,11134.0,403.0,1082.0,119983.0,6,86884,76,-0.013157894736842105,-0.013157894736842105,1,！,0,3.8560416666666666,4.164260208042229,0.0,0.0,0.44357976653696496,2.2684824902723735
479096737,1676181935,1000559423,1675943692,1675943692,248,美食制作,11,2254,447,2570,0,4990,74,134,153330,1,0,2955.0,503.0,0.0,4054.0,6516.0,83.0,195.0,230103.0,6,290972,242,-0.004132231404958678,-0.004132231404958678,1,？,0,2.7574421296296294,0.8028774323139766,0.0,0.0,0.7560975609756098,19.78048780487805
479114207,1676179507,1000983654,1675998000,1675973815,367,手机游戏,6,534,395,555,0,16958,2540,278,237739,1,0,588.0,444.0,0.0,683.0,19709.0,2456.0,313.0,276698.0,6,35695,85,-0.011764705882352941,-0.011764705882352941,1,。,0,2.100775462962963,0.058653204453250986,0.0,0.0,1.228,23.252
