video_aid,爬取时间,video_cid,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
224117256,1675993990,1000251208,1675940705,1675940706,714,财经商业,9,4098,2281,3286,0,19201,2097,1857,412249,1,0,10293,4758,0,6976,43423,4136,4379,957710,6,1695763,293,-0.0034129692832764505,-0.0034129692832764505,1,？,0,0.616724537037037,0.2203910842061488,0.0,0.0,1.3967935871743486,16.607214428857716
351525411,1675994002,1000208933,1675936800,1675932781,717,单机游戏,10,17007,6281,9036,32,101254,3475,1307,1145329,1,0,27039,8588,0,16598,154040,4259,2167,2032649,6,7911322,249,-0.004016064257028112,-0.004016064257028112,1,？,0,0.6620601851851852,0.6629270780214176,0.0,0.0,2.997995991983968,60.480961923847694
479094954,1675994012,1000313712,1675933595,1675933595,367,美食记录,10,1574,378,3200,0,6974,288,1020,156725,1,0,2230,514,0,5366,9890,395,1633,255689,6,428844,529,-0.001890359168241966,-0.001890359168241966,0,。,0,0.6992708333333333,0.37373538799328776,0.0,0.0,0.6514285714285715,4.08
906601925,1675994017,1000061685,1675932745,1675922201,1348,动漫杂谈,8,13014,3562,6412,0,22028,2910,1207,255257,1,0,20299,5922,0,10514,36475,4244,2085,449915,6,569903,728,-0.0013736263736263737,-0.0013736263736263737,1,。,0,0.7091666666666666,0.914815361811844,0.0,0.0,2.242,31.474
351560159,1675994028,998772428,1675854900,1675845573,78,宅舞,9,1821,213,12154,0,15638,296,483,338641,1,0,2335,230,0,14467,18394,336,644,435083,6,698026,299,-0.0033444816053511705,-0.0033444816053511705,1,。,0,1.6102777777777777,1.1305072321318668,0.0,0.0,0.9808612440191388,4.856459330143541
863630226,1675994051,990597491,1675389600,1675365090,151,人力VOCALOID,6,23208,1160,22435,53,96569,1863,8801,1494024,1,0,24121,1186,0,23601,100683,1907,9129,1571176,6,66896,68,-0.014705882352941176,-0.014705882352941176,1,。,0,6.995960648148148,2.04479117751941,0.0,0.0,0.7575150300601202,42.8877755511022
949101486,1675994064,1000821656,1675956993,1675956993,669,科学科普,5,9014,2313,4703,0,34424,1673,2050,433975,1,0,24158,5488,0,11400,83795,3613,7170,1220282,6,3117557,171,-0.005847953216374269,-0.005847953216374269,1,。,0,0.4290625,0.011363636363636364,0.0,0.0,3.6,37.508
478994075,1675994156,996224746,1675843200,1675687272,700,美食制作,12,30851,2653,5531,42,81794,863,1287,842465,1,0,34549,2866,0,6334,90530,911,1441,978021,6,3652456,551,-0.0018148820326678765,-0.0018148820326678765,1,。,1,1.7471759259259259,0.5961677874796055,0.0,0.0,0.5130260521042084,7.929859719438878
524087933,1675994176,999010498,1675853918,1675853918,290,单机游戏,11,1510,515,1192,0,15670,516,94,249467,1,0,1840,566,0,1688,20833,628,124,359213,6,625598,197,-0.005076142131979695,-0.005076142131979695,1,？,0,1.6233564814814814,0.31290097483562157,0.0,0.0,0.8745519713261649,8.455197132616487
566518628,1675994203,998107578,1675818954,1675808046,510,MV,9,3784,555,3074,0,7625,981,490,199128,1,0,7424,913,0,5383,13404,1474,1006,339769,4,14512,148,-0.006756756756756757,-0.006756756756756757,1,。,0,2.0283449074074076,0.13569499413972924,0.0,0.0,1.361904761904762,8.033333333333333
864082513,1675994214,1000503673,1675942088,1675942088,253,搞笑,10,6457,977,1334,0,29951,949,1183,268261,1,0,9066,1511,0,1897,43032,1208,1873,429780,6,2087991,249,-0.004016064257028112,-0.004016064257028112,1,。,0,0.6033101851851852,0.10164371904292145,0.0,0.0,0.652,12.642
609036585,1675994227,1000460137,1675939394,1675939394,494,网络游戏,9,3494,1568,1176,0,17650,1205,620,345358,1,0,4855,2374,0,1649,26194,1640,1065,594834,6,1296537,408,-0.0024509803921568627,-0.0024509803921568627,1,？,0,0.6346412037037037,1.1478354978354979,0.0,0.0,0.748,15.434
393818967,1675994238,991259545,1675416600,1675408986,375,美食记录,7,4896,2064,1494,0,32756,677,778,736171,1,0,4949,2093,0,1525,33178,690,803,756153,6,1272954,824,-0.0012135922330097086,-0.0012135922330097086,1,。,0,6.685625,0.375553398106466,0.0,0.0,0.514161220043573,9.104575163398692
991613606,1675994267,1000189931,1675928756,1675928756,446,数码,8,2351,244,520,0,5742,650,296,106664,1,0,3331,402,0,819,9441,1044,514,199790,6,173377,674,-0.001483679525222552,-0.001483679525222552,1,？,0,0.7582291666666666,0.21124741861794952,0.0,0.0,2.3823529411764706,9.622549019607844
651616463,1675994273,1000253311,1675938600,1675931481,441,社科·法律·心理,10,769,1615,1660,0,17384,708,171,266874,1,0,1080,2201,0,1918,24010,931,239,402022,6,1540810,302,-0.0033112582781456954,-0.0033112582781456954,1,？,0,0.6443634259259259,14.533199195171026,0.0,0.0,1.1717451523545706,12.781163434903046
906280315,1675994284,991166815,1675501200,1675404591,345,搞笑,9,2064,648,3075,0,35949,409,661,476780,1,0,2159,674,0,3159,38079,423,694,501535,6,1515222,77,-0.012987012987012988,-0.012987012987012988,0,。,0,5.706990740740741,0.7635013605128441,0.0,0.0,0.871900826446281,60.45867768595041
523873996,1675994292,992688605,1675491633,1675491633,575,日常,11,6092,475,4806,0,13328,1278,720,242152,1,0,9142,656,0,7111,20185,1659,1093,347877,4,2686,27,-0.037037037037037035,-0.037037037037037035,1,。,0,5.8178125,0.40383909692302106,0.0,0.0,1.128256513026052,16.5250501002004
566270938,1675994305,991800455,1675427033,1675427033,228,音乐现场,12,21697,4419,13500,40,86268,3080,28108,1914563,1,0,22142,4490,0,13832,87612,3123,28721,1959127,6,857722,863,-0.0011587485515643105,-0.0011587485515643105,1,。,0,6.565648148148148,0.37723311682644955,0.0,0.0,1.436,180.764
523814873,1675994316,993003724,1675502270,1675502270,73,鬼畜剧场,5,12877,1029,25136,57,166007,1510,16405,2801230,1,0,13902,1073,0,26560,172921,1553,17307,2939234,6,308975,143,-0.006993006993006993,-0.006993006993006993,0,。,0,5.694976851851852,0.00709611598120699,0.0,0.0,1.072,64.228
