video_aid,爬取时间,video_cid,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
393865576,1676006893,991477449,1675416831,1675416831,149,鬼畜剧场,10,5454,774,10407,0,102063,750,3244,1270560,1,0,5649,794,0,10771,104217,766,3328,1304323,6,36682,96,-0.010416666666666666,-0.010416666666666666,1,。,0,6.829421296296296,2.044221916118312,0.0,0.0,0.634,50.362
436460119,1676006903,997431568,1675761916,1675761917,299,手机游戏,6,16942,620,8844,0,24352,1982,842,525990,1,0,19841,683,0,10449,27649,2092,928,579987,6,131882,120,-0.008333333333333333,-0.008333333333333333,1,？,0,2.835497685185185,0.10732589507305178,0.0,0.0,1.9839679358717435,6.635270541082164
266439086,1676006915,996300992,1675687929,1675687929,708,娱乐杂谈,11,3903,1015,4914,0,24384,394,756,605260,1,0,4680,1089,0,6592,29821,444,860,735811,6,301417,95,-0.010526315789473684,-0.010526315789473684,1,。,0,3.6919675925925928,0.9207757860711138,0.0,0.0,0.8938053097345132,27.765486725663717
266404616,1676006939,996111241,1675677440,1675677440,107,美食侦探,7,665,960,2702,0,66707,989,2563,1465099,1,0,712,1035,0,3017,72669,1048,2864,1595905,4,39536,57,-0.017543859649122806,-0.017543859649122806,0,。,0,3.813645833333333,0.37368203058837623,0.0,0.0,0.905811623246493,14.250501002004007
651331277,1676006950,992577806,1675485081,1675485081,274,影视剪辑,10,23030,997,25910,0,62268,1197,5650,595892,1,0,24671,1153,0,28131,66459,1270,6169,640046,6,115940,110,-0.00909090909090909,-0.00909090909090909,0,。,0,6.040150462962963,0.17695527072979336,0.0,0.0,1.226,90.284
393925638,1676006960,994441108,1675584333,1675584333,72,搞笑,6,1723,325,2756,0,118304,320,475,1257838,1,0,1773,334,0,3026,126374,324,489,1338085,6,2006043,255,-0.00392156862745098,-0.00392156862745098,0,。,0,4.891516203703704,0.10161365338662914,0.0,0.0,0.3463035019455253,66.03891050583658
906388898,1676006984,994610511,1675591934,1675591934,66,网络游戏,7,1217,869,4227,0,29153,1445,7509,831634,1,0,1287,896,0,4388,29817,1488,7843,871590,4,154,55,-0.01818181818181818,-0.01818181818181818,0,。,0,4.803819444444445,0.5667605381967726,0.0,0.0,1.026,22.694
608974436,1676006994,996395294,1675690959,1675690959,117,搞笑,11,1404,321,1185,0,20953,421,288,268611,1,0,1471,357,0,1467,26396,452,319,352628,6,904277,328,-0.003048780487804878,-0.003048780487804878,1,。,0,3.6578125,0.16981132075471697,0.0,0.0,0.4306049822064057,15.117437722419929
608862527,1676007001,992352895,1675474501,1675474501,65,汪星人,12,18620,1638,1593,0,51575,297,30,265462,1,0,23195,1888,0,2097,66094,359,36,336820,6,30125,81,-0.012345679012345678,-0.012345679012345678,0,？,0,6.163194444444445,0.44217152965842577,0.0,0.0,2.1621621621621623,29.414414414414413
736613224,1676007006,998968609,1675851766,1675851766,137,手机游戏,11,1445,1547,1677,0,25327,4193,8506,457805,1,0,1619,1694,0,2008,29158,4463,9357,534134,6,1092398,571,-0.0017513134851138354,-0.0017513134851138354,1,？,0,1.7967592592592592,0.18322955863954515,0.0,0.0,3.8837675350701404,30.02004008016032
478959923,1676007016,997492129,1675764585,1675764585,107,搞笑,11,1489,118,2333,0,21997,295,2056,310952,1,0,1706,128,0,2668,26390,307,2252,362441,6,1256104,122,-0.00819672131147541,-0.00819672131147541,1,！,0,2.8059143518518517,0.4796470110975888,0.0,0.0,0.9393939393939394,25.196969696969695
906441430,1676007022,997253498,1675764000,1675758005,82,短片·手书·配音,8,33044,582,22727,73,65613,994,10100,492921,1,0,34392,596,0,23764,68030,1012,10503,519208,6,430482,340,-0.0029411764705882353,-0.0029411764705882353,1,！,0,2.8127546296296297,6.079831932773109,0.0,0.0,0.5090180360721442,17.022044088176354
