video_aid,爬取时间,video_cid,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
609136111,1676170758,1003391548,1676113735,1676113735,722,美食制作,10,254874,11764,62496,1,374900,4052,4977,1817093,1,0,411863,16674,0,99861,578774,5111,7886,3150315,6,10690096,351,-0.002849002849002849,-0.002849002849002849,1,！,0,0.6599884259259259,0.4958960958229968,0.0,0.0,2.674,213.552
779230723,1676170771,1001638943,1676014321,1676014321,62,单机游戏,10,8221,10,3859,0,4871,534,315,120777,1,0,11348,13,0,5151,6597,710,395,155744,6,19367,66,-0.015151515151515152,-0.015151515151515152,1,！,0,1.8107638888888888,0.11691188072557167,0.0,0.0,0.10251046025104603,0.4686192468619247
481434574,1676170784,994567718,1675592814,1675592814,102,宅舞,8,5156,216,15740,0,27085,620,953,400068,1,0,5549,225,0,16998,29993,664,1050,440323,6,469885,232,-0.004310344827586207,-0.004310344827586207,1,！,0,6.689467592592592,1.1288317452747998,0.0,0.0,0.6049107142857143,3.4598214285714284
524163375,1676170795,1003157941,1676113200,1676105535,94,舞蹈综合,12,5039,439,9256,0,15545,511,609,208788,1,0,6766,467,0,11721,19748,590,851,274937,6,772066,363,-0.0027548209366391185,-0.0027548209366391185,1,！,0,0.6666087962962963,0.5949125467049331,0.0,0.0,0.5358974358974359,5.0025641025641026
266473435,1676170805,996223311,1675738800,1675684631,1770,人文历史,8,163349,27637,51736,1,273287,6555,12313,2853377,1,0,168060,28134,0,53305,281643,6673,12699,2991688,6,5775821,126,-0.007936507936507936,-0.007936507936507936,1,？,0,5.00005787037037,0.39966183378281295,0.0,0.0,7.772,301.41
524212757,1676170835,1002668127,1676090220,1676082835,303,日常,7,30934,3816,19610,12,154068,8628,7598,1818776,1,0,72355,7011,0,49954,373915,15327,17257,4538804,6,1488783,213,-0.004694835680751174,-0.004694835680751174,1,。,0,0.9330439814814815,0.10134918988839077,0.0,0.0,10.124248496993989,255.4689378757515
821622398,1676170849,999959449,1675913233,1675913233,325,社科·法律·心理,8,18065,2352,16473,72,55974,4500,4953,462287,1,0,20695,2634,0,19078,63076,4980,5796,516700,6,2633626,55,-0.01818181818181818,-0.01818181818181818,1,！,0,2.9816666666666665,0.12493359701341758,0.0,0.0,4.728,67.008
481720642,1676170864,1001646119,1676084400,1676014545,1186,动漫杂谈,11,2126,697,2452,0,9103,375,102,105105,1,0,2663,768,0,3328,11203,451,135,145006,6,586829,378,-0.0026455026455026454,-0.0026455026455026454,1,？,0,1.0007407407407407,0.9098403158641756,0.0,0.0,1.4761904761904763,17.0
864149749,1676170870,1003211469,1676110955,1676110955,1015,财经商业,6,9929,893,5603,0,15649,510,389,205853,1,0,23676,1849,0,13892,39701,934,1094,423154,6,39122,2,-0.5,-0.5,1,？,0,0.6934606481481481,0.39966183378281295,0.0,0.0,0.5549295774647888,4.445070422535212
736590420,1676170881,998008613,1675850400,1675788439,248,翻唱,10,24264,704,16104,70,44105,1147,2424,694624,1,0,26091,730,0,17675,47762,1190,2630,764265,6,514874,201,-0.004975124378109453,-0.004975124378109453,1,？,0,3.7092708333333335,3.2658626394151233,0.0,0.0,0.42685370741482964,11.248496993987976
