video_aid,爬取时间,video_cid,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
223844724,1676196488,991513704,1675589488,1675418025,64,搞笑,3,674,1125,3765,0,119689,1122,2243,2356057,1,0,726.0,1181.0,0.0,4025.0,125962.0,1166.0,2380.0,2502372.0,3.0,10502.0,25.0,-0.04,-0.04,0,。,0,7.025462962962963,0.07054455445544554,0.0,0.0,0.272,119.284
223885205,1676191006,996628952,1675737000,1675703478,286,搞笑,11,3188,1603,5931,0,40530,1179,5364,864150,1,0,3428.0,1659.0,0.0,6567.0,42926.0,1210.0,5692.0,907952.0,6.0,1057410.0,204.0,-0.004901960784313725,-0.004901960784313725,1,！,0,5.254699074074074,0.1013162212337478,0.0,0.0,1.5,59.474
223903780,1676194173,995527798,1675654385,1675654385,844,影视杂谈,10,1636,2268,14230,0,78638,637,1363,818119,1,0,2648.0,3159.0,0.0,20482.0,115835.0,947.0,2026.0,1215381.0,6.0,401120.0,822.0,-0.0012165450121654502,-0.0012165450121654502,1,！,0,6.247546296296297,0.4088529489857538,0.0,0.0,1.5569620253164558,46.325949367088604
223965217,1676197226,995919212,1675673519,1675672857,169,美妆护肤,11,963,101,7803,0,31171,59,1846,2307083,1,0,1006.0,101.0,0.0,8115.0,32309.0,59.0,1987.0,2395397.0,5.0,34436.0,42.0,-0.023809523809523808,-0.023809523809523808,0,！,1,6.0614236111111115,0.4809592940928708,0.0,0.0,4.386363636363637,36.36363636363637
223997552,1676191041,997499290,1675771908,1675771909,231,MV,10,2910,251,2286,0,7142,549,2745,98379,1,0,3816.0,307.0,0.0,2758.0,8663.0,603.0,3213.0,117304.0,2.0,3094.0,21.0,-0.047619047619047616,-0.047619047619047616,0,。,0,4.851076388888889,0.30134474662171407,0.0,0.0,0.42890995260663506,9.744075829383887
224002920,1676188905,998850824,1675853400,1675846290,100,人力VOCALOID,9,3143,466,6059,0,21519,292,2685,247549,1,0,3291.0,496.0,0.0,6438.0,22701.0,306.0,2831.0,264410.0,6.0,327509.0,265.0,-0.0037735849056603774,-0.0037735849056603774,1,。,0,3.883159722222222,2.0344400927324457,0.0,0.0,0.3607305936073059,23.050228310502284
224005970,1676196264,999761946,1675910257,1675910257,76,鬼畜调教,10,19395,472,25002,62,108999,764,12930,1378325,1,0,21470.0,571.0,0.0,27732.0,120020.0,801.0,14382.0,1519162.0,6.0,52657.0,48.0,-0.020833333333333332,-0.020833333333333332,1,。,0,3.3102662037037036,2.0344400927324457,0.0,0.0,0.32665330661322645,20.62324649298597
224011186,1676186699,1000134147,1676016000,1675929360,148,田园美食,11,1020,967,704,0,28025,425,359,383840,1,0,1137.0,1040.0,0.0,793.0,31655.0,468.0,414.0,447336.0,6.0,625963.0,105.0,-0.009523809523809525,-0.009523809523809525,0,。,0,1.9756828703703704,0.3731196270321911,0.0,0.0,0.7764705882352941,7.172549019607843
224034364,1676188457,1001467943,1676020200,1675936241,551,人文历史,10,7274,1369,6292,0,23542,446,613,214745,1,0,7819.0,1480.0,0.0,7026.0,25713.0,490.0,680.0,244580.0,6.0,757839.0,35.0,-0.02857142857142857,-0.02857142857142857,1,。,0,1.9474189814814815,1.1851067296724784,0.0,0.0,0.7906976744186046,18.430232558139537
224035552,1676191633,997931944,1675784365,1675784365,345,电子竞技,11,6346,941,6100,76,79434,524,3489,821429,1,0,6467.0,955.0,0.0,6235.0,81110.0,527.0,3570.0,845545.0,6.0,1058718.0,185.0,-0.005405405405405406,-0.005405405405405406,1,。,0,4.71375,0.7031647998883422,0.0,0.0,1.6056338028169015,98.7605633802817
224039209,1676196859,1000133760,1675924950,1675924950,128,亲子,11,14289,686,6938,0,76640,949,2713,849258,1,0,15688.0,718.0,0.0,8243.0,92758.0,1012.0,3047.0,990501.0,6.0,154722.0,1375.0,-0.0007272727272727272,-0.0007272727272727272,0,。,0,3.1470949074074075,0.07178763235141969,0.0,0.0,0.65,72.906
