video_aid,爬取时间,video_cid,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
524025662,1676081479,1001039564,1676023200,1675992936,96,舞蹈综合,9,7382,299,6200,0,28449,575,1493,316767,1,0,14830,413,0,13869,58712,1037,2930,632155,6,189537,16,-0.0625,-0.0625,1,。,0,0.674525462962963,0.8103660412180868,0.0,0.0,0.2053941908713693,5.983402489626556
309233863,1676081508,1002217389,1676041084,1676041084,704,电子竞技,8,20220,1799,9530,0,27077,671,5111,383060,1,0,55266,3970,0,27859,80079,1449,16014,1108010,6,243066,330,-0.0030303030303030303,-0.0030303030303030303,0,！,0,0.4678703703703704,0.7042460248121615,0.0,0.0,0.42592592592592593,2.3518518518518516
609187968,1676081518,1001279853,1676019600,1676001829,1282,影视杂谈,11,14013,1429,5018,0,29434,516,498,274762,1,0,20022,1603,0,7472,43350,570,832,419043,6,1609298,298,-0.003355704697986577,-0.003355704697986577,1,？,1,0.7166435185185185,0.2364123321049558,0.0,0.0,1.4620938628158844,19.545126353790614
949101486,1676081526,1000821656,1675956993,1675956993,669,科学科普,5,24247,5503,11451,28,84179,3627,7210,1227866,1,0,31115,6590,0,14885,106174,4256,9525,1605180,6,3125908,171,-0.005847953216374269,-0.005847953216374269,1,。,0,1.4413541666666667,0.01126126126126126,0.0,0.0,7.222,129.002
651725117,1676081536,1001324480,1676023200,1676002830,114,仿妆cos,11,3919,63,6327,0,16853,339,597,148430,1,0,5600,83,0,10014,24683,394,1236,218127,6,931567,59,-0.01694915254237288,-0.01694915254237288,1,。,0,0.6751851851851852,0.8103660412180868,0.0,0.0,0.5933609958506224,9.390041493775934
481661804,1676081560,1001826194,1676025693,1676025693,262,音乐现场,8,4033,1230,6752,0,26294,717,1178,286582,2,0,7612,1420,0,20799,86630,944,2309,643802,6,6059828,413,-0.002421307506053269,-0.002421307506053269,1,！,0,0.6466087962962963,0.5469337639269045,0.0,0.0,0.4989733059548255,9.917864476386036
224125656,1676081571,1001635474,1676021400,1676017607,188,日常,7,6097,1748,1994,0,47979,1655,646,765889,1,0,8086,2267,0,2809,64704,2059,932,1154198,6,1429748,99,-0.010101010101010102,-0.010101010101010102,1,。,0,0.6964236111111111,0.31050085082690965,0.0,0.0,0.687374749498998,19.771543086172343
906687857,1676081584,1001991789,1676029118,1676029118,93,明星舞蹈,8,1403,49,5110,0,6436,148,107,69653,1,0,1853,61,0,6921,8407,182,156,113096,6,611186,104,-0.009615384615384616,-0.009615384615384616,1,。,0,0.6072453703703704,1.1650459123383312,0.0,0.0,0.3282442748091603,1.2213740458015268
266718158,1676081589,1001854369,1676023025,1676023025,207,短片·手书·配音,9,30806,1378,10174,52,75332,1532,12661,637139,1,0,47040,1993,0,18560,116934,2134,20770,1176312,6,1503005,67,-0.014925373134328358,-0.014925373134328358,1,。,0,0.6778240740740741,2.040802950765661,0.0,0.0,0.502,29.858
821626948,1676081617,1001369309,1676019600,1676003021,306,搞笑,9,3320,514,2376,0,12342,348,2061,146819,1,1,6379,840,0,5251,23122,515,4328,294080,6,620320,173,-0.005780346820809248,-0.005780346820809248,1,？,0,0.7177893518518519,0.5956595891850838,0.0,0.0,0.1891891891891892,5.483108108108108
694179447,1676081624,1001372767,1676002533,1676002533,499,职业职场,11,6127,219,23946,0,8651,384,2282,247377,1,0,7117,240,0,27940,10205,441,2659,298952,6,1957228,268,-0.0037313432835820895,-0.0037313432835820895,1,！,0,0.9154050925925926,0.17205036788360487,0.0,0.0,1.8714285714285714,27.87857142857143
524078411,1676081630,998555021,1676025000,1675842294,113,宅舞,10,1997,78,6496,0,7909,265,228,121157,1,0,2470,100,0,7904,9810,288,295,147965,6,492333,217,-0.004608294930875576,-0.004608294930875576,1,？,0,0.6554398148148148,1.1297731645346532,0.0,0.0,0.3568075117370892,3.220657276995305
224117256,1676081637,1000251208,1675940705,1675940706,714,财经商业,9,10351,4776,7007,80,43598,4148,4401,963222,1,0,13663,5790,0,9785,57348,4857,5469,1301106,6,1703223,294,-0.003401360544217687,-0.003401360544217687,1,？,0,1.6311574074074073,0.22011568005461038,0.0,0.0,3.2344689378757514,44.88376753507014
