播放时长,标签个数,硬币数,弹幕数,收藏数,点赞数,评论数,分享数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,是否原创_2,是否合作_1,有无简介_0,有无广告_1,弹幕模式_1.0,弹幕模式_2.0,弹幕模式_3.0,弹幕模式_4.0,标题样式_！,标题样式_？,24h播放增量
164,9,2640,692,1082,11515,2027,6240,6.0,1668179.0,694.0,-0.0014409221902017,-0.0014409221902017,0.1308333333333333,0.4955337204108977,0.0,0.0,1.342,39.782,0,0,0,0,0,0,0,1,0,0,138744.0
281,7,1814,133,746,3944,174,189,6.0,1343524.0,128.0,-0.0078125,-0.0078125,0.1479976851851852,0.1925754060324826,0.0,0.0,0.3059701492537313,6.044776119402985,0,0,0,0,0,0,0,1,0,0,91097.0
393,9,4513,915,2523,18565,527,396,6.0,1723628.0,60.0,-0.0166666666666666,-0.0166666666666666,0.1609143518518518,0.7524549096890404,0.0,0.0,0.7300771208226221,4.956298200514139,0,0,0,0,0,0,0,1,0,1,149358.0
884,9,15612,6049,7653,49901,2114,620,6.0,8702747.0,1583.0,-0.0006317119393556,-0.0006317119393556,0.1623032407407407,2.585153892576946,0.0,0.0,0.41,18.806,0,0,0,0,0,0,0,0,1,0,277661.0
596,11,17048,1824,4428,37292,626,3485,6.0,5293669.0,216.0,-0.0046296296296296,-0.0046296296296296,0.1629050925925926,0.1014585743519371,0.0,0.0,0.4183908045977011,14.558620689655172,0,0,0,0,0,0,1,0,0,0,606439.0
118,12,15114,781,6212,20899,1766,3542,6.0,1745272.0,272.0,-0.0036764705882352,-0.0036764705882352,0.1629976851851851,1.2723404255319148,0.0,0.0,0.518,10.296,0,0,0,0,1,0,0,0,0,0,133749.0
710,10,29373,13955,14899,95888,3502,1898,6.0,4005589.0,100.0,-0.01,-0.01,0.1635300925925926,0.162096128733308,0.0,0.0,0.564,44.204,0,0,0,0,0,0,0,0,0,0,625736.0
700,12,12367,1211,2368,35862,491,411,6.0,3649981.0,551.0,-0.0018148820326678,-0.0018148820326678,0.1676504629629629,0.5971706911927892,0.0,0.0,0.4712990936555891,5.308157099697885,0,0,0,1,0,0,0,1,0,0,461775.0
701,11,15418,1224,4723,20718,641,531,6.0,1655951.0,82.0,-0.0121951219512195,-0.0121951219512195,0.1696643518518518,1.1670381907025495,0.0,0.0,0.7727272727272727,18.011363636363637,0,0,0,0,0,0,1,0,1,0,183822.0
1361,11,8266,2234,2420,26713,514,337,6.0,4592877.0,285.0,-0.0035087719298245,-0.0035087719298245,0.1739583333333333,1.2836653386454184,0.0,0.0,0.2639225181598063,4.832929782082324,0,0,0,0,0,0,0,1,1,0,297062.0
202,10,1612,69,1233,3726,117,187,6.0,396900.0,28.0,-0.0357142857142857,-0.0357142857142857,0.1747106481481481,1.1207052046664534,0.0,0.0,0.4069767441860465,6.3023255813953485,0,0,0,0,0,0,0,1,0,0,15997.0
810,9,12715,3583,3480,35010,1528,1930,6.0,1614966.0,266.0,-0.0037593984962406,-0.0037593984962406,0.1803935185185185,0.5239576376299971,0.0,0.0,1.1803607214428855,9.653306613226452,0,0,0,1,0,0,0,0,0,1,555663.0
430,8,8826,2657,3072,38969,797,454,6.0,4047576.0,429.0,-0.0023310023310023,-0.0023310023310023,0.1806828703703703,0.4852897220205815,0.0,0.0,0.36,23.138,0,0,0,0,0,0,1,0,0,0,396130.0
284,8,4662,1546,2583,28668,581,336,6.0,1335961.0,310.0,-0.0032258064516129,-0.0032258064516129,0.1818981481481481,0.166903576025519,0.0,0.0,0.2783964365256124,5.305122494432071,0,0,0,0,0,0,0,1,0,1,328711.0
1000,9,762,657,2170,3730,232,1609,6.0,1655659.0,291.0,-0.0034364261168384,-0.0034364261168384,0.1872685185185185,0.4821320241074776,0.0,0.0,0.5471698113207547,17.91194968553459,0,0,0,0,0,0,0,0,1,0,40919.0
355,8,11183,2360,3367,20041,946,2073,6.0,1314463.0,296.0,-0.0033783783783783,-0.0033783783783783,0.1930208333333333,0.1070083673009389,0.0,0.0,0.57,10.816,0,0,0,0,0,0,0,1,0,0,612418.0
677,10,7825,1410,3791,40090,438,169,6.0,1560130.0,1896.0,-0.0005274261603375,-0.0005274261603375,0.195787037037037,0.31254447666928,0.0,0.0,0.3088235294117647,10.438235294117646,0,1,0,0,0,0,0,1,0,1,327478.0
312,5,1453,117,1029,2156,195,216,6.0,28175.0,64.0,-0.015625,-0.015625,0.1974421296296296,0.8762590763282293,0.0,0.0,0.1588235294117647,2.5058823529411764,0,0,0,0,0,0,1,0,0,1,41844.0
97,9,3566,333,2063,18966,561,170,2.0,145077.0,4.0,-0.25,-0.25,0.2008101851851851,0.1013162212337478,0.0,0.0,0.152,17.838,0,0,0,0,0,0,0,0,0,0,173515.0
798,10,25864,1451,3814,23278,647,1113,6.0,660699.0,76.0,-0.0131578947368421,-0.0131578947368421,0.2039351851851852,0.2132224312240738,0.0,0.0,0.3702127659574468,7.474468085106383,0,0,1,0,0,0,1,0,0,1,365858.0
159,10,8516,531,8521,22925,567,2362,6.0,2018982.0,418.0,-0.0023923444976076,-0.0023923444976076,0.2054282407407407,0.6180189052465005,0.0,0.0,0.3764705882352941,9.748235294117649,0,0,0,0,0,0,0,0,1,0,278983.0
814,12,3368,2154,1718,19331,2767,1247,6.0,222417.0,161.0,-0.0062111801242236,-0.0062111801242236,0.2055208333333333,0.79336620349619,0.0,0.0,3.678,24.998,0,0,0,0,0,0,1,0,1,0,365080.0
122,10,1232,203,1787,4100,169,346,6.0,113057.0,336.0,-0.0029761904761904,-0.0029761904761904,0.2061226851851851,0.1317202081096705,0.0,0.0,0.3587786259541984,14.564885496183209,0,0,0,0,0,0,0,0,0,0,65525.0
1186,11,949,452,739,4393,181,28,6.0,585864.0,378.0,-0.0026455026455026,-0.0026455026455026,0.2087384259259259,0.9111979582070504,0.0,0.0,1.2790697674418603,13.093023255813954,0,0,0,0,1,0,0,0,0,1,88588.0
382,10,16080,1575,10328,86064,3588,25895,6.0,2510357.0,12.0,-0.0833333333333333,-0.0833333333333333,0.2094212962962963,0.8976760319112036,0.0,0.0,1.866,74.76,0,0,0,0,0,0,0,0,0,0,885835.0
385,10,3822,947,2566,32835,602,169,6.0,1810375.0,1454.0,-0.0006877579092159,-0.0006877579092159,0.2128356481481481,0.1900361555742769,0.0,0.0,0.8263305322128851,21.30252100840336,0,1,0,0,0,1,0,0,0,0,208842.0
609,10,3234,677,1601,12844,263,134,6.0,1450159.0,157.0,-0.0063694267515923,-0.0063694267515923,0.2163541666666666,0.41796875,0.0,0.0,1.2039473684210529,10.38157894736842,0,1,0,0,0,0,0,1,1,0,81347.0
742,11,993,259,808,3398,182,57,6.0,245386.0,206.0,-0.0048543689320388,-0.0048543689320388,0.2171412037037037,0.0124480519562122,0.0,0.0,0.7102803738317757,16.542056074766354,0,0,0,0,0,0,0,1,0,1,50036.0
936,8,7303,1987,1018,15300,1098,1612,6.0,1481960.0,459.0,-0.0021786492374727,-0.0021786492374727,0.2328819444444444,0.3050985171643307,0.0,0.0,0.558,6.228,0,0,0,0,0,0,0,0,0,1,126513.0
98,10,2918,595,1515,15075,633,100,6.0,2064739.0,360.0,-0.0027777777777777,-0.0027777777777777,0.2330324074074074,0.312186997800086,0.0,0.0,0.1963927855711423,2.615230460921844,0,0,0,0,0,0,0,1,1,0,93380.0
307,11,1493,475,2761,6262,299,1165,6.0,837886.0,67.0,-0.0149253731343283,-0.0149253731343283,0.2403703703703703,0.4032214891422656,0.0,0.0,0.824390243902439,6.995121951219512,0,0,1,0,0,0,1,0,1,0,122077.0
407,10,7341,859,2802,12517,210,55,6.0,366009.0,613.0,-0.0016313213703099,-0.0016313213703099,0.2439930555555555,0.3683582300545968,0.0,0.0,0.2142857142857142,1.8928571428571428,0,0,0,0,1,0,0,0,1,0,168647.0
374,7,1182,588,1248,41216,694,1010,6.0,1675906.0,108.0,-0.0092592592592592,-0.0092592592592592,0.2460300925925926,0.3731196270321911,0.0,0.0,1.0883190883190883,11.037037037037036,0,0,1,0,0,0,0,1,1,0,390675.0
401,11,2003,1210,1455,11462,2193,108,6.0,540096.0,92.0,-0.0108695652173913,-0.0108695652173913,0.2467939814814815,0.1948051948051948,0.0,0.0,1.2444889779559118,6.875751503006012,0,0,0,0,0,0,0,0,0,0,72030.0
803,3,3651,1863,979,16814,950,1770,6.0,194201.0,50.0,-0.02,-0.02,0.2481134259259259,0.1072179665624073,0.0,0.0,1.08,23.84842105263158,0,0,1,0,0,0,0,1,1,0,339180.0
186,6,2296,565,811,22488,1137,339,6.0,1724086.0,608.0,-0.0016447368421052,-0.0016447368421052,0.248125,0.0779220779220779,0.0,0.0,1.168,18.968,0,0,1,0,0,0,0,0,1,0,289004.0
190,11,6936,609,3621,41539,1452,1768,6.0,7907076.0,528.0,-0.0018939393939393,-0.0018939393939393,0.251087962962963,0.1572396508145536,0.0,0.0,1.74,45.67,0,0,0,0,0,0,1,0,0,0,290593.0
459,12,2399,1238,626,14446,249,286,6.0,2177989.0,395.0,-0.0025316455696202,-0.0025316455696202,0.2534375,1.1868510296122785,0.0,0.0,0.28125,2.977678571428572,0,0,0,0,0,0,1,0,1,0,137289.0
801,5,1959,316,1073,2660,164,171,6.0,71338.0,57.0,-0.0175438596491228,-0.0175438596491228,0.2571180555555555,0.0231823359271014,0.0,0.0,0.6055045871559633,8.458715596330276,0,0,0,0,0,0,0,1,1,0,6778.0
810,10,2628,1077,1585,12768,295,82,6.0,766716.0,6308.0,-0.0001585288522511,-0.0001585288522511,0.2601967592592593,0.1665480630382613,0.0,0.0,0.4649122807017544,8.280701754385966,0,0,0,0,0,0,0,1,1,0,109159.0
229,3,695,461,999,27274,375,444,6.0,3894283.0,579.0,-0.001727115716753,-0.001727115716753,0.2639699074074074,0.3731196270321911,0.0,0.0,0.531496062992126,7.169291338582677,0,0,0,0,0,0,0,1,0,0,219854.0
903,10,6222,966,1415,10315,380,997,6.0,571217.0,224.0,-0.0044642857142857,-0.0044642857142857,0.2649305555555555,0.5859189367609208,0.0,0.0,0.4864864864864865,8.857142857142858,0,0,0,0,0,0,1,0,0,1,92279.0
377,3,852,1116,614,11001,756,870,6.0,852445.0,65.0,-0.0153846153846153,-0.0153846153846153,0.2687731481481481,0.3731196270321911,0.0,0.0,1.004750593824228,7.323040380047506,0,0,0,0,1,0,0,0,0,1,209557.0
196,9,1855,82,1946,3530,223,544,6.0,345760.0,143.0,-0.0069930069930069,-0.0069930069930069,0.2724884259259259,0.049533926587652,0.0,0.0,0.1326530612244898,8.46938775510204,0,0,0,0,0,0,1,0,0,0,333679.0
69,7,3205,429,2668,17012,1302,2952,6.0,624333.0,126.0,-0.0079365079365079,-0.0079365079365079,0.2770833333333333,0.3486298798798798,0.0,0.0,0.77,32.498,0,0,0,0,1,0,0,0,0,0,182043.0
1115,13,1714,7060,1558,10514,641,99,6.0,1306282.0,137.0,-0.0072992700729927,-0.0072992700729927,0.2774768518518518,0.5649548847053582,0.0,0.0,0.3890274314214463,4.349127182044888,0,0,0,0,0,0,0,0,0,0,71852.0
1576,3,30153,13300,3810,47190,2850,1231,6.0,1694274.0,276.0,-0.0036231884057971,-0.0036231884057971,0.2808680555555555,0.007168943374958,0.0,0.0,1.802,24.922,0,0,1,0,0,0,0,0,0,0,501707.0
421,9,1152,566,1599,14253,1207,752,6.0,2142321.0,756.0,-0.0013227513227513,-0.0013227513227513,0.2825462962962963,0.1068541723008503,0.0,0.0,2.456,18.95,0,0,0,0,1,0,0,0,0,1,94310.0
371,11,1448,881,3183,24942,345,251,6.0,2049676.0,140.0,-0.0071428571428571,-0.0071428571428571,0.2828819444444444,0.3731196270321911,0.0,0.0,0.5714285714285714,8.761904761904763,0,0,0,0,0,0,0,0,0,0,156606.0
1192,10,2941,681,1327,19069,251,89,6.0,2241784.0,1452.0,-0.0006887052341597,-0.0006887052341597,0.2864351851851852,1.0606214977075905,0.0,0.0,0.5878787878787879,17.618181818181817,0,1,0,0,0,0,0,0,1,0,66458.0
114,8,1640,217,3345,16142,570,327,6.0,165638.0,135.0,-0.0074074074074074,-0.0074074074074074,0.3005208333333333,0.239896010957985,0.0,0.0,1.1691176470588236,29.768382352941178,0,0,0,0,0,0,1,0,0,0,57108.0
213,11,1911,203,1265,8684,323,1366,6.0,444359.0,160.0,-0.00625,-0.00625,0.3050810185185185,0.467089189090303,0.0,0.0,0.69921875,48.29296875,0,0,0,0,0,0,1,0,0,0,158924.0
169,8,6500,330,5382,22184,407,2100,6.0,86205.0,23.0,-0.0434782608695652,-0.0434782608695652,0.3073842592592593,0.1230595227534817,0.0,0.0,0.2416666666666666,21.319444444444443,0,0,0,0,0,0,0,1,1,0,477104.0
611,10,10350,842,3561,28600,797,701,6.0,1870828.0,190.0,-0.0052631578947368,-0.0052631578947368,0.3157175925925926,0.0631281613348223,0.0,0.0,2.390180878552972,25.186046511627907,0,0,0,0,1,0,0,0,1,0,138251.0
501,10,36994,2697,7956,55012,1070,1948,6.0,2446418.0,394.0,-0.0025380710659898,-0.0025380710659898,0.3175694444444444,1.3138473757847058,0.0,0.0,0.824,21.7,0,0,0,0,0,0,1,0,1,0,314850.0
204,10,1807,564,5362,17999,255,1175,6.0,796769.0,209.0,-0.0047846889952153,-0.0047846889952153,0.3176851851851852,1.129983679179296,0.0,0.0,0.6153846153846154,7.615384615384615,0,0,0,0,1,0,0,0,0,0,36262.0
235,11,18094,1177,7735,26739,1439,2466,6.0,1845800.0,129.0,-0.0077519379844961,-0.0077519379844961,0.3191087962962963,0.4704909775529133,0.0,0.0,0.7935871743486974,14.861723446893787,0,0,0,0,0,0,1,0,1,0,252056.0
385,9,2795,349,908,11216,224,229,6.0,1221212.0,114.0,-0.0087719298245614,-0.0087719298245614,0.3213541666666666,0.2108075437789497,0.0,0.0,0.7062937062937062,23.727272727272727,0,0,0,0,0,0,0,0,0,0,90215.0
1200,13,4165,1855,3374,21280,1565,513,6.0,2182795.0,377.0,-0.0026525198938992,-0.0026525198938992,0.3239583333333333,3.2319739547635367,0.0,0.0,2.052,19.592,0,0,1,0,1,0,0,0,0,0,124374.0
298,4,1290,869,538,20249,1107,545,6.0,849437.0,371.0,-0.0026954177897574,-0.0026954177897574,0.3307407407407407,0.1077995969758265,0.0,0.0,0.7635270541082164,10.71743486973948,0,0,0,0,1,0,0,0,0,0,161419.0
770,11,2464,1075,464,16909,556,116,6.0,1294900.0,1821.0,-0.00054914881933,-0.00054914881933,0.3315393518518518,0.5649548847053582,0.0,0.0,1.4959677419354838,13.064516129032258,0,0,1,0,0,0,0,1,1,0,150235.0
782,13,6694,1312,2177,10869,928,2270,6.0,244035.0,122.0,-0.0081967213114754,-0.0081967213114754,0.3417939814814815,2.446517612996622,0.0,0.0,0.788,4.512,0,0,0,0,0,0,1,0,0,0,99922.0
87,4,1730,167,1788,8140,702,11341,4.0,26575.0,156.0,-0.0064102564102564,-0.0064102564102564,0.3549652777777777,0.1637106232134299,0.0,0.0,0.7896039603960396,20.747524752475247,0,0,1,0,0,0,1,0,0,0,253836.0
598,8,3255,791,2046,13887,770,1067,6.0,1078775.0,464.0,-0.0021551724137931,-0.0021551724137931,0.3571875,0.9179812978646282,0.0,0.0,1.569659442724458,19.529411764705884,0,0,0,0,0,0,0,1,1,0,110656.0
1369,7,10381,2636,6386,38953,790,607,6.0,2297892.0,112.0,-0.0089285714285714,-0.0089285714285714,0.3597106481481481,1.9948952176249328,0.0,0.0,1.5656565656565655,24.214646464646464,0,0,0,0,0,0,1,0,0,1,288027.0
1522,11,770,310,759,12915,1071,1888,6.0,5074317.0,794.0,-0.0012594458438287,-0.0012594458438287,0.373125,0.7083498219232292,0.0,0.0,0.6492985971943888,11.803607214428858,0,0,0,0,0,1,0,0,0,0,104498.0
331,7,2133,605,401,11624,960,176,6.0,1483518.0,460.0,-0.0021739130434782,-0.0021739130434782,0.378900462962963,0.5864022173775919,0.0,0.0,0.766,11.036,0,0,0,0,0,0,0,0,1,0,116189.0
1035,11,9905,4781,1879,20040,2067,3055,6.0,235926.0,140.0,-0.0071428571428571,-0.0071428571428571,0.3828240740740741,0.1720316496545789,0.0,0.0,1.3687374749498995,26.879759519038075,0,0,1,0,0,0,0,0,1,0,214008.0
441,9,2151,596,361,8296,153,318,6.0,287544.0,211.0,-0.0047393364928909,-0.0047393364928909,0.3828356481481481,0.0874097724174377,0.0,0.0,0.5566037735849056,11.37735849056604,0,0,0,0,0,0,0,0,1,0,86540.0
356,2,5404,386,10663,30830,1248,6246,6.0,916238.0,194.0,-0.0051546391752577,-0.0051546391752577,0.3923032407407407,0.0117647058823529,0.0,0.0,0.964,64.118,0,0,0,0,0,1,0,0,0,0,425112.0
496,2,1493,1919,1148,17721,2784,2127,6.0,3020831.0,346.0,-0.0028901734104046,-0.0028901734104046,0.3969097222222222,0.2111834174054448,0.0,0.0,3.48,27.626,0,0,0,0,1,0,0,0,1,0,216723.0
669,5,9014,2313,4703,34424,1673,2050,6.0,3117557.0,171.0,-0.0058479532163742,-0.0058479532163742,0.4290625,0.0113636363636363,0.0,0.0,3.6,37.508,0,0,0,0,0,0,1,0,0,0,786307.0
874,2,646,1909,679,13476,1243,1096,6.0,179633.0,48.0,-0.0208333333333333,-0.0208333333333333,0.4297800925925926,0.1077995969758265,0.0,0.0,2.2456575682382134,22.82382133995037,0,0,1,0,0,0,0,0,0,1,214536.0
704,8,20220,1799,9530,27077,671,5111,6.0,243066.0,330.0,-0.003030303030303,-0.003030303030303,0.4678703703703704,0.7042460248121615,0.0,0.0,0.4259259259259259,2.351851851851852,0,0,1,0,0,0,0,0,1,0,724950.0
153,12,1772,223,1412,13811,173,1874,6.0,588064.0,135.0,-0.0074074074074074,-0.0074074074074074,0.475,2.040802950765661,0.0,0.0,0.1447368421052631,9.210526315789474,0,0,0,0,0,0,0,0,0,0,516810.0
614,11,1962,605,993,18793,548,769,6.0,4012095.0,5146.0,-0.0001943256898561,-0.0001943256898561,0.4862037037037037,0.6030763727419066,0.0,0.0,0.591304347826087,5.350724637681159,0,0,0,0,0,0,0,0,0,0,86281.0
421,11,1267,1607,454,14355,2997,195,6.0,776615.0,328.0,-0.0030487804878048,-0.0030487804878048,0.5015393518518518,0.7034102411951552,0.0,0.0,5.645290581162325,23.577154308617235,0,0,1,0,0,0,0,0,0,1,203991.0
933,11,2693,1150,1430,16517,255,109,6.0,1292495.0,1813.0,-0.0005515719801434,-0.0005515719801434,0.5063425925925926,0.5685878897930818,0.0,0.0,0.8163265306122449,5.557823129251701,0,0,1,0,0,0,0,1,1,0,87008.0
616,8,1781,578,2438,9331,887,1466,6.0,2052957.0,181.0,-0.005524861878453,-0.005524861878453,0.506875,0.1743137479635527,0.0,0.0,1.9296187683284456,13.064516129032258,0,0,0,0,0,0,1,0,0,1,151433.0
1119,11,5462,2021,1910,19769,786,1317,6.0,512890.0,81.0,-0.0123456790123456,-0.0123456790123456,0.5098958333333333,0.7042460248121615,0.0,0.0,1.0793201133144477,14.586402266288951,0,0,1,0,0,0,0,0,1,0,380576.0
183,10,2367,447,2026,13506,223,89,6.0,49408.0,27.0,-0.037037037037037,-0.037037037037037,0.5102893518518519,2.0350245821215025,0.0,0.0,0.3142857142857143,5.614285714285714,0,0,0,0,0,0,0,0,1,0,107681.0
1548,3,39561,6379,4380,57633,3309,1539,6.0,1711649.0,278.0,-0.0035971223021582,-0.0035971223021582,0.5145601851851852,0.0417560246135215,0.0,0.0,1.948,26.768,0,0,1,0,1,0,0,0,0,0,419302.0
309,11,2644,450,1092,22090,268,775,6.0,1055301.0,185.0,-0.0054054054054054,-0.0054054054054054,0.5169212962962964,3.5282263445882824,0.0,0.0,0.6647058823529411,26.47647058823529,0,0,0,0,0,0,1,0,0,0,280101.0
198,9,876,579,643,15369,1496,703,6.0,1860358.0,481.0,-0.002079002079002,-0.002079002079002,0.5326041666666667,0.2549127054925449,0.0,0.0,2.7149321266968327,24.079185520361992,0,0,0,0,0,0,0,0,0,1,116584.0
747,12,2649,475,1199,4023,294,1408,6.0,127930.0,698.0,-0.0014326647564469,-0.0014326647564469,0.551412037037037,2.444230151076824,0.0,0.0,0.8235294117647058,7.617647058823529,0,1,0,0,0,0,1,0,0,0,32286.0
216,8,4804,328,2010,6930,2159,1853,6.0,1951.0,126.0,-0.0079365079365079,-0.0079365079365079,0.565787037037037,0.2697739782175898,0.0,0.0,1.2885771543086173,21.973947895791586,0,0,0,0,0,0,0,0,0,1,108595.0
1077,8,3116,2353,1735,13300,3219,1885,6.0,1043782.0,1183.0,-0.0008453085376162,-0.0008453085376162,0.5711805555555556,0.8103660412180868,0.0,0.0,4.801603206412826,14.53306613226453,0,0,0,0,0,0,0,0,1,0,243479.0
66,8,1791,182,876,14747,688,1757,6.0,635768.0,182.0,-0.0054945054945054,-0.0054945054945054,0.572650462962963,0.1013162212337478,0.0,0.0,1.2776412776412776,12.176904176904175,0,0,0,0,0,0,0,0,0,0,94060.0
1466,3,41085,5857,4441,59364,3555,1614,6.0,1706349.0,277.0,-0.003610108303249,-0.003610108303249,0.5748611111111112,0.0071512602857254,0.0,0.0,2.642,38.128,0,0,1,0,0,0,0,0,0,0,284441.0
63,3,4679,1210,1484,67940,1656,1551,6.0,1015643.0,218.0,-0.0045871559633027,-0.0045871559633027,0.5782291666666667,0.0003023107880864,0.0,0.0,0.3787575150300601,18.344689378757515,0,0,1,0,0,0,1,0,0,0,519575.0
188,11,1212,923,543,17990,744,1099,6.0,933530.0,169.0,-0.0059171597633136,-0.0059171597633136,0.5785532407407408,0.0131633413362033,0.0,0.0,0.9016018306636157,16.091533180778033,0,0,0,0,0,0,1,0,1,0,80941.0
1031,11,2592,2993,1816,15063,757,3771,6.0,378790.0,290.0,-0.0034482758620689,-0.0034482758620689,0.5817939814814815,3.333333333333333,0.0,0.0,0.454,18.916,0,0,1,0,0,0,0,0,0,1,217813.0
236,11,1349,245,459,6238,223,455,6.0,322869.0,506.0,-0.0019762845849802,-0.0019762845849802,0.5839236111111111,0.7054293415479399,0.0,0.0,0.84,26.512,0,0,0,0,0,0,0,0,0,1,39572.0
256,11,2793,1155,1178,30336,626,1303,6.0,1180691.0,202.0,-0.0049504950495049,-0.0049504950495049,0.5865625,0.6664870689655172,0.0,0.0,0.5326876513317191,11.075060532687653,0,0,0,0,0,0,0,0,1,0,97666.0
280,10,4590,659,2135,16173,454,144,6.0,736140.0,35.0,-0.0285714285714285,-0.0285714285714285,0.588761574074074,1.5808773903262092,0.0,0.0,0.2080924855491329,2.2890173410404624,0,0,0,0,0,0,0,1,0,0,144191.0
979,10,1501,643,790,5028,411,617,6.0,111270.0,46.0,-0.0217391304347826,-0.0217391304347826,0.5942013888888888,0.301344746621714,0.0,0.0,0.0622710622710622,3.695970695970696,0,0,0,0,0,0,0,0,0,0,25543.0
96,12,2932,194,4929,8354,194,860,6.0,40064.0,37.0,-0.027027027027027,-0.027027027027027,0.5976273148148148,1.1650459123383312,0.0,0.0,0.5167785234899329,6.1879194630872485,0,1,1,0,1,0,0,0,1,0,237479.0
481,7,20755,1905,12509,39428,761,6331,6.0,124652.0,39.0,-0.0256410256410256,-0.0256410256410256,0.598125,0.1067839366327497,0.0,0.0,0.1963927855711423,5.55310621242485,0,0,0,0,0,0,0,0,0,0,411639.0
1548,12,4439,601,3051,6854,499,1303,6.0,584206.0,109.0,-0.0091743119266055,-0.0091743119266055,0.6027893518518519,0.6527953284242144,0.0,0.0,1.6451612903225807,10.317972350230416,0,0,0,0,0,0,1,0,0,0,57565.0
253,10,6457,977,1334,29951,949,1183,6.0,2087991.0,249.0,-0.0040160642570281,-0.0040160642570281,0.6033101851851852,0.1016437190429214,0.0,0.0,0.652,12.642,0,0,0,0,0,0,0,0,0,0,161519.0
524,11,1971,455,681,7123,297,781,6.0,325417.0,507.0,-0.0019723865877712,-0.0019723865877712,0.603738425925926,0.7041229909154437,0.0,0.0,0.8928571428571429,25.18452380952381,0,0,0,0,0,0,0,0,0,1,40254.0
150,10,21621,322,9021,25557,686,2279,6.0,150279.0,234.0,-0.0042735042735042,-0.0042735042735042,0.6046064814814814,1.191632636345553,0.0,0.0,0.322,4.182,0,0,0,0,0,0,1,0,0,0,317312.0
774,10,4509,1437,2785,33875,2940,834,6.0,638698.0,314.0,-0.0031847133757961,-0.0031847133757961,0.6049074074074074,0.1845476607031999,0.0,0.0,4.424,28.658,0,0,0,0,0,0,0,0,0,1,100415.0
968,11,2948,1023,2121,14231,645,389,6.0,636270.0,213.0,-0.0046948356807511,-0.0046948356807511,0.6062037037037037,0.4105945926813009,0.0,0.0,3.3564356435643563,38.93564356435643,0,0,0,0,0,0,0,0,0,0,198082.0
93,8,1403,49,5110,6436,148,107,6.0,611186.0,104.0,-0.0096153846153846,-0.0096153846153846,0.6072453703703704,1.1650459123383312,0.0,0.0,0.3282442748091603,1.2213740458015268,0,0,0,0,0,0,0,1,0,0,43443.0
1501,11,8223,2780,4349,8893,1001,1088,6.0,50181.0,36.0,-0.0277777777777777,-0.0277777777777777,0.6076273148148148,0.7550494844902385,0.0,0.0,0.988,5.228,0,0,0,0,0,0,0,1,0,1,205967.0
644,8,1337,697,2563,9320,455,410,6.0,630369.0,213.0,-0.0046948356807511,-0.0046948356807511,0.6082291666666667,1.2238805970149254,0.0,0.0,1.565,19.1,0,0,0,0,0,0,0,1,0,1,147104.0
285,11,4371,138,1763,6011,765,833,6.0,281169.0,206.0,-0.0048543689320388,-0.0048543689320388,0.6129398148148149,1.053716221772668,0.0,0.0,1.4707792207792207,4.7564935064935066,0,1,0,0,1,0,0,0,0,1,148658.0
833,2,573,1455,653,11167,690,445,6.0,189633.0,49.0,-0.0204081632653061,-0.0204081632653061,0.6129745370370371,0.1073617290261965,0.0,0.0,2.1921397379912664,25.436681222707424,0,0,1,0,1,0,0,0,0,0,176626.0
417,11,3422,698,2068,11359,1182,653,6.0,486660.0,60.0,-0.0166666666666666,-0.0166666666666666,0.6159259259259259,0.7550494844902385,0.0,0.0,1.1703406813627255,14.472945891783567,0,0,0,0,0,0,0,0,1,0,188360.0
1622,10,2038,656,559,3736,165,54,6.0,142800.0,337.0,-0.0029673590504451,-0.0029673590504451,0.6166319444444445,0.4432449568685032,0.0,0.0,0.3902439024390244,2.414634146341464,0,0,0,0,0,0,0,0,1,0,27139.0
714,9,4098,2281,3286,19201,2097,1857,6.0,1695763.0,293.0,-0.0034129692832764,-0.0034129692832764,0.616724537037037,0.2203910842061488,0.0,0.0,1.3967935871743486,16.607214428857716,0,0,0,0,0,0,0,1,0,1,545461.0
551,11,15568,1607,5144,18415,623,2432,6.0,663097.0,94.0,-0.0106382978723404,-0.0106382978723404,0.6180324074074074,0.2513566154955636,0.0,0.0,0.4053452115812918,5.020044543429844,0,0,0,0,0,0,0,0,0,0,189985.0
179,10,2494,905,1322,34261,918,1122,6.0,1185243.0,203.0,-0.0049261083743842,-0.0049261083743842,0.6183564814814815,0.6660943421146207,0.0,0.0,1.0122199592668024,12.356415478615071,0,0,0,0,0,0,0,1,1,0,202596.0
307,12,2639,1966,1426,31012,840,944,6.0,1806414.0,206.0,-0.0048543689320388,-0.0048543689320388,0.6268518518518519,0.4958561548570278,0.0,0.0,0.3607214428857715,12.340681362725451,0,0,0,0,0,0,0,0,0,0,187410.0
591,11,904,1107,1767,3581,112,127,6.0,222635.0,41.0,-0.024390243902439,-0.024390243902439,0.6269791666666666,0.6052151442778279,0.0,0.0,0.6285714285714286,6.842857142857143,0,0,0,0,0,0,0,0,0,0,79301.0
