播放时长,标签个数,硬币数,弹幕数,收藏数,点赞数,评论数,分享数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,存留时长,标签平均每个视频订阅数,up在最热前500条评论的回复率,up在最热前500条评论的点赞率,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,是否原创_2,是否合作_1,有无简介_0,有无广告_1,弹幕模式_1.0,弹幕模式_2.0,弹幕模式_3.0,弹幕模式_4.0,标题样式_！,标题样式_？,24h播放增量
467,9,2010,813,604,10734,542,326,6.0,1937748.0,349.0,-0.0028653295128939,-0.0028653295128939,0.8477662037037037,0.3733990584220231,0.0,0.0,0.5484764542936288,12.149584487534629,0,0,0,0,0,0,0,0,1,0,35385.0
812,10,5644,13038,3113,28499,3683,5320,6.0,1388209.0,477.0,-0.0020964360587002,-0.0020964360587002,0.8484606481481481,0.301344746621714,0.0,0.0,5.0881763527054105,38.0501002004008,0,0,1,0,0,0,0,0,0,0,478087.0
344,3,1994,792,322,8154,608,335,6.0,401571.0,210.0,-0.0047619047619047,-0.0047619047619047,0.8486574074074074,0.0022192552172975,0.0,0.0,0.3266832917705736,4.129675810473816,0,0,0,1,0,0,0,0,0,0,28814.0
918,11,1223,1481,819,10313,680,99,6.0,1226447.0,278.0,-0.0035971223021582,-0.0035971223021582,0.8493518518518518,0.3985932564679751,0.0,0.0,0.6864864864864865,9.935135135135136,0,0,1,0,0,0,0,1,0,0,88265.0
693,7,5918,644,730,8252,219,93,6.0,180143.0,34.0,-0.0294117647058823,-0.0294117647058823,0.8496875,0.3340276712690334,0.0,0.0,0.6541353383458647,5.857142857142857,0,0,0,0,1,0,0,0,0,0,37997.0
765,11,8809,2790,1878,30669,825,638,6.0,1230401.0,158.0,-0.0063291139240506,-0.0063291139240506,0.8516666666666667,0.3731611076252134,0.0,0.0,0.47,7.174,0,0,0,0,0,0,0,1,0,0,193272.0
708,9,3725,452,1794,14359,326,128,6.0,216527.0,482.0,-0.0020746887966804,-0.0020746887966804,0.8518981481481481,0.5649926473864801,0.0,0.0,0.247191011235955,5.314606741573034,0,0,0,0,0,0,0,1,1,0,64958.0
209,5,3844,612,2606,9651,571,1190,6.0,376984.0,22.0,-0.0454545454545454,-0.0454545454545454,0.8521064814814815,0.0791996665277198,0.0,0.0,0.11,6.722,0,0,1,0,0,0,0,1,0,0,17455.0
298,11,16970,669,4959,23363,757,622,6.0,664094.0,417.0,-0.0023980815347721,-0.0023980815347721,0.8521412037037037,0.1421857459756471,0.0,0.0,0.6742596810933941,14.291571753986332,0,1,0,0,0,0,1,0,0,0,48204.0
359,8,5010,708,1507,20216,659,1369,6.0,1257688.0,337.0,-0.0029673590504451,-0.0029673590504451,0.8523148148148149,0.3923205342237061,0.0,0.0,0.7506361323155216,3.628498727735369,0,0,1,0,0,0,0,0,0,0,140715.0
160,10,833,313,2039,15278,528,782,5.0,199.0,14.0,-0.0714285714285714,-0.0714285714285714,0.8528819444444444,0.3212210574342828,0.0,0.0,1.048689138576779,79.62921348314607,0,0,1,0,1,0,0,0,0,0,394031.0
1568,10,1679,471,826,4374,91,30,6.0,208054.0,774.0,-0.0012919896640826,-0.0012919896640826,0.8573958333333334,0.3128616383380634,0.0,0.0,0.5087719298245614,2.333333333333333,0,0,0,0,0,0,0,1,1,0,270938.0
587,8,2025,757,511,9407,411,175,6.0,378246.0,223.0,-0.0044843049327354,-0.0044843049327354,0.8578240740740741,0.3733990584220231,0.0,0.0,0.2298507462686567,6.931343283582089,0,0,0,0,0,0,0,0,0,0,56598.0
218,7,561,586,995,14188,849,1207,6.0,563557.0,785.0,-0.0012738853503184,-0.0012738853503184,0.8594907407407407,0.3734362299631666,0.0,0.0,1.0160919540229885,14.928735632183908,0,0,1,0,0,0,1,0,0,0,132409.0
243,7,11849,382,5099,23967,1114,1793,6.0,2900782.0,80.0,-0.0125,-0.0125,0.8595138888888889,0.2511049046844416,0.0,0.0,0.854,9.362,0,0,0,0,0,0,0,1,0,0,146903.0
233,11,6485,500,1670,20226,538,147,6.0,886560.0,44.0,-0.0227272727272727,-0.0227272727272727,0.8668981481481481,0.2401570396404766,0.0,0.0,0.2415349887133182,8.882618510158014,0,0,0,0,0,0,1,0,0,0,55400.0
314,12,2084,2561,1811,29950,1692,2673,6.0,931876.0,167.0,-0.0059880239520958,-0.0059880239520958,0.8679513888888889,0.3739883761147122,0.0,0.0,2.854,63.07,0,0,0,0,0,0,1,0,0,0,19885.0
106,7,1089,135,4512,5149,130,75,6.0,357682.0,73.0,-0.0136986301369863,-0.0136986301369863,0.8681481481481481,1.1641515361615462,0.0,0.0,0.2342342342342342,1.927927927927928,0,0,0,0,1,0,0,0,0,0,30327.0
896,12,1415,219,2971,4367,224,223,6.0,125000.0,17.0,-0.0588235294117647,-0.0588235294117647,0.8686805555555556,0.9429240815512686,0.0,0.0,0.5878378378378378,10.567567567567568,0,0,0,0,0,1,0,0,0,1,60973.0
1766,11,20585,2326,4284,27590,842,589,6.0,573050.0,56.0,-0.0178571428571428,-0.0178571428571428,0.8700810185185185,2.1105886505177947,0.0,0.0,0.8839103869653768,7.226069246435845,0,0,0,0,0,0,0,1,1,0,125484.0
685,4,4417,1356,956,10576,1113,521,6.0,684468.0,190.0,-0.0052631578947368,-0.0052631578947368,0.8702893518518519,0.6660825129783711,0.0,0.0,1.5309734513274336,12.621681415929205,0,0,0,0,0,0,0,0,0,0,98238.0
83,11,2087,155,3128,12379,282,304,6.0,1335647.0,206.0,-0.0048543689320388,-0.0048543689320388,0.8711458333333333,2.276765872916343,0.0,0.0,0.1832669322709163,5.1195219123505975,0,0,0,0,0,0,0,1,1,0,23996.0
137,5,1627,316,2450,13120,289,3449,6.0,149207.0,98.0,-0.010204081632653,-0.010204081632653,0.8726967592592593,2.04479117751941,0.0,0.0,0.2521367521367521,31.243589743589745,0,0,0,0,0,0,1,0,0,0,264925.0
75,11,951,130,1105,7224,194,166,6.0,177104.0,179.0,-0.0055865921787709,-0.0055865921787709,0.8737615740740741,2.0344400927324457,0.0,0.0,0.224,21.712,0,0,0,0,0,0,0,1,0,1,54645.0
943,10,2840,1847,1899,20446,500,465,6.0,3459722.0,1388.0,-0.0007204610951008,-0.0007204610951008,0.8742361111111111,1.1185102513227514,0.0,0.0,1.1490196078431372,8.270588235294118,0,0,0,0,0,0,0,0,0,0,81032.0
1276,11,2399,721,536,3936,167,97,6.0,96835.0,1040.0,-0.0009615384615384,-0.0009615384615384,0.8748148148148148,0.1342525399129172,0.0,0.0,0.9325842696629212,7.719101123595506,0,0,0,0,0,0,1,0,0,0,12941.0
562,10,1515,2826,1139,11436,2512,1224,6.0,2723224.0,1132.0,-0.0008833922261484,-0.0008833922261484,0.8763657407407407,0.6723985919027975,0.0,0.0,4.1723446893787575,8.43687374749499,0,0,0,0,1,0,0,0,0,1,96848.0
1403,12,3386,526,839,5091,330,163,6.0,260001.0,34.0,-0.0294117647058823,-0.0294117647058823,0.8770833333333333,3.1442737189680843,0.0,0.0,0.4159663865546218,6.491596638655462,0,0,0,0,0,0,1,0,0,0,31393.0
324,11,13634,2361,5190,20707,1559,2831,6.0,967006.0,41.0,-0.024390243902439,-0.024390243902439,0.8776851851851852,0.2300348904826517,0.0,0.0,0.608,19.792,0,0,0,0,0,0,1,0,0,0,125846.0
418,4,2675,485,848,15627,256,103,6.0,811409.0,709.0,-0.001410437235543,-0.001410437235543,0.8799421296296296,0.1828267227090969,0.0,0.0,0.4476744186046512,3.441860465116279,0,0,0,0,0,0,0,0,0,0,66263.0
1504,11,2099,1186,729,9153,1183,1106,6.0,25102.0,16.0,-0.0625,-0.0625,0.8805092592592593,0.1077995969758265,0.0,0.0,0.8096192384769539,9.801603206412826,0,0,0,0,0,0,1,0,0,1,61816.0
879,10,2659,2812,474,5572,324,113,6.0,136241.0,122.0,-0.0081967213114754,-0.0081967213114754,0.8820254629629629,0.5960763545878272,0.0,0.0,0.5621890547263682,6.766169154228856,0,0,0,0,0,0,0,0,0,1,153831.0
133,9,495,194,912,4655,174,1915,6.0,39612.0,253.0,-0.0039525691699604,-0.0039525691699604,0.8857407407407407,2.050081771937712,0.0,0.0,0.6545454545454545,12.909090909090908,0,0,0,0,0,0,0,1,0,0,39890.0
1259,11,8051,6214,1581,22436,497,319,6.0,898528.0,120.0,-0.0083333333333333,-0.0083333333333333,0.8885069444444444,0.8108253588516746,0.0,0.0,0.3917808219178082,16.660273972602738,0,0,0,0,0,0,0,0,1,0,40423.0
1419,10,1397,1414,1310,4768,372,229,6.0,221808.0,165.0,-0.006060606060606,-0.006060606060606,0.8898495370370371,0.0518297125270538,0.0,0.0,1.1945945945945946,5.508108108108108,0,0,0,0,0,0,0,0,0,0,18356.0
149,11,1341,184,2016,7462,147,1137,6.0,376745.0,272.0,-0.0036764705882352,-0.0036764705882352,0.8904282407407408,0.4012270276092671,0.0,0.0,0.1825396825396825,7.46031746031746,0,0,0,0,0,0,0,0,0,0,27593.0
341,4,1014,2811,2442,13655,3488,3521,6.0,1240304.0,901.0,-0.0011098779134295,-0.0011098779134295,0.8905787037037037,0.61285930858179,0.0,0.0,4.138,82.584,0,0,1,0,1,0,0,0,0,1,256252.0
604,10,12450,1678,4005,34828,663,713,6.0,648578.0,204.0,-0.0049019607843137,-0.0049019607843137,0.8916898148148148,0.8948521558138048,0.0,0.0,0.6139088729016786,18.832134292565947,0,0,0,0,0,0,0,1,1,0,126001.0
236,12,2048,118,1014,8517,120,95,6.0,585654.0,128.0,-0.0078125,-0.0078125,0.8922569444444445,1.6466575191392776,0.0,0.0,0.3296703296703296,9.21978021978022,0,0,0,0,0,0,1,0,0,0,47297.0
337,11,824,184,857,2593,369,183,6.0,494529.0,219.0,-0.0045662100456621,-0.0045662100456621,0.8924768518518519,0.4423076923076923,0.0,0.0,0.625531914893617,3.774468085106383,0,0,0,0,0,0,1,0,0,1,40043.0
584,9,2085,229,2505,4571,477,662,6.0,262919.0,250.0,-0.004,-0.004,0.8926388888888889,0.5475104379024605,0.0,0.0,0.3957055214723926,6.061349693251533,0,0,0,0,0,1,0,0,0,0,31151.0
534,11,5565,980,446,9708,778,53,6.0,50370.0,982.0,-0.0010183299389002,-0.0010183299389002,0.8926388888888889,0.4038247461306408,0.0,0.0,0.558,22.8,0,0,0,0,0,0,1,0,1,0,36098.0
294,10,667,229,1995,3735,148,370,6.0,567669.0,136.0,-0.0073529411764705,-0.0073529411764705,0.8930439814814815,0.3731196270321911,0.0,0.0,0.5238095238095238,6.828571428571428,0,0,0,0,1,0,0,0,0,1,41060.0
1063,11,1899,397,1640,6665,479,884,6.0,131597.0,43.0,-0.0232558139534883,-0.0232558139534883,0.8939351851851852,0.4755784061696658,0.0,0.0,0.9325396825396826,17.678571428571427,0,0,0,0,0,0,0,1,0,0,20208.0
1025,14,11257,1757,2330,24438,499,247,6.0,608127.0,226.0,-0.0044247787610619,-0.0044247787610619,0.8940162037037037,0.7031647998883422,0.0,0.0,1.3275862068965518,22.54310344827586,0,0,0,0,0,0,1,0,0,1,51186.0
70,8,2861,109,3795,9993,220,945,6.0,92631.0,26.0,-0.0384615384615384,-0.0384615384615384,0.8941550925925926,0.6180189052465005,0.0,0.0,0.5915492957746479,31.056338028169016,0,0,0,0,0,0,0,0,0,0,95734.0
78,10,2529,125,3423,17811,197,585,6.0,289664.0,212.0,-0.0047169811320754,-0.0047169811320754,0.8956018518518518,0.184344003606853,0.0,0.0,0.6484375,49.8828125,0,0,0,0,0,0,0,0,0,0,31710.0
212,10,1372,692,1846,29927,667,682,6.0,3580260.0,211.0,-0.0047393364928909,-0.0047393364928909,0.8989467592592593,0.1405909617861283,0.0,0.0,0.7698209718670077,27.14833759590793,0,0,0,0,0,0,0,0,0,1,115192.0
1630,8,5492,707,1997,7330,277,167,6.0,1573537.0,1645.0,-0.0006079027355623,-0.0006079027355623,0.9008680555555556,0.5668238817980642,0.0,0.0,0.2916666666666667,10.26851851851852,0,0,0,0,0,1,0,0,0,0,10024.0
335,12,1189,555,622,19545,638,313,6.0,1887530.0,212.0,-0.0047169811320754,-0.0047169811320754,0.9034953703703704,3.228117618868312,0.0,0.0,0.495575221238938,6.320796460176991,0,0,0,0,0,0,0,0,0,1,65149.0
372,2,2913,681,3538,18465,782,4868,6.0,161804.0,67.0,-0.0149253731343283,-0.0149253731343283,0.9066550925925926,0.3122413002392379,0.0,0.0,0.7151898734177216,12.276371308016875,0,0,0,0,0,0,0,0,0,0,368193.0
212,10,9469,511,5079,14670,404,1300,6.0,4110.0,81.0,-0.0123456790123456,-0.0123456790123456,0.9148611111111112,0.1669259541571386,0.0,0.0,0.2184615384615384,6.427692307692308,0,0,0,0,1,0,0,0,1,0,106704.0
499,11,6127,219,23946,8651,384,2282,6.0,1957228.0,268.0,-0.003731343283582,-0.003731343283582,0.9154050925925926,0.1720503678836048,0.0,0.0,1.871428571428572,27.87857142857143,0,0,0,0,0,0,0,1,1,0,51575.0
79,8,3046,239,3247,68757,244,778,6.0,719459.0,24.0,-0.0416666666666666,-0.0416666666666666,0.9169560185185184,0.1013162212337478,0.0,0.0,0.4222222222222222,20.377777777777776,0,0,1,0,0,0,0,0,0,0,204322.0
641,10,962,820,346,11381,619,291,6.0,884568.0,198.0,-0.005050505050505,-0.005050505050505,0.9175347222222222,0.161214953271028,0.0,0.0,1.5595238095238095,14.97222222222222,0,0,0,0,0,0,0,0,1,0,151445.0
695,11,1263,719,902,6073,647,969,6.0,2048237.0,355.0,-0.0028169014084507,-0.0028169014084507,0.917800925925926,0.4037852940199554,0.0,0.0,1.4349442379182156,5.635687732342007,0,0,0,0,0,0,1,0,0,1,39332.0
200,12,870,242,763,9203,576,1351,6.0,52047.0,70.0,-0.0142857142857142,-0.0142857142857142,0.9209953703703704,0.1712673281715499,0.0,0.0,1.5232067510548524,25.26582278481013,0,0,0,0,0,0,0,0,0,0,106126.0
166,3,496,330,1536,9751,605,1506,6.0,1530130.0,9500.0,-0.0001052631578947,-0.0001052631578947,0.9225,0.0479445839257085,0.0,0.0,0.4076576576576576,17.79954954954955,1,0,0,0,0,0,0,1,1,0,28118.0
897,8,1451,350,4380,4307,328,453,2.0,16663.0,5.0,-0.2,-0.2,0.9230208333333332,0.1616277147765308,0.0,0.0,1.6285714285714286,14.1,0,0,0,0,0,0,0,0,0,0,76068.0
147,4,1728,31,979,5454,139,268,3.0,18522.0,11.0,-0.0909090909090909,-0.0909090909090909,0.9233912037037038,0.0204923473612321,0.0,0.0,0.2241379310344827,8.39655172413793,0,0,1,0,0,0,0,0,0,0,25250.0
186,11,993,572,5910,9125,742,2224,5.0,21245.0,96.0,-0.0104166666666666,-0.0104166666666666,0.9233912037037038,1.3679402470554438,0.0,0.0,1.3895027624309393,12.232044198895029,0,0,1,0,1,0,0,0,0,0,215844.0
132,10,6429,1439,9475,30692,1161,4220,6.0,270735.0,49.0,-0.0204081632653061,-0.0204081632653061,0.9278703703703703,0.2718168812589413,0.0,0.0,0.298,10.21,0,0,1,0,0,0,0,1,0,0,125927.0
424,9,3592,419,509,8009,366,29,6.0,43076.0,134.0,-0.0074626865671641,-0.0074626865671641,0.9309375,0.3348712271928534,0.0,0.0,0.7400881057268722,11.43612334801762,0,0,0,0,0,0,0,0,0,0,95954.0
303,7,30934,3816,19610,154068,8628,7598,6.0,1488783.0,213.0,-0.0046948356807511,-0.0046948356807511,0.9330439814814816,0.1013491898883907,0.0,0.0,10.124248496993989,255.4689378757515,0,0,0,0,0,0,0,1,0,0,2720028.0
91,9,740,37,949,2826,39,838,6.0,274771.0,131.0,-0.0076335877862595,-0.0076335877862595,0.9337037037037036,0.7334317145156962,0.0,0.0,0.4814814814814814,18.07407407407408,0,0,0,0,0,0,0,0,0,0,119706.0
326,11,5800,379,2627,13504,263,171,6.0,1487793.0,389.0,-0.0025706940874035,-0.0025706940874035,0.9342824074074074,0.4939133016627078,0.0,0.0,0.1617021276595744,13.680851063829786,0,0,0,0,0,0,1,0,0,0,31534.0
600,8,2467,503,1053,6430,237,205,6.0,713901.0,172.0,-0.005813953488372,-0.005813953488372,0.9351388888888889,0.4961716292628239,0.0,0.0,0.5448717948717948,2.217948717948718,0,0,1,0,1,0,0,0,0,0,38647.0
136,11,4764,352,2371,14728,353,169,6.0,741421.0,95.0,-0.0105263157894736,-0.0105263157894736,0.9370601851851852,2.717241379310345,0.0,0.0,0.1193548387096774,5.232258064516129,0,1,0,0,0,0,0,1,0,0,19866.0
189,10,8381,609,3009,12328,1620,1114,6.0,590506.0,249.0,-0.0040160642570281,-0.0040160642570281,0.937511574074074,0.3935077763840969,0.0,0.0,0.392,7.748,0,0,0,0,0,0,1,0,1,0,10276.0
116,6,3092,264,1022,16549,340,749,6.0,1806044.0,577.0,-0.0017331022530329,-0.0017331022530329,0.9378587962962964,0.812784443525031,0.0,0.0,0.5238095238095238,8.948051948051948,0,0,1,0,0,0,0,0,0,0,40120.0
83,12,5428,456,7395,23332,443,594,6.0,1332961.0,206.0,-0.0048543689320388,-0.0048543689320388,0.9380092592592592,2.278318743976872,0.0,0.0,0.4527777777777778,5.991666666666666,0,0,0,0,1,0,0,0,0,0,74716.0
591,11,3574,252,2114,8201,291,205,6.0,10436.0,33.0,-0.0303030303030303,-0.0303030303030303,0.9383912037037035,0.5658247054623349,0.0,0.0,0.672316384180791,11.084745762711863,0,0,0,0,0,0,0,0,1,0,36479.0
122,6,884,187,1187,6166,177,745,6.0,525985.0,351.0,-0.0028490028490028,-0.0028490028490028,0.9394328703703704,2.050081771937712,0.0,0.0,0.3834586466165413,6.699248120300752,0,1,0,0,0,0,0,1,0,0,41287.0
112,8,2824,150,1234,8308,472,292,6.0,966222.0,93.0,-0.010752688172043,-0.010752688172043,0.9409722222222222,0.1840079697378382,0.0,0.0,0.5100671140939598,4.25503355704698,0,0,0,0,1,0,0,0,0,1,28995.0
526,10,1098,794,1348,13266,673,223,6.0,1603963.0,190.0,-0.0052631578947368,-0.0052631578947368,0.9424074074074074,0.199821168905066,0.0,0.0,1.4395973154362416,8.419463087248323,0,0,0,0,0,0,1,0,0,0,143777.0
811,6,5064,297,10399,5909,221,1739,6.0,175910.0,117.0,-0.0085470085470085,-0.0085470085470085,0.944351851851852,0.2247246194544429,0.0,0.0,0.6829268292682927,4.804878048780488,0,0,0,0,0,0,0,1,0,0,22248.0
212,10,57567,794,35622,90362,1573,15529,6.0,1331593.0,100.0,-0.01,-0.01,0.9460416666666668,3.7699558745090433,0.0,0.0,1.3,75.924,0,0,1,0,0,0,1,0,0,0,747230.0
88,11,957,231,705,6098,233,581,6.0,251509.0,298.0,-0.0033557046979865,-0.0033557046979865,0.9461226851851852,2.04479117751941,0.0,0.0,0.7279411764705882,9.830882352941176,0,0,0,0,0,0,0,1,0,1,34008.0
338,12,2178,1275,2129,20132,299,63,6.0,1070839.0,784.0,-0.0012755102040816,-0.0012755102040816,0.9461342592592592,0.5651815365413333,0.0,0.0,0.2398373983739837,5.085365853658536,0,0,0,0,0,0,0,1,0,0,200567.0
353,12,259,748,718,9477,787,1704,6.0,806968.0,85.0,-0.0117647058823529,-0.0117647058823529,0.946898148148148,0.6308243727598566,0.0,0.0,2.720338983050848,16.01271186440678,0,0,0,0,0,0,0,0,0,0,71352.0
785,12,2123,912,389,4630,900,291,6.0,32804.0,32.0,-0.03125,-0.03125,0.9480902777777778,0.251998331168277,0.0,0.0,1.7978142076502732,16.415300546448087,0,1,1,0,0,0,1,0,0,0,17178.0
141,8,13133,185,11614,30622,517,2782,6.0,397832.0,50.0,-0.02,-0.02,0.9520023148148148,0.2,0.0,0.0,0.4871794871794871,3.7065527065527055,0,1,0,0,0,0,0,1,0,0,141566.0
1162,10,4602,2062,4457,17712,857,1681,6.0,668447.0,228.0,-0.0043859649122807,-0.0043859649122807,0.9544907407407408,0.4673464282518324,0.0,0.0,0.9059080962800876,16.083150984682714,0,0,0,0,0,0,1,0,0,0,137865.0
843,8,1621,930,1333,5838,1068,273,3.0,1905.0,7.0,-0.1428571428571428,-0.1428571428571428,0.9545254629629628,0.4107081951038742,0.0,0.0,3.6323024054982818,39.84192439862543,0,0,0,0,0,0,0,1,0,0,191691.0
207,7,967,124,723,4680,182,1281,5.0,1015.0,42.0,-0.0238095238095238,-0.0238095238095238,0.9552314814814816,0.2433758586849853,0.0,0.0,0.3955223880597014,9.186567164179104,0,0,0,0,0,0,0,1,0,0,34331.0
645,9,4299,588,4627,24508,761,440,6.0,1404148.0,26.0,-0.0384615384615384,-0.0384615384615384,0.955613425925926,0.2827198425477957,0.0,0.0,0.172,16.114,0,0,0,0,0,0,1,0,0,0,21908.0
198,13,2473,202,1209,6919,162,1684,6.0,281824.0,65.0,-0.0153846153846153,-0.0153846153846153,0.9557175925925926,2.0344400927324457,0.0,0.0,0.1597222222222222,3.6180555555555554,0,0,1,0,1,0,0,0,1,0,22744.0
964,12,4339,2591,1475,11597,1296,2488,6.0,894448.0,233.0,-0.0042918454935622,-0.0042918454935622,0.9559722222222222,0.4032214891422656,0.0,0.0,1.2,32.878,0,1,1,0,0,0,1,0,0,1,91796.0
843,3,2008,4382,6713,17876,1931,8813,6.0,640423.0,2617.0,-0.0003821169277799,-0.0003821169277799,0.9561458333333334,0.2052217079066703,0.0,0.0,0.544,55.792,1,0,0,0,0,0,0,0,0,0,26658.0
94,6,12982,328,6310,19908,7370,549,5.0,164347.0,26.0,-0.0384615384615384,-0.0384615384615384,0.9565625,0.5651815365413333,0.0,0.0,0.0260521042084168,1.0761523046092183,0,0,1,0,0,0,0,0,0,1,192599.0
309,10,1555,837,1147,25919,1064,1010,6.0,1496397.0,568.0,-0.0017605633802816,-0.0017605633802816,0.9571412037037036,0.8051532245769172,0.0,0.0,2.261111111111111,29.816666666666663,0,0,0,0,0,0,0,0,1,0,54686.0
208,10,2187,70,3024,5164,170,720,6.0,386898.0,301.0,-0.0033222591362126,-0.0033222591362126,0.9581597222222222,0.2580966878379088,0.0,0.0,0.3515625,3.0625,0,1,0,0,1,0,0,0,0,0,16863.0
1075,11,6486,1826,1003,22752,439,210,6.0,1294234.0,1818.0,-0.0005500550055005,-0.0005500550055005,0.9589004629629628,0.5659762521203464,0.0,0.0,0.5252525252525253,6.94949494949495,0,0,1,0,0,0,1,0,1,0,45421.0
175,9,666,153,2154,22881,150,852,6.0,579117.0,252.0,-0.0039682539682539,-0.0039682539682539,0.9592708333333332,0.5658247054623349,0.0,0.0,0.5196078431372549,50.20588235294117,0,0,0,0,0,0,1,0,0,0,172622.0
729,10,2676,871,465,6094,322,99,6.0,165833.0,67.0,-0.0149253731343283,-0.0149253731343283,0.9611342592592592,0.6287271982394126,0.0,0.0,0.7071823204419889,3.9447513812154695,0,0,0,0,0,0,1,0,1,0,22419.0
152,11,1540,420,798,7102,100,141,6.0,466216.0,115.0,-0.008695652173913,-0.008695652173913,0.9631828703703704,3.766108328570183,0.0,0.0,0.1797752808988764,3.9213483146067416,0,0,0,0,0,0,1,0,0,1,29513.0
300,4,1602,439,1185,5582,790,1180,6.0,1271853.0,2127.0,-0.000470145745181,-0.000470145745181,0.9636805555555557,1.1562490697097494,0.0,0.0,1.2103896103896103,12.45974025974026,0,0,0,0,0,0,0,1,0,0,25066.0
448,7,948,714,948,17423,748,692,6.0,7564255.0,14850.0,-6.734006734006734e-05,-6.734006734006734e-05,0.9641435185185184,0.3731496615376735,0.0,0.0,0.454,9.092,0,1,1,0,0,0,0,0,0,0,55613.0
405,9,1177,1818,886,17961,1289,1619,6.0,332785.0,232.0,-0.0043103448275862,-0.0043103448275862,0.9688773148148148,0.301344746621714,0.0,0.0,1.0,54.144,0,0,1,0,0,0,0,0,0,0,213571.0
83,5,1072,284,1661,22103,227,134,6.0,2802996.0,164.0,-0.0060975609756097,-0.0060975609756097,0.972662037037037,3.770569620253165,0.0,0.0,0.3522727272727273,7.142045454545454,0,0,0,0,0,0,1,0,0,0,148189.0
166,11,521,177,611,10276,312,790,6.0,421899.0,536.0,-0.001865671641791,-0.001865671641791,0.9736805555555555,0.2247246194544429,0.0,0.0,1.6106870229007633,51.03053435114504,0,0,0,0,0,0,1,0,0,1,59637.0
266,11,2245,223,274,9669,140,31,6.0,474758.0,696.0,-0.0014367816091954,-0.0014367816091954,0.9753935185185184,0.1659566861005572,0.0,0.0,0.324074074074074,5.87037037037037,0,0,0,0,0,0,0,0,0,1,98331.0
196,11,4710,98,6048,12991,346,876,6.0,9727.0,33.0,-0.0303030303030303,-0.0303030303030303,0.9758333333333332,0.8213971311687639,0.0,0.0,1.4452054794520548,17.52054794520548,0,0,0,0,0,0,0,1,0,0,84848.0
159,6,9153,892,4646,107049,1033,590,6.0,1682505.0,290.0,-0.0034482758620689,-0.0034482758620689,0.9766550925925926,0.1355717910207129,0.0,0.0,0.548,93.836,0,0,1,0,0,0,1,0,0,1,518855.0
258,11,1752,404,1003,8017,668,964,6.0,709299.0,154.0,-0.0064935064935064,-0.0064935064935064,0.9771296296296296,0.2936440313746827,0.0,0.0,0.6789838337182448,7.995381062355658,0,0,0,0,0,0,0,0,0,0,35358.0
180,7,2743,298,1615,12745,338,428,6.0,923618.0,213.0,-0.0046948356807511,-0.0046948356807511,0.9784375,0.16605014786691,0.0,0.0,1.0324324324324323,20.248648648648647,0,0,0,0,0,1,0,0,0,0,31738.0
89,11,93,140,346,10603,426,75,6.0,157479.0,217.0,-0.0046082949308755,-0.0046082949308755,0.9793518518518518,0.161214953271028,0.0,0.0,2.1497005988023954,13.281437125748504,0,0,0,0,0,0,0,1,0,0,20302.0
76,10,6437,241,7648,35819,428,3814,6.0,51654.0,48.0,-0.0208333333333333,-0.0208333333333333,0.9800462962962962,2.04479117751941,0.0,0.0,0.2219101123595505,9.75561797752809,0,0,0,0,0,0,0,0,0,0,512309.0
1118,1,21519,48651,16538,64551,5422,2522,6.0,5831206.0,1536.0,-0.0006510416666666,-0.0006510416666666,0.9804513888888888,5.697635595180712e-06,0.0,0.0,2.484,107.88,0,0,0,0,0,0,1,0,0,0,153269.0
158,6,1397,33,2079,3164,124,150,6.0,100.0,1.0,-1.0,-1.0,0.9807175925925926,0.6189737482742994,0.0,0.0,0.1428571428571428,2.8190476190476192,0,0,0,0,0,0,0,1,0,0,12267.0
387,4,48481,719,4228,44236,1404,383,6.0,749303.0,604.0,-0.0016556291390728,-0.0016556291390728,0.9808912037037038,0.0529632937600725,0.0,0.0,0.2424849699398797,7.673346693386773,0,0,0,0,1,0,0,0,0,1,60051.0
859,10,2420,939,1471,13282,906,269,6.0,221508.0,160.0,-0.00625,-0.00625,0.981087962962963,0.3129009748356215,0.0,0.0,1.5167464114832536,34.95454545454545,0,0,0,0,0,0,1,0,0,1,58943.0
883,11,2808,1178,587,19366,323,115,6.0,1294788.0,1820.0,-0.0005494505494505,-0.0005494505494505,0.9824421296296296,0.5924741646971593,0.0,0.0,1.049079754601227,9.233128834355828,0,0,1,0,0,0,0,1,1,0,59635.0
740,9,1473,531,454,5100,176,251,6.0,127241.0,529.0,-0.0018903591682419,-0.0018903591682419,0.983738425925926,0.5668618947556668,0.0,0.0,0.6636363636363637,23.93636363636364,0,1,0,0,0,0,0,1,0,0,19267.0
248,9,3610,169,3691,2800,1933,75,6.0,255623.0,47.0,-0.0212765957446808,-0.0212765957446808,0.9838888888888888,0.6148290199091415,0.0,0.0,0.4408817635270541,1.128256513026052,0,0,1,0,1,0,0,0,1,0,99657.0
331,9,917,459,987,13564,156,464,6.0,859811.0,790.0,-0.0012658227848101,-0.0012658227848101,0.984212962962963,1.3122844176496171,0.0,0.0,0.4259259259259259,12.333333333333334,0,0,0,0,1,0,0,0,1,0,310466.0
