发送时间,视频内弹幕出现时间,弹幕文本
1676995363,240.59500,难道不是吗
1676938505,1503.01800,小学：这个初中会讲     初中：这个小学讲过了
1676938183,1226.26900,米哈游：？？？
1676936132,307.63000,我就是hr，哪有那么高级的各种数据绩效啊（doge）
1676911458,413.53900,相当于相亲中的男生
1676830466,1329.42700,我写代码的，感觉面试用不着这些词
1676829825,703.28100,但是这不是同一种压力啊
1676829155,1663.64500,爱了
1676807633,1526.31100,对 Office在处理数据上很实用 请好好熟悉
1676708359,303.07500,原来如此
1676640837,1309.15600,我校园十佳歌手，我骄傲了么？
1676562090,518.93800,给小姨三连啦
1676553362,30.52400,用了变声器吗，怎么听起来这么怪
1676534604,774.83100,感觉这类更是永恒
1676523966,1653.10500,竟然和小姨同岁
1676503052,29.57900,懂了，某个部门的总监
1676499661,1258.67600,然后带到应聘公司来
1676488066,4.96200,省流: 别省了，真的有用
1676486300,1651.23100,感谢
1676483608,1662.17400,冲这句话，你币有了
1676483589,1653.80400,？！
1676483529,1601.26100,她甚至教你水简历，我哭死
1676483475,1562.12300,哦哦哦哦哦！突然醒悟，自学要找案例通俗的学
1676483415,1532.26500,我的学校就是！当初大一强制报名，不报名扣绩点，收了钱之后逃课都没人管
1676483361,1521.45300,她温我哭
1676483265,1480.79400,别骂了别骂了
1676483251,1473.53800,我论文排版花钱搞的。。。
1676483231,1469.41300,哈哈哈哈哈哈
1676483138,1398.79900,hhhh小姨也太实诚了
1676483046,1364.78900,哈哈哈哈哈笑死了
1676483002,1326.90800,虽然装逼，但是它真唬人啊
1676482935,1295.36800,可是我也就在学校有点荣誉了
1676482903,1274.05000,方法比努力重要
1676482859,1653.49800,和小姨同龄，然而我还在读研
1676482858,1238.67100,装逼的词汇可还行hhh
1676482838,1226.74800,初创公司适合大佬养老，年轻人去真是又苦又累又摸石头过河
1676482777,1196.90600,很多人自家亲戚小店给盖个章，就混过去了
1676482716,1159.95900,应届毕业生除了实习经历也没别的拿得出手的了
1676482682,1143.59400,佛祖：？？？
1676482671,1138.90800,《咬牙切齿》
1676482645,1659.17000,好年轻！！！！
1676482571,1092.97900,突然就get了
1676482509,1055.69400,小姨的奇妙比喻
1676482352,917.75200,哈哈哈哈哈哈
1676482335,918.85200,哈哈哈哈哈哈哈哈
1676482292,879.32800,既突出了自己能力强有人要，又给了这家公司面子
1676482218,842.03600,是的！不然一直拖到你错过了别的公司，他回头告诉你不要你了！！！
1676482154,814.54400,我是真的不会说话，悲
1676481995,723.01700,月入一千八，每天笑哈哈
1676481976,714.04800,怎么看个视频突然遭受到了攻击？我哭死
1676481931,698.82800,哈哈哈哈哈确实
1676481909,690.79200,经历过，只是觉得那个人一直在刁难我，真的很烦
1676481719,563.97800,这个思维方式真的是纯纯老社会人了
1676481641,516.31100,本来以为我还是个孩子，可是一想我都成年好久了
1676481632,506.11400,这个妙啊，我一直都不知道该如何回答自己的缺点
1676481566,487.22700,学到了
1676480906,416.59900,感觉这种剖析根源的长视频，看得人都少，很多人只想1分钟内知道答案
1676480840,391.50600,这个思维，刚毕业的学生可能get不到吧
1676480800,370.71200,和HR说话一定要小心，哪怕面试结束了，路上闲聊也要注意
1676480719,312.68300,小姨也学会叠甲了
1676480707,309.19800,哈哈哈哈哈哈
1676480639,257.70500,确实，有的小公司HR鼻孔朝天，大公司的HR人美嘴甜
1676480552,208.44900,《BOSS直聘》
1676480498,166.64500,有些公司笔试题直接抄的公务员题，不知道有什么意义
1676480455,146.67200,小姨你可是领导啊你清醒一点（bushi
1676480434,143.66800,没人监考，划重点
1676480417,136.95200,hhhh我面试就抄过，那个公式我会用但是我背不下来逻辑
1676480344,59.16700,第三条引人注目hhhh
1676480292,117.01200,这个也算是展示一个诚意吧，表示自己认真了解过公司才选择的
1676480204,72.39800,发性格测试是认真地吗，，，
1676480167,48.45300,哇，还有导图，有心了
1676480141,38.68100,吓得我赶紧看了一眼进度条
1676479634,8.60000,小姨你上班啦 啥时候给我买美少女战士的手办呀╮(╯▽╰)╭
1676479025,9.85200,好家伙 半个小时的节目
1676807494,1419.53500,棒
1676511486,606.21900,那倒也不是。。。
1676486408,35.59400,诶呀 领导好
1676483331,1500.25800,up真的好理解年轻人啊，这么理解年轻人的领导不多
1676483279,1486.08700,意想不到的展开？
1676482964,1305.49900,十份简历八个学生会长是吧doge
1676482864,33.67800,让我们一起说，谢谢小姨
1676482573,1658.44900,25岁的领导……好厉害
1676482129,804.22500,背下来了，下次用（
1676481967,512.28200,谢谢
1676481853,660.43700,hhhh汉语博大精深
1676480333,57.78400,《能不能抄》
1676480117,25.90600,这可不能叫“算是”，业务负责人不就是领导吗，谦虚了
1676480057,13.34800,小姨果然是领导啊
1676480037,8.33400,化悲愤为力量哈哈哈
