发送时间,视频内弹幕出现时间,弹幕文本
1676984400,68.77900,各方面强就寄了吧
1676935618,221.07900,现实是，大部分下属愣头青，贪心大还莽撞
1676723430,69.77400,下属比我菜我为毛要花钱雇他
1676706740,19.33000,然后发现下属全方位吊打自己 只是起点低了没钱被迫打工
1676696983,73.40700,从创造的价值和个人意愿两个思考角度出发
1676691915,30.63900,还真有下位者翘掉原领导上位的
1676683424,39.80700,合作关系队友当然越强越好啊，大腿啊
1676662577,225.47100,把这人变成朋友，即使他以后跳槽或自己跳槽，有个实力强的前同僚，也是好事
1676646566,81.53400,人格色彩，一个团队里的所有人应该要形成互补，不需要样样都很强
1676637553,93.04000,所以需要唱黑白脸
1676637450,23.89900,被灯光一照，显着老曾同志印堂发黑。
1676637389,20.17300,不 我没有
1676636501,87.53900,当枪使，当背锅的
1676696341,24.71400,哈哈哈
1676698728,25.82400,不 你有
1676717633,22.65900,印堂发黑呢？
1676690536,36.97900,这块可移动的黑斑是怎么做到的？
1677127576,26.90100,互联网真是乌烟瘴气  卷的这么厉害
1676647380,30.02100,真印堂发黑
1677069720,52.73900,不告诉你
1676816959,106.63800,能不能睁开眼睛说话？
1676784052,1.16200,兄弟我建议你定期体检一下
1676691520,169.55400,我们领导不会讲道理怎么办？总是喜欢说员工能力不行怎么办？
1676690189,14.71900,印堂发黑？
1676648978,61.55900,如果下属各方面都比领导强呢？
