发送时间,视频内弹幕出现时间,弹幕文本
1677092710,67.68400,和pdd那个超声波翻身心法讲的一模一样
1677085428,100.79900,肯定要回拍马屁
1677081771,57.98100,不会有人夸我的
1677078163,90.73700,看人真准
1677072308,4.61900,千里马伯乐，给他一个伯乐
1677071246,121.82500,真难啊
1677069260,7.49900,笑笑，不说话装高手
1677066333,9.16200,正是在下
1677065692,82.33200,我帅我知道
1677046214,14.14500,霍金来了都的起来敬酒
1677041478,43.69000,茶话会
1677037511,43.47400,夸我工作做得好，那加薪的事是不是该考虑一下
1677032816,23.49200,机器人啊
1677026171,8.18300,你说的对
1677026003,50.91200,我真是谢谢你呀
1676995692,15.89200,啊对对对
1676993602,38.55800,自媒体普通话术
1676991118,143.84400,小聪明但真实用！
1676984549,107.47300,高情商
1676982440,127.81100,总结就是轻轻接住，巧妙的回夸回去
1676982345,101.86100,好了，以后人际没了
1676981726,79.94600,《我以前是屡试不爽》
1676976763,30.39600,我的回复是，确实
1676972752,44.11500,这是循环放的画面？
1676967521,113.57500,都是过家家罢了
1676953619,30.45900,招财猫？
1676908346,22.99500,这个手太出戏
1677074389,7.49100,给我低调点
1677044957,13.97000,很简单啊，仰天大笑咯
1676994208,129.04100,除了非技术岗位，其实还是有本事最重要
1676984475,53.14700,我会把夸我的词语，归功我上级栽培的好。说好听叫借花献佛，不好听叫借力打力！
1676982792,122.38500,都是些小聪明
1676982133,30.87000,低头吃爱谁谁
1676979263,41.43900,招财猫
1676976995,7.20700,算你识相
1676963324,25.38600,为公司卖力
1676961921,14.05900,每次吃饭局，我都想掀桌子。但一想肌肉没有乌鸦猛，还是算了。
1676955183,46.01900,招财猫
1676935292,42.15600,纯路人，这是机器人吗？
1676893964,7.48500,这样子回。说的好，你再说一次。
1676893100,115.12700,厉害了
1677089425,6.43900,是故意还是不小心的？
1677081678,5.90800,不可能的
1677079792,41.06200,你跟这儿办招才猫呢？
1677078441,61.02800,这逻辑不难Chatgpt 安排上
1677077209,12.44300,没必要活得那么累
1677072664,125.81900,跪人指路
1677072505,27.05300,招财猫
1677059187,7.07300,你说得对
1677049166,115.53900,不错不错
