发送时间,视频内弹幕出现时间,弹幕文本
1677118186,420.65900,要考研呐
1677039118,429.88400,郭郭掩面哈哈哈
1676988653,726.90000,整个节目都是广告，盖了
1676981841,740.44800,居然有点心动
1676980786,381.07000,读者意识
1676968450,447.07400,手机打字就是玩手机，这个显得比较认真
1676947648,422.44600,必买
1676901456,132.41400,上班四年多，连个PPT都没做过，别说写东西了
1676899086,655.84400,ti n h hao d
1676898858,410.87700,哈哈哈哈哈哈哈哈哈哈哈哈哈《好丝滑》
1676897955,708.47200,哈哈哈哈哈哈哈
1676897660,413.18500,哈哈哈哈
1676893022,613.85700,反应慢
1676820933,741.44000,心动 看了价格 886
1676800653,255.20800,申 申论？
1676794490,549.65100,职场裁缝
1676792609,542.69200,类纸膜。。
1676790683,586.74300,倒是给我们看看哇！
1676790674,586.74300,哈哈哈哈哈哈哈
1676790038,120.60300,我可以写，但是要给我一个模板，我好怕写错qwq
1676780908,262.54600,甜甜手上拿着个啥
1676774081,440.65300,嗯嗯 汉王mini101
1676774071,430.42700,汉王mini101，对吗
1676765316,541.77800,一个本1.5元写好久
1676765263,514.49900,为啥不用笔记本？
1676739100,113.10600,chatgpt啊
1676736647,435.23800,毫无痕迹
1676735101,541.61300,要看郭总写字
1676733911,509.87900,啊哈哈哈哈哈
1676732370,740.23000,是有点心动，but想到自己吃灰的Kindle…..
1676732190,457.62600,哈哈哈哈，两位配合挺好
1676732184,414.48800,哈哈哈哈哈哈哈哈
1676731957,232.73000,逻辑思维，有条理的表达明白
1676728488,301.53500,老王装模作样写啥呢
1676725954,452.67700,哈哈哈哈，虎子哥在憋笑
1676725900,409.70500,快跑阿
1676723959,176.15200,我也觉得，语文不好的我，浪费了那么多的积累时间。
1676715895,233.78500,搁这儿写会议纪要呢
1676712785,770.54700,给咱也配一个
1676711103,728.88500,可是郭律当时说不用写 这玩意都是内化的hhhh
1676706134,741.79800,说的我好心动，有点想买了
1676702800,737.72600,动心了
1676696784,422.08500,哈哈哈哈哈哈哈哈哈哈哈哈哈看看两个人这里的动作，好好玩哈哈哈哈哈哈哈
1676695575,685.46400,A5
1676695369,482.11800,那我为什么不拿个本啊哈哈哈
1676694201,757.20100,虽然是广告，但意外觉得有点用。种草了
1676690059,522.50500,哈哈哈哈哈
1676683604,433.81100,笑死在演了
1676681549,407.01400,快跑
1676678786,500.03300,本以为是写作猫广告 大意了
1676673646,409.66100,哈哈
1676666688,417.11900,哈哈哈哈哈
1676656162,412.25300,名言警句呵呵哈哈哈
1676655935,748.61000,好
1676655650,744.63000,一千九
1676655640,422.64900,哈哈哈哈生硬
1676653981,768.73300,好家伙才发现这期纯纯广告
1676653909,410.86800,过于僵硬的植入
1676653605,427.40100,演技有明显进步哈哈哈哈哈
1676653100,734.95200,完蛋，有点心动了
1676652224,36.75700,郭郭好可爱
1676652172,767.25400,有券吗？
1676652039,746.40000,哈哈哈，call back 了，
1676650459,397.50900,老王你在干嘛
1676650204,29.47900,虎虎真带劲儿
1676649375,635.47600,想买了
1676649092,731.52300,心动啊
1676648815,759.51700,对！！睡前不摸手机
1676648795,738.66600,好使啊
1676648783,451.43800,哈哈哈哈哈哈哈
1676648761,432.99800,哈哈哈哈哈综艺没白看啊
1676648432,122.56600,正是在下
1676648375,425.39300,期待
1676647962,417.31300,hhhhhh
1676647076,8.18200,只要用写作猫，都会写！
1676646448,699.26000,京东 1899
1676646336,395.08500,哈哈哈哈哈哈
1676645869,748.40800,坏了 想下单了
1676644973,729.96800,真挺好啊
1676644396,424.98800,现代论语是吧
1676644327,414.65000,哈哈哈哈哈哈哈哈hh
1676644165,740.54300,价格侠在哪里
1676643762,456.10600,嗯～我们开始演了
1676643636,435.02400,左右两人不好意思，哈哈哈哈好可爱
1676643321,233.24000,很多理科生是啥都学得好选择了理科，文科生是理科实在学不会文科也一般般那就选文科
1676643104,416.22300,?????????????????????????
1676642136,349.93400,公务员会写可太重要了
1676641950,426.10800,两人同时不好意思哈哈哈哈哈
1676641812,121.07300,这个我的弱项啊，还不如让我分析哪款产品好用呢
1676641748,82.45400,我妈充着电刷
1676641528,178.48200,写作猫广告预警
1676641512,172.81800,要有灵气
1676641440,110.49800,我必须要有模板，反省自己
1676641088,613.66700,这广告也太长了8
1676641030,436.12400,这广告，演的真好
1676640264,558.31000,快放老郭的字
1676640173,187.08200,感觉马上进写作猫广告
1676640152,726.10100,完了 有点心动了
1676639914,313.62900,洞察啊，记下了
1676639696,47.95500,这期视频有点短
1676639191,489.89600,噪音
1676638980,145.06000,大概率有广告
1676638610,414.77100,6
1676638029,52.53100,确实，早上起来看手机我爸昨晚三点转发年轻人不要熬夜这件事
1676637786,306.78900,疯狂同意！！！ 是让你感受到的不是直接白给的
1676637203,590.17900,不管！！！！我郭总还是好看！！！
1676636567,3.82100,明天开学啦！还能看到lgb！
1676636238,322.08100,优势在我
1676636128,588.39300,哈哈哈哈哈内容突出二者性格
1676635828,303.43000,虎子那一块是发旋吧哈哈哈哈
1676635479,23.32500,欧呦欧呦，虎子来劲哈，哈哈哈哈
1676635123,702.27000,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1676635098,172.41100,程序员有文档和技术博客可以写
1676634977,409.61900,哈哈哈哈哈哈哈
1676634538,311.47900,确实 虎虎那是个旋还是秃了一块呀
1676634239,406.45700,开始演了
1676633980,416.66000,你们三一起合作一部刑侦小说吧  一人出一个脑洞
1676633915,199.72400,多度多写多请教
1676633725,412.25500,哦
1676633528,209.93200,笑死哈哈哈，p大的在说的时候永远吧p大放在t大前面（doge）
1676632660,154.87000,敲代码算不算写？
1676632657,701.98200,大暄哥效果拉满哈哈哈哈哈哈哈
1676632505,587.90300,郭总小学生字体哈哈哈哈哈
1676632486,636.40200,现在仨就在当这个汉王的说明书了lol身体力行展现说明书
1676632367,88.20100,真的是，过年我爸妈刷抖音刷得我都要崩溃了
1676632119,415.80800,哦~
1676632112,254.96500,果然是岁末年初逃不过的话题！
1676632106,442.48600,那我为啥不直接用手机打字或者录音
1676631891,407.31800,哦
1676631607,80.39900,哈哈哈
1676631477,416.25700,66666
1676631230,672.80600,甜甜下回直播能上车吗，砍到100块
1676631196,295.23700,虎虎头咋秃了一块感觉
1676631172,297.06600,命里文昌文曲陷忌了…
1676630955,416.65400,6
1676630876,417.69100,6
1676630801,766.72700,确实，是对现实世界沉迷手机的buff
1676630695,734.42200,都需要啊，练练字
1676630604,676.36700,需要一个
1676630506,623.60400,真好
1676630320,454.46700,就像纸质笔记本啊
1676630266,403.41500,哦
1676630258,403.41500,哦
1676630253,506.23600,233333
1676630251,417.04200,汉王mini101，对吗
1676630176,409.40800,6
1676630147,347.01900,公务员也需要文字功力
1676630108,335.59200,老王说的对
1676629949,199.11100,你仨肯定都是会写的
1676629828,77.61000,中老年很幸福啊
1676629744,776.72500,再看一遍，那个是什么笔记本，好想拥有
1676629654,722.29700,好想写写字
1676629615,698.41900,太好了
1676629532,473.99700,甜甜的字好好看！！！
1676629377,468.86100,apple pencil没有误触啦
1676629179,18.44200,郭锐你好啊
1676629148,245.21800,严密
1676629138,234.71800,逻辑
1676629083,179.21800,被提升的都是会写的
1676629064,590.13900,虎虎的字真好看
1676628809,417.09100,不对
1676628659,412.27400,？
1676628637,452.54600,嗯~
1676789927,23.75700,哈哈哈哈这么久了，每次开头的时候都还是有一种双方不太熟的感觉
1676652375,590.59900,哈哈哈哈哈哈哈仨大哥的字儿真是反差感满满
1676645333,702.61000,哈哈哈哈哈
1676639098,18.77900,什么时候出书呀？我要买，我要买
1676629069,30.71900,哈哈哈 虎虎好
1677153355,703.10600,幽默
1676721622,90.89100,我爸爸就是这样啊哈哈哈哈哈
1676705388,24.01600,出！！！我一定买！！！！！！
1676702323,38.00000,虎子白头发是不是越来越多了？
1676689334,703.30400,效果拉满
1676685672,490.22800,响应看起来很慢
1676654414,32.48200,写作猫真挺不错
1676653030,591.29600,哈哈哈哈郭总呆萌可爱字体
1676652031,710.67200,知识都挺杂啊哈哈哈哈哈哈哈
1676647991,187.54600,好专业 记上笔记了doge
1676647194,459.16100,这个太好了啊
1676646246,200.57100,感觉大喧哥在憋笑哈哈哈
1676641713,54.94800,哎妈，我爸说我妈曾经熬夜看某音到两点
1676640374,19.57300,芜湖 热乎
1676635835,482.47200,以后每次talkshow老王都要现场使用记录
1676635519,83.13000,那只能都给中老年买苹果了（狗头
1676633920,313.75900,是非曲直，难以论说
1676632481,591.34000,甜甜的字是好看滴
1676629728,474.02000,pad没有呀
1676628915,12.49600,来啦
1676863446,469.55300,所以我买一盒A4也不伤眼哇
1676810712,258.37200,辞藻堆砌的代表房琪
1676790634,550.45800,职场键盘侠哈哈哈哈哈哈哈哈啊哈
1676790601,525.71700,想看虎虎写字！
1676691895,518.05600,倒是把这个笔锋展示给我们看看啊
1676688959,573.13200,善书者不择笔  哈哈哈哈哈
1676652026,591.43900,哈哈哈哈哈哈天真无邪
1676649159,133.40500,这话题真好！
1676643408,679.41400,老王的字识别准确率应该不高
1676643277,623.71600,没错
1676633733,20.22800,出书出书！
1676631779,7.85900,为啥这么短
1676631160,704.34600,哈哈哈哈哈哈哈哈哈
1676629169,265.71900,特别同意
1676800446,56.07300,今天我的水杯咋离我这么远
1676699734,591.91400,看来公务员笔试第一确实是内容太好了
1676649605,314.45600,大家这奇怪的关注点啊哈哈哈哈哈哈
1676632378,462.04700,不错，孩子说很好吃
1676630164,24.32000,阔爱
1676629776,711.95800,哈哈哈哈哈哈哈哈
1676628892,38.28200,别剪，长点好看
1676628847,704.42200,哈哈哈哈哈哈哈哈
1676628829,20.37700,郭锐长头发好像纽约时期啊，太抗老了
1676628512,34.01700,热乎的
1677119498,188.50300,哈哈哈哈哈
1676735281,326.30900,春秋笔法
1676689452,246.10200,我是因为理科成绩特别好，感觉学文科后数学可以降维打击就选了文科
1676688474,475.17700,j
1676661053,185.90900,确实，会写的升得那叫一个快
1676649821,675.08200,我消费不起哈哈哈
1676649521,12.75800,出书必买
1676644485,591.94300,哈哈哈老郭的字
1676644371,485.92700,图书馆慎用
1676641818,20.45000,来啦～
1676634704,87.24700,这咋衔接的。。。。
1676633983,229.04400,写有些东西逻辑框架和思路最重要
1676632388,549.12200,职场键盘侠哈哈哈哈哈
1676632075,704.80900,有点心动
1676631497,592.73800,笔锋在哪里哈哈哈哈哈
1676631003,91.42300,说中老年人，我第一反应是老王是说自己的吗？哈哈哈哈哈
1676630911,24.66900,虎虎还能再顽皮点儿吗？！阿哈哈哈哈哈
1676630558,640.69200,拯救中华文明啊
1676630369,495.33400,这个好
1676628908,704.92400,哈哈哈哈哈哈哈
1676628806,203.54500,现在职场中遇到把事情说的简单明了是要靠逻辑的，往往是理科出身有优势
1676628321,34.87700,郭总这发型很好看啊！继续保持吧
1676681698,260.14900,郭敬明：勿cue
1676656388,592.81700,嘿嘿喜欢大暄哥的字嘿嘿大暄哥粉丝上线了
1676651770,521.50100,我要看虎虎写的字！
1676651536,556.32500,能书不择笔
1676650030,707.51600,哈哈哈哈哈哈哈哈哈哈哈哈哈哈还好哈哈哈
1676649627,315.71600,虎虎那肯定是头旋啊
1676645626,530.24700,倒是给大伙看看虎虎提的字哇
1676640184,462.47900,我以为今天是写作猫的广告
1676638193,38.78100,老感觉郭总对我微笑
1676634953,682.91000,把价格打下来
1676632991,715.50900,哈哈哈哈哈哈涉猎甚广
1676631029,472.08200,完了，想买
1676630543,288.81900,把事情想明白，再写明白，可真是不容易啊
1676630525,632.23700,太久没写字了
1676629771,21.10800,你们会讲啊，我看第二遍了
1676628241,69.15100,中老年人：明天抓中药调理一下
1676628143,8.10300,郭总新皮肤好好看！
1676885827,16.26800,期待
1676693963,593.77100,字如其人，郭哥少年，王哥飘逸，大暄哥霸气！！！
1676645008,21.79600,大喧哥真帅
1676644792,594.40200,虎虎真是字如其人
1676644159,190.35600,秘塔？
1676640429,708.05100,打了十几年字，现在连一句话都差点写不出
1676634776,207.52700,不好意思，理科生中笔杆子的代表就是我了
1676629934,478.29100,种草了
1676628631,35.43200,妹剪头
1676628538,28.96200,哈哈哈哈哈哈哈
1677120781,594.58700,网友唯一比老郭强的点：字比他写的好
1676648177,44.72900,今天没饭局？
1676635531,36.25500,郭：腼腆一下
1676633546,317.86400,你们三个就是这种风格的
1676632171,468.56700,嗯~
1676631010,22.35800,秘塔 说词啊
1676628834,29.32400,郭总的椅子好像垫高了的感觉
1677125418,512.14800,退了
1677068974,425.27800,快出
1676768743,243.09800,素材积累 文字功底 思维逻辑
1676733478,81.56100,啊真的我奶奶80岁了就这样
1676729340,718.36100,竟然没有彩色
1676696769,708.73900,呵呵呵呵还或
1676696442,691.78400,有京东读书吗
1676692387,692.23900,坏了，想买了，老王把价格打下来！
1676688670,619.46500,这个视频就是个广告
1676684174,647.12300,真的长
1676680419,108.35000,宣传稿我往后缩纯粹是不想出这风头。。。在领导那里不差这一次，反倒会在同事面前显得喜欢挑头
1676655597,724.56700,广告好长好长啊
1676654087,559.33300,家家，拍屏幕呀
1676654016,496.59100,你是不会打字吗
1676653897,409.93700,什么鬼
1676651906,599.81600,虎虎都是连笔
1676649073,55.39000,都胖了啊
1676646527,760.85500,协作应该是微软全家桶啊 哈哈哈
1676646176,454.97100,老年人玩意
1676644940,702.38800,关键字：东莞
1676644050,127.46900,我就是
1676643193,486.99100,。。。。。。。。。。。。。道理都是屁，挣钱最重要
1676643127,429.86300,！！！！！！！！！！！
