发送时间,视频内弹幕出现时间,弹幕文本
1677038851,134.55900,很有用！
1677038825,67.44300,六六六六六六六六
1677038815,66.52300,9
1677038809,65.40300,666
1677038631,0.76200,上课啦
1677010357,77.03700,6
1676990511,106.83700,感觉像模板哈哈哈哈哈
1676986161,132.42000,规划归规划，发展发发展
1676983723,127.57700,具体很关键
1676983702,106.07700,满分！
1676983663,70.28400,6
1676983618,34.00200,锴老师
1676983607,29.17400,锴哥粉笔认真的吗
1676983574,14.51200,Here we go!
1677038755,35.86400,太实诚了
1677038694,16.75400,开始上课！
1677038678,14.26200,没有准备好
1677038796,60.86600,哈哈哈哈哈真相了
1677038721,24.31100,我想赚100w
1676986021,26.22000,瞎说就可以成为专家
