发送时间,视频内弹幕出现时间,弹幕文本
1677130295,26.83700,不下两千多人是病句
1677026721,75.64400,执行力
1677013911,9.45700,卖课的
1677009073,45.40200,IT行業經常需要換新工具，好學高效率學必須有
1676993891,88.72700,卖课的啊！它在ufo你！
1676993513,29.98100,我不会，你可以去对面公司
1676944363,0.00000,这波标题有点炸裂，但up内容还是客观的，我觉得就是，你别真的都需要学，得有点基础或者有有效行动
1676853005,37.88200,你骗我我骗你，人多了
1676851194,50.78400,人事不做人事
1676824467,29.02500,我不会，也不愿意学，但是我可以假装会
1677008973,11.92200,找現成的工具
1676985289,53.53700,你不会大把人会
1676946240,5.69600,省流：编造噱头，实则卖课
1676904056,30.98500,是的
1676901968,40.11900,最该淘汰的是面试官
1676900434,46.36500,总是学不会～～
1676993579,31.51700,它可能想说，实干不如拍马屁
1676965323,56.17800,笑死了，做技术的应届生有几个能直接上手的？都是进公司开始学
1676906236,48.33900,不学怎么办，生下来就会吗？
1676897161,8.23900,？
1676867321,17.67500,“好学”也可以是愿意用空闲时间学习工作相关的东西啊
1676854687,40.63900,不然呢？我不会我也学不会？
1676963362,42.60600,这句话的重点不是好学，是我不会。
1676906253,50.23900,学习这件事不是后天有的吗
1676876850,32.99900,靠，我看过的成功学的书就是这么教我的
1676993684,37.08400,那么一个刚刚就业的新人什么都会吗？
1676877882,45.16300,这不关键在于我不会么？混淆得可以啊
1677001485,6.07700,公司都让你们这帮人搞残了
1676995086,9.95500,省流：卖课狗 关闭视频
1676968679,46.77300,互相糊弄呗，谁也别当真
1676957778,9.93900,课多少钱直说
1676935422,0.00000,呵呵
1676906313,52.37800,有饼啊，学习怎么了，职场就不用学习了吗，毕业了人就飞升了？
1676874732,27.17900,特么的你不会，过来面什么试啊？面个锤子
1676859877,63.82100,营销号的小曲
