发送时间,视频内弹幕出现时间,弹幕文本
1677122792,162.05800,一月的工资还没发
1677115920,214.89400,这不是在说银行吗
1677080294,259.51700,国企。。
1677067741,90.14700,我们今年年会直接取消了
1677057591,20.00000,法院
1677051698,269.17100,国企5中4
1677043879,126.29200,我们疫情还招人也是牛逼……
1677036528,236.61800,蒸蒸日上
1677029433,103.55100,疫情都这样
1677002869,19.98200,严抓考勤是真的要走下坡路了
1676983531,126.85800,如果所有单位都中了说明什么
1676974553,83.71900,腾讯打卡
1676974318,281.46700,别人买个录音干扰器
1676971210,24.93900,我们央企也开始关注考勤啦
1676962296,90.35900,如果一开始就没有呢（狗头）
1676955764,243.43900,德邦全中
1676952040,4.60800,国企央企除外，黄都费劲
1676917512,260.23800,美团的快跑
1676917290,12.64300,开水团，全中
1676912524,4.88400,今年我们单位也开始抓考勤了
1676912387,309.31400,总有办法让你走
1676912377,299.07500,想得美
1676908456,197.19800,朴朴
1676907505,110.46000,一直年会都没有
1676905429,204.14600,南双
1676904623,281.12100,所有音视频证据都要在手机原位保留好
1676901494,193.67000,广州某市中心老城区的单位都是
1676900670,115.85900,这说的就是我前司啊
1676898667,76.91300,看工作性质
1676896155,25.16100,上班不弹下班弹
1676895870,12.54700,高中我们班严抓考勤，重点班之一，最后本科上线率最低
1676894255,169.05200,彩色铅笔点你名呢，天天挨骂开心吗
1676894252,96.74400,我都从年收入45w多10w不到了 还不知道公司要黄么 doge
1676894183,102.13500,开水团笑而不语  我本来也没这些
1676892907,24.86400,有的公司有淡季 淡季抓考勤是很正常的
1676888924,323.70400,赔偿是按实际工资算的，别被骗了
1676888511,43.06100,我们公司每个月迟到多的挂路灯
1676887800,12.65800,直接拿n+1
1676887296,274.51300,爱齐科技：你在说我？
1676887009,19.13900,开水团必有一票
1676886848,19.89800,反正只要拖工资，我就会开始做准备换了
1676886813,42.76800,我之前公司迟到一次罚200……
1676884707,96.37400,这些是啥？从来都没有过…
1676883175,303.99100,不存在的，之前的公司就不辞你但是业绩指标逐月上升你钱越来越少不走你也撑不住就逼你自己走
1676882593,131.83800,猫猫
1676882238,102.60800,本来生活
1676881671,207.59500,太对了哥 哥太对
1676881569,139.79000,央企全中怎么办
1676877730,13.06600,我们单位从创建初期开始到现在抓考勤严的一匹
1676876367,61.25800,主销售企业才这样。
1676875355,231.62600,工程有限 公司
1676872364,237.71800,中铝集团
1676871591,155.20600,前面说联通的那个人你站住
1676870049,246.16200,腾讯全中
1676869468,33.04700,中公教育，已经要没了
1676869249,97.07700,海康威视
1676868913,12.77800,万达
1676868468,211.02900,想跳槽了
1676868076,90.45800,从来没有过～
1676867853,231.61900,这些未必是下坡路的征兆吧…尤其国企事业单位
1676867510,39.14300,国企全中
1676867506,61.28800,我们淡季抓考勤，旺季放飞自我，持续6年了，目前还没看出来要黄
1676864156,20.11300,我跑路了
1676861157,82.81500,不是所有的公司都是互联网公司那一套吧
1676861090,50.21800,中铁电气化局全中
1676859429,20.25700,哈哈哈是的
1676858937,227.17900,压实工作
1676857614,190.34200,娃哈哈
1676855578,235.86500,富士康工厂
1676841362,101.79900,国企事业单位不适用
1676838711,106.23600,太经典啦
1676836214,182.60100,嗷，这该润那该润，刚经历过疫情的大部分企业哪里这么快缓过来，还有你以为一大部分网友是离开现有公司能立马找下家的么？
1676835371,131.81800,猫猫出现了
1676826346,75.16500,这不就是我们公司吗？喊口号整得跟传销一样
1676825113,148.71800,央企全中
1676824998,82.65200,我们手纸是自己供给……
1676824571,222.02100,PICC你说的最近一年全中，基层就差爆发的一天了。
1676824331,68.47800,上班挣工资，考勤都整不好，还能整好啥
1676824215,263.37800,现实中不可能这么潇洒的
1676822446,49.63600,哈哈哈哈，topsec看来药丸
1676822278,82.21000,说的好像是现在的滴滴
1676822163,111.36900,吉祥航空哈哈哈
1676822128,96.97200,洗手液兑水
1676821834,256.71600,贷款上班2月了还有救吗？
1676821742,289.34100,录音可以作为证据
1676821673,136.65800,HR离职，不干人事了
1676821600,223.97900,@兰州轨道交通
1676821285,12.25900,如果老板开始关注这种无聊的东西，说明老板给的疼了，说明他没钱了。这是事实
1676821029,251.69200,已经严重拖欠工资了
1676820632,117.62500,全中~~已经做好跑路的准备
1676819157,113.17600,医院这几点全中
1676819040,33.05900,央企全中
1676818877,303.37600,要住院手术请病假被辞退了
1676818395,269.03900,拖欠年终奖……
1676816879,115.63600,真实
1676816675,4.31900,我们单位抓了30年了……
1676816476,19.11300,哪里不是在走下坡路
1676816444,68.25200,问题是狼群是不会抛弃任何一个弱者的啊。。。狼性文化是整个团队一同狩猎，一同分享狩猎果实，只干活，不给饭吃，那是狗性。
1676816314,210.79000,我觉得你说的不是公司啊
1676815139,25.17900,律所表示全部命中，但也来了30年
1676815132,97.40600,国企全中，怎么办？
1676814120,54.15500,难道不是因为你们太摸鱼导致的项目G了最后公司没了？
1676812678,83.15900,但单位怎么可能倒呢
1676812025,75.86600,我单位啥都没
1676811771,319.45400,所以现在很多企业基本工资给很低，因为赔偿只配基本工资
1676811624,267.69900,拖欠一年奖金的国企设计院
1676811580,222.34400,我就是这么离职的
1676811522,163.98500,老员工都是变相逼你走，，主动载得付好多钱
1676809363,222.08600,就是我们啦
1676809342,25.18600,某为公司，开始严抓
1676808628,19.46200,广州地铁？
1676808413,157.93400,目前全中，我技术员干着采购，法务，经营的活
1676808341,55.57800,但有的公司，一直都是抓考勤的
1676808091,242.13800,升龙物业全中
1676806530,5.73800,润毛？出去又没人要，活1天算1天吧。
1676806526,331.35600,我们连打卡都不打怎么办
1676805233,46.09900,改时间不是因为公司被逼的吗？
1676804738,68.53900,重点在于变化，如果公司一直就要抓考勤那没什么参考性
1676803906,5.61900,严抓卫生的呢
1676803774,236.06700,如果是上市公司那么就是为了演戏呗
1676803071,33.49900,原来比较弹性学校，现在也开始抓了，是不是要完蛋了，好慌！
1676802620,90.05900,说的是招商局集团
1676800014,126.73700,开始拼命招实习生啦
1676799318,131.60900,这不就是我们公司嘛
1676799264,154.81800,还有折腾衣着标准的
1676798425,75.29900,从来不发呢
1676798038,5.49700,国企例外
1676797690,217.97900,太对啦
1676797544,126.53700,万达商管
1676797288,176.83800,移动铁通：你干脆点我名字
