发送时间,视频内弹幕出现时间,弹幕文本
1677135581,85.83500,其实就是没解决
1677135362,360.51100,不会 你是勇士 真的 
1677135217,177.47200,这不就是天娱嘛~
1677135201,37.93200,保护
1677133823,353.71200,唉
1677133787,317.89300,唉
1677133614,239.08000,不留后路是吧
1677132782,374.03600,保护！！！
1677131624,364.61400,保护
1677130886,137.89600,乐华不就这样，签了人在家里扣脚
1677130866,362.53700,保护啊啊啊啊！
1677130583,248.01000,真的服！
1677130569,290.26900,保护
1677130514,83.26200,保护
1677130459,22.88900,保护
1677129771,204.75600,？她居然是模特公司的吗
1677129517,366.56000,保护
1677129176,364.34900,保护
1677129043,92.55500,保护保护保护
1677128988,364.98200,其实看她的视频就知道了，华而不实。专门吸引不懂事的小孩的。小朋友的家长们要留意了
1677128692,303.76800,这个公司的做法真的服了，感觉离倒闭不远了。
1677128473,393.51400,支持比例！一般人遇到这事肯定避之不及，怕引火上身！比例勇敢发声三观太正了！支持！保护！永远爱你！加油！
1677127697,377.36100,保护！
1677127514,100.36100,保护
1677126839,15.82400,保护
1677125280,157.18700,支持比例，谢谢你为她们发声！
1677125055,428.80900,比例好勇
1677123666,363.57700,支持
1677123438,169.27600,不是又要坑解约金这招吧
1677122946,365.26000,支持保护
1677122489,426.11300,宝你真棒
1677122275,428.24400,谢谢比例！
1677120726,362.66500,正道之光
1677120682,324.09400,《坏事变成好事》祝各位有能力的经纪人尽快跑路脱离苦海
1677120550,260.83300,这不是球星转会的思路吗……
1677120400,228.15800,路走窄了
1677120312,360.00600,保护！！
1677120252,58.58400,保护保护
1677120136,365.46000,保护
1677119794,334.46200,保护保护
1677119603,370.18400,保护！
1677119342,65.46100,离职了？
1677119001,385.96100,保护比例
1677118926,365.25000,保护！
1677118396,365.72800,公开处刑
1677118330,364.78000,支持比例！
1677118326,296.22800,保护
1677118219,229.70000,凭什么啊
1677118094,361.79700,比例真棒
1677118063,223.82000,保护保护
1677117758,362.92000,保护！
1677117536,73.57600,对，这件事印象深刻
1677117298,364.02000,无懈可击
1677116715,407.57200,相信比例的能力
1677116507,124.47700,保护
1677116148,370.43800,保护保护
1677115896,0.39500,支持支持
1677115462,374.48100,保护
1677115332,158.19900,保护
1677113821,361.41200,对于垃圾说什么过河拆桥啊，这叫提倡环保呼吁大家回收垃圾
1677113153,58.02200,卧槽
1677112076,85.37900,保护比例
1677109635,245.75700,哈？
1677109531,177.53300,哇 这也太黑了
1677108082,366.13400,比例真棒
1677107489,365.68600,保护比例！！！！
