发送时间,视频内弹幕出现时间,弹幕文本
1677064160,29.41200,哈哈哈哈哈哈哈笑一笑
1676992288,34.41900,我今天衣服鞋裤子都让人误伤了班尼特来了都得给我点赞（我新洗的啊淦）
1676946767,0.00000,被时代所驯化出来的
1676905125,170.84500,哈哈哈哈哈哈
1676858728,120.74800,哈哈哈哈哈哈哈哈
1676855821,25.41800,广州深圳有户口的
1676812517,72.70000,这个网课真的是有延迟的。可能一晃你没看见啦。雨课堂容易出这破事儿
1676812432,33.35100,emmm，你不是工资都保密了吗？
1676815796,2.93900,哈哈哈哈哈，先笑为敬
1676819355,4.47100,哈哈哈哈
1676819366,5.12200,我就是因为笑才关注你
1676846396,5.13900,因为牙好
1676816931,5.99900,笑没错，装傻笑？
1676893794,10.59000,哈哈哈哈哈哈哈骆驼祥子
1676832409,134.54000,学生晚上家吃狗肉？
1676814408,50.16200,就是外星人
1676813115,39.31000,你的aj 是假的
