发送时间,视频内弹幕出现时间,弹幕文本
1677065292,246.38800,这几年，永远滴圣经
1677065158,174.35200,南方今年也一样特冷
1677052223,265.32500,65退休了开心不
1676983960,176.35500,就这，艰苦？
1676970584,128.69200,她这个朋友圈也没说啥吧
1676969514,181.97200,这种条件生活了三年一边工作一边备考 大西北的乡镇更可怕
1676913072,46.77800,大家可以想下，为什么年年这么多乡镇招录
1676902563,122.71900,现在在单位上班还有敢发朋友圈的？
1676896447,49.08500,朋友圈都是可以发的，只是不能发奇奇怪怪消极的......
1676891727,113.35800,现在谁发朋友圈还发作文啊
1676889865,11.77900,她好漂亮！
1676888764,98.95900,应该是个女生
1676882596,40.12500,体制里能发朋友圈的都是新人吧
1676886279,19.69800,卡妹问你一下，街道办事处算乡镇吗
