上传时间,回复数,点赞数,up是否回复,up是否点赞,评论文本
1676387059,19,6445,False,True,这个皮肤有毒，上次打匹配，俩牛在下河道敲了30多分钟，我们全程4V4[疑惑]
1676394249,28,3493,False,False,你们只看到了牛牛敲钟，却没人在乎剑魔即将对线一个3/0的武器[doge]
1676383966,14,1384,False,False,你俩再都出个心之钢诚信互钢就更完美了[doge]
1676427879,26,698,False,False,奶牛是英雄联盟唯一一个拥有5个技能的
1676398620,7,508,False,False,剑魔看着耀光上线的武器陷入了沉思[doge]
1676431669,17,145,False,False,新手，这个是打架不打敲钟牛的梗吗[热词系列_知识增加]这个梗是怎么来的？
1676437612,2,128,False,False,无限火力，偶遇两个敲钟牛，这两逼跑去下路在那死命敲，反正双方下路的另一人都疯了[笑哭]
1676425568,4,97,False,False,以前匹配也玩过敲钟牛，本来两只牛相安无事的折磨AD，结果对面螳螂过来的时候想杀我，被我们打野反蹲，双方互换下路，然后下路因为螳螂不讲武德开启了4V4大乱斗
1676455153,1,12,False,False,前两天刚打了一把赛恩诚信互刷[拥抱]俩赛恩安心吃兵叠不灭心之钢，打野来了我还给e暗示他跑[笑哭]后来我们家队友把他们家推了[滑稽]
1676393090,15,244,False,False,很喜欢这种游戏氛围啊。打了个把月台服了，今天回一区打的第一把就碰到个提莫秒锁，最后一秒换惩戒，一句话都不说进去就开摆。直接给我整沉默退游戏了
1676444508,7,22,False,False,我买这个皮肤就是为了在下路AD补刀我敲钟[doge][doge][doge]
1676438381,1,23,False,False,像是两位修仙的僵尸道长，在御尸对战[doge]
1676447725,0,6,False,False,"金克斯的牛是不需要，
小炮的牛头是看开了。"
1676431320,0,17,False,False,这俩位的文工团不是很富啊…吟游诗人都开始拿着钟加BUFF了[脱单doge][脱单doge][脱单doge]
1676377409,13,115,False,False,这个敲钟自己能听到还是说别人也能听到啊？
1676380924,0,70,False,False,两国交战，不斩乐使[doge]
1676446452,0,3,False,False,可以，这很春秋，两军交战，，不斩乐师！
1676410431,0,20,False,False,峡谷出新地图了？怎么多了两尊佛在那敲钟[doge]
1676444430,0,3,False,False,《丧钟为谁而鸣》
1676373969,5,27,False,False,这是自定义吧[笑哭]现在的环境不可能这样。
1676454497,1,0,False,False,"剑魔：上路不用来了[大哭]
武器：上路不用来了[喜欢]"
1676470219,1,4,False,False,我服了，上厕所刷到你视频，看一会突然旁边墙壁掉下来块白色东西，声音嘎达清脆，吓我一跳，我以为敲钟牛跑我这敲钟来了，后面发现是墙，我寻思它是听耐烦了还是不爱听
1676434235,12,14,False,False,开黑搞些这样的就算了，路人队友选个这种东西不做事在那乐子人敲钟，ad全程一打二，还在那乐呵乐呵不打敲钟牛，别人早就在心里问候你家里人了
1676472745,0,1,False,False,人们的悲欢并不相通，我只觉得他们喧嚣[脱单doge]
1676479252,0,1,False,False,《丧钟为谁而鸣》[脱单doge]
1676471308,0,1,False,False,弱爆是我最后的倔强
1676465019,0,1,False,False,为什么总有人打我 我也想这么玩
1676439144,0,1,False,False,两国交战不斩乐师是吧[妙啊]
1676378529,0,14,False,False,伸手不打敲钟牛
1676438795,0,1,False,False,两军交战不杀乐师[tv_doge]
1676453966,1,0,False,False,你们再这么敲估计下个赛季这皮肤就变成五百块一个的T0特效版了
1676471264,0,1,False,False,不好意思 打扰大家 找工作被坑 饿了一天 有好心人请吃个饭的吗 谢谢大家 照顾好自己 注意防护 注意安全
1676476493,0,0,False,False,塔防游戏变成社交游戏了
1676455700,1,0,False,False,你也不想对面牛头把你顶来顶去吧？所以两牛敲钟你少管[崩坏3_点赞]
1676462001,0,1,False,False,怎么解释牛头6，金克斯才5的事实，快说@[tv_doge]
1676455488,0,1,False,False,@消失的十月
1676476169,0,0,False,False,有种默契叫两头敲钟牛的默契
1676449578,0,0,False,False,这俩牛有病吧？  我艹全场配音[笑哭][笑哭][笑哭][笑哭][笑哭]
1676448128,0,0,False,False,另外八个人生怕浪费一点伤害打到他们
1676453526,1,0,False,False,老牛 敲钟  不仅能敲崩对手，也能敲疯队友。
1676469135,0,0,False,False,《丧钟为谁而鸣》
1676456377,1,0,False,False,两军交战，不斩乐师
1676462182,0,0,False,False,两国向战，不斩乐师
1676464195,0,0,False,False,两军交战不斩乐师[doge]
1676475555,0,0,False,False,梁军交战，不斩乐师
1676462166,0,0,False,False,打ad最怕遇到在对面还好你能打它 在自己这边直接超度
1676450117,0,0,False,False,右边的牛耍赖，居然开奶。
1676450638,0,0,False,False,老规矩就有不打敲钟牛的
1676452002,0,0,False,False,两军交战，不斩来使和敲钟牛
1676451701,0,0,False,False,两国交战 不斩乐师
1676446218,0,0,False,False,两国交战，不斩乐师[doge]
1676432095,0,1,False,False,两国交战，不伤使节
1676445253,0,0,False,False,我羡慕他能敲吗？我羡慕他有10个人开自定义
1676462327,0,0,False,False,当时我还特地买了这皮肤就为了敲钟
1676451349,0,0,False,False,应该两边再选个尼蔻，两边都敲，3vs3
1676472174,0,0,False,False,如果环境真这么友善我立马冲排位
1676473102,0,0,False,False,两军交战，不斩乐师
1676456995,1,0,False,False,这就是两军交战，不斩乐师吗？
1676466509,0,0,False,False,两军交战，不斩乐师[doge]
1676462427,0,0,False,False,两国交战不斩来使[doge]
1676462412,0,1,False,False,哈哈哈哈哈哈[歪嘴][呲牙]
1676394679,0,3,False,False,小炮玩的好拉，顶着这么多兵线和金克斯换血
1676431942,1,1,False,False,倆牛是怎么忍住残血人头不补的
1676459481,0,0,False,False,伸手不打敲钟牛
1676457173,1,0,False,False,两军交战不斩乐师[doge]
1676434732,0,1,False,False,丧钟为谁而鸣
1676454022,1,0,False,False,双方交战不斩乐师
1676476442,0,0,False,False,哈哈哈哈，这才是娱乐，开心就好
1676450174,0,0,False,False,俩军交战不打信使[吃瓜]
1676453221,1,0,False,False,阿羊的笑声[doge][doge]
1676448671,0,0,False,False,当年听说这个特别搞，马上买了[笑哭]
1676444460,0,0,False,False,前期顶着小兵打架这……真勇啊
1676438051,0,1,False,False,@IRemレムI
1676452698,1,0,False,False,最后突然变潮了快走
1676456810,1,0,False,False,两军交战，不斩来使
1676460588,0,0,False,False,满脑子都是铛铛铛了
1676454736,1,0,False,False,两军交战不斩乐师[热词系列_知识增加]
1676444543,0,0,False,False,两军交战不斩乐师
1676441032,0,0,False,False,两军交战，不斩乐师。
1676436949,0,0,False,False,"在我们败退之际是谁依然在前线奋勇杀敌？
哦，是督战队啊，那没事了"
1676432985,0,0,False,False,"两军交战，不斩来使。
如有老六，请竖中指。"
1676435067,0,0,False,False,两军交战不斩乐师，这是规矩，不懂规矩的就是下一个亚索
1676455046,1,0,False,False,丧钟为谁而敲[滑稽]
1676466533,0,0,False,False,我看到了。两只狗头上路蝶q。。互杀队友
1676463428,0,0,False,False,对方牛头一级学e，不讲武德
1676433791,0,0,False,False,两军交战，不斩乐师[doge]
1676434467,0,0,False,False,君的丧钟为谁而鸣[歪嘴]
1676443473,0,0,False,False,双方对战不打乐师[脱单doge]
1676434937,0,0,False,False,所有皮肤最喜欢的就是奶牛皮了
1676436131,0,0,False,False,我觉得小炮那波动手还是早了，应该先把兵线处理一下在上。
1676437256,0,0,False,False,两军交战，不斩乐师
1676452501,1,0,False,False,我没对上过，我敲钟对面就打我[辣眼睛]
1676435552,0,0,False,False,这皮肤多少卖得便宜了
1676436030,0,0,False,False,两军交战，不斩乐师……
1676436983,0,0,False,False,两国交战不斩乐师
1676475692,0,0,False,False,我不同意这门亲事[生气]
1676436504,0,0,False,False,我们辅助好强直接拖住一个人全局
1676441170,0,0,False,False,我福建一区第一个皮肤就搞得这个[doge]
1676442199,0,0,False,False,这肯定要先把牛杀了搞心态[doge][doge]
1676442326,0,0,False,False,击鼓进军[吃瓜]
1676395712,0,1,False,False,把两边队友血压敲上来了
1676436049,0,0,False,False,丧钟为谁而鸣[吃瓜][吃瓜][吃瓜]
1676395042,0,1,False,False,所有人聊天关了，你俩用摩尔斯码聊天吧[doge][doge]
1676394847,0,1,False,False,这不偷偷摸摸给个虚弱我是不认可的[doge]
1676454298,1,0,False,False,我可太想看聊天记录了
1676394929,0,1,False,False,两军交战，不斩乐师
1676441176,0,0,False,False,两军交战不斩乐师
1676394958,0,1,False,False,两军相战，不斩乐师。
1676466735,0,0,False,False,两军交战不斩乐师
1676404736,0,1,False,False,两军交战不斩乐师
1676395039,0,1,False,False,《吉 祥 物》
1676456664,1,0,False,False,击鼓，进军！！
1676472980,0,0,False,False,击鼓，进军[doge]
1676423967,0,0,False,False,想起无限乱斗的欢乐叠钢时间，然后总有不讲武德的队友与对手来骗来偷袭[笑哭]
1676424673,0,1,False,False,好演
1676436804,0,0,False,False,战鼓不息！战斗不止！
1676414986,0,0,False,False,我想大多数人应该都喜欢吃牛肉   毕竟300快   反正我才不管你敲不敲   是牛肉就行[doge]
1676461409,0,0,False,False,？音游？[doge][doge][doge][doge][doge]
1676438684,0,0,False,False,两军交战不斩来使
1676398857,0,0,False,False,敲钟配上提姆的笑 完美 一局下来 鼠标都得捏碎[doge]
1676401033,0,0,False,False,我最喜欢这个皮肤，因为真的一拿出来就只想敲钟
1676397785,0,0,False,False,亚索第一波团一滴血没扣，后面还想杀了牛牛，你咋怎么自私
1676426408,0,0,False,False,懂不懂吉祥物在场下有羁绊啊[doge]
1676430334,0,0,False,False,我之前大乱斗随到妮蔻，然后和自己家牛头一起敲[笑哭]。
1676443633,0,0,False,False,下路两个吉祥物 我说真的
1676475692,0,0,False,False,《英雄联盟2》
1676399301,0,0,False,False,两军交战，不斩乐师[doge]
1676432699,0,0,False,False,反手举报挂机消极态度[doge]
1676439627,0,0,False,False,击鼓，进军！
1676396730,0,0,False,False,两军交战，不斩乐师[doge]
1676439185,0,0,False,False,咋了，这不是公平4v4游戏吗[doge]
1676401810,0,0,False,False,两国交战不斩乐师[doge]
1676429195,0,0,False,False,木木在那边摇头可还行[doge]
1676429682,0,0,False,False,我的牛自从有了这个皮肤之后，再也没用过别的
1676436443,0,0,False,False,可移动地形了属于是
1676444597,0,0,False,False,英雄联盟4v4版
1676396791,0,0,False,False,科多 战鼓光环是吧
1676420905,0,0,False,False,江湖规矩，打团不斩乐师
1676407738,0,0,False,False,越一大波兵线对A。黑铁都没这么离谱
1676429988,0,0,False,False,两国交战，不斩乐使[脱单doge]
1676445196,0,0,False,False,亚索不讲武德打乐师
1676431389,0,0,False,False,两军交战不斩对方乐师
1676428694,0,0,False,False,这一看乐师对面就会玩，敲钟还回血
1676458792,0,0,False,False,两军交战不斩来使
1676445487,0,0,False,False,第一次勇敢牛牛
1676408003,0,0,False,False,两军交战不斩乐师[doge][doge]
1676476095,0,0,False,False,我看到了彗星亚索[嗑瓜子]
1676396389,0,0,False,False,二国交战  不杀使者[吃瓜][吃瓜][吃瓜]
1676423258,0,0,False,False,两军交战不斩乐师[吃瓜]
1676431891,0,0,False,False,两军交战不斩辅助，不知道吗，我玩猫的时候基本都不会有人打我
1676424439,0,0,False,False,两国交战不打乐师
1676432777,0,0,False,False,刀塔二里蓝胖和小牛也能敲
1676434167,0,0,False,False,两军交战不斩乐师
1676452676,1,0,False,False,两军交战不斩乐师
1676429212,0,0,False,False,两军交战不斩来使
1676425065,0,0,False,False,队友烦死了哈哈哈
1676447899,0,0,False,False,二吉祥物[思考]
1676450611,0,0,False,False,勇敢牛牛 不怕困难
1676429050,0,0,False,False,丧钟为谁而鸣
1676433785,0,0,False,False,两军交战不杀乐师
