上传时间,回复数,点赞数,up是否回复,up是否点赞,评论文本
1676093459,24,1232,True,False,奇怪了，为什么粉丝这么少，演技在线颜值在线的
1676130749,9,129,False,False,我右后车门把手就被我女朋友拽坏了，这些女人到底咋回事阿[无语]
1676034106,14,151,False,False,别信 这车是沃尔沃😡
1676347564,0,24,False,False,"你若安好便是晴天
你安不好便是赔钱"
1676300268,0,27,False,False,省流:安不好就得赔钱[doge]
1676299318,0,22,False,False,这才是优质段子[鼓掌][大笑]
1676255954,3,11,False,False,省流：手劲儿大分的手
1676202839,2,10,False,False,呜呜呜，都是你害的，你把我洗脑了，背历史的时候，明明是李宗仁打的台儿庄战役，结果从我嘴里喂出来就变成了李宗恒[doge]
1676076054,1,31,False,False,不愧是辽视春晚最佳捏脚者[doge]
1676217421,0,7,False,False,这真有趣了，分手后感觉还能当朋友
1676290540,1,16,False,False,《细说手劲》
1676208041,3,16,False,False,最后那个反转是我没想到的[笑哭]
1676360281,0,2,False,False,虽然是整活但是太有意思了[笑哭]
1676212751,0,6,False,False,宗恒别慌，到瑞哥这儿来干活儿
1676215611,0,6,False,False,分手是为了保护自个的头盖骨吧[doge]
1676293752,5,14,False,False,昨天跟女朋友分手了，怎么挽留都没用，爱的时候是真爱，狠的时候是真狠。我也成前任了，好舍不得，练面都没见就草草结束了。
1676471578,0,0,False,False,@李宗恒Actor 这个才是，有认证，不过人家不在b站更新视频
1676270592,1,4,False,False,他比谁都明白
1676292974,2,14,False,False,我希望你能安好，要是安不好，你就以身相许吧[抠鼻]
1676474113,0,0,False,False,总感觉在叫我，我小名叫洋洋，怪兴奋的
1676019189,2,51,False,False,后面的话，倒是真的，分了就往前看吧
1676034352,0,20,False,False,你咋学会开车的，上集还在驾校
1676271135,4,7,False,False,在东北告别天团里看见一个医生，不知道是不是up
1676209642,0,3,False,False,沃尔沃啊[吃瓜]
1676393431,0,0,False,False,希望能继续出这个系列[妙啊]
1676268859,1,2,False,False,这是沃尔沃的s90？
1676220707,0,2,False,False,沃尔沃xc60志逸豪华版
1676193103,0,2,False,False,[doge]还好没答应，不然车费都不好意思收了
1676040032,4,16,False,False,你若安好，便是晴天[星星眼]
1676041735,5,39,False,False,我他妈，十分钟二刷？？
1676290251,1,2,False,False,这人到底多少号
1676454900,0,0,False,False,哇哦大哥牛逼阿，加油！
1676084416,0,11,False,False,用沃尔沃跑专车？亏死你呀[笑哭]
1676002369,2,21,False,False,他是懂赚钱的
1676377005,0,0,False,False,他長的好像陸寒啊[doge]
1676307036,0,1,False,False,这是跟李雪琴演情景喜剧，那位彪的呼的弟弟吗？
1676365484,0,0,False,False,别...别动，断了[辣眼睛][辣眼睛]
1676386314,0,0,False,False,这不狂飙里安欣徒弟吗
1676447126,0,0,False,False,哈哈
1676386824,0,0,False,False,所以你情人节给我推这个什么意思？[辣眼睛]
1676389681,1,0,False,False,最后BGM是什么呀
1676350906,0,1,False,False,沃尔沃的油耗，开出租估计挣不到钱了。
1676334312,0,0,False,False,这演技薄纱内娱鲜肉啊！！！！
1676311201,0,0,False,False,你若安好便是晴天，你若安不好[脱单doge]
1676317220,0,0,False,False,省流：坤捏爆了所以分手
1676026465,1,6,False,False,细说手劲大[doge]
1676343094,0,0,False,False,劲儿能大没给你薅下来？[害羞][鼓掌]
1676361058,0,0,False,False,好像陆涵
1676250362,1,1,False,False,所以，你家开车把座椅调这么后啊？
1676266104,0,1,False,False,搞笑。
1676197856,1,2,False,False,女的手劲别太大[doge]
1676223226,0,1,False,False,这么大手劲儿，原来分手是物理的
1676255049,0,1,False,False,平台真黑
1676254491,0,1,False,False,这段子可以，喜欢
1676344889,1,0,False,False,bgm是啥啊？
1676208436,0,1,False,False,只能说真牛批。[支持]
1676188107,0,1,False,False,你家专车从左侧上车啊[吃瓜]
1676343002,0,0,False,False,沃尔沃xc60
1676351678,0,0,False,False,终于分了
1676199988,0,1,False,False,同款VOLVO
1676300928,0,1,False,False,有点东西
1676187577,2,2,False,False,结尾BGM是什么？
1676279250,0,0,False,False,这女人顺着点很听话[doge]
1676271787,1,1,False,False,@EitherLee 羊羊
1676274748,0,0,False,False,谁特么开沃尔沃跑专车啊…
1676303821,0,1,False,False,话说真有xc60的专车么
1676302585,0,1,False,False,这剧情真好
1676257185,0,0,False,False,[doge]抖音是正主
1676036063,0,4,False,False,[大哭][大哭][大哭]
1676100484,1,4,False,False,质量很高，关注了
1676269964,1,1,False,False,不错，有进步[doge]
1676017856,0,5,False,False,什么话什么话这是[doge]
1676285392,1,1,False,False,我怎么感觉座椅太靠后踩不到油门呢
1676018448,0,7,False,False,看来那驾校教练是拿命教了
1676075160,0,2,False,False,这倒装
1676027268,1,2,False,False,咋人这么少
1676022678,0,2,False,False,我希望你能安好[doge]
1676279727,0,0,False,False,这女的不是本色出演吧，这**劲演的可真像
1676171692,0,1,False,False,@文宝在哦
1676255729,0,0,False,False,你若安好便是晴天，你若安不好[tv_doge][tv_doge][tv_doge][tv_doge]
1676247213,0,6,False,False,掰折了，难怪分手呢[doge]
1676295917,0,0,False,False,[藏狐]感觉不太好笑
1676093140,0,1,False,False,[吃瓜]
1676077390,5,1,False,False,bgm是啥啊
1676263062,0,0,False,False,师傅你是做什么的
1676255434,0,0,False,False,前边的bgm 是啥歌啊
1676261273,0,0,False,False,关注了 等下一集
1676385409,0,0,False,False,跳车
1676467508,0,0,False,False,笑的想死[笑哭]
1676199386,0,0,False,False,@葡萄乌龙加奶盖
1676298281,0,0,False,False,在一起
1676008697,0,4,False,False,你这车学得挺快啊[doge]
1676034321,0,1,False,False,安不好了
1676170682,0,1,False,False,沃尔沃
1676130052,1,1,False,False,突然不想白嫖了
1676299459,0,1,False,False,😭😭😭
1676301496,0,0,False,False,第一个BGM是什么歌？
1676297041,0,0,False,False,不要回头啦！
1676216281,0,0,False,False,沃尔沃s90[脱单doge]
1676303515,0,0,False,False,沃尔沃车，一模一样
1676048958,0,1,False,False,哈哈
1676135079,0,0,False,False,@爆力甜
1676165118,0,0,False,False,嫑
1676121210,1,0,False,False,@机器工具人 bgm
1676181846,0,0,False,False,你俩在一起吧
1676215949,0,0,False,False,能不能[doge]把沃尔沃那个手机支架的链接发一下[doge]
1676109313,0,0,False,False,这回痛快
1676033775,0,1,False,False,没毛病[doge]
1676127555,0,0,False,False,好娇俏
1676169478,0,0,False,False,你是懂的。
1676120158,0,0,False,False,？？这不是官方吧
1676127101,0,0,False,False,王源，不唱歌，拍视频了啊
1676173635,0,0,False,False,1
1676033726,0,3,False,False,你是一点油盐都不进啊
